suggested_alternatives,other_outcomes,success_reason,success_level,name,slug,id,color,project_status
"Local residents and supporting organizations demand a proper investigation into the plant's impact on surrounding communities, and that it be closed permanently.","The results of the additional investigation of the environmental and health impacts promised by the Cilacap Regent were never made public, and the evaluation of company practices was never conducted.","Despite mobilization and protests, the expansion of the facility is still underway.",No,In operation,protest-against-pollution-from-coal-power-plant-cilacap-central-java-indonesia,5.0,#ee2c2c,
,"High with violence
Some people were arrested and put in jail
People not allowed to organize for protesting
Complaint from community was not considered  
","People have organized to protest several times, including marching, and the submission of petitions to the key authorities from the local level to the national level. But they have not gotten any positive results, only promises. ",No,In operation,wuzhisan-pheapimex-plantations-cambodia,5.0,#ee2c2c,
 - Tourism iniciatives which do not threaten the river [12]. ,"Killing of Mirna Teresa Suazo on September 8, 2019","Violence continues with impunity against those going against the project, which is still being built.",No,Under construction,cuyamel-hydroelectric-project-on-garifuna-territory-in-masca-omoa-cortes-honduras,4.0,#ff7f50,
,,"Este tipo de conflictos, surgidos en muchos paises, al ser pequeños en 
relacion a los ocasionados por extraccion de metales, no cuentan con la 
debida atencion por parte de las autoridades, por lo cual, pocas veces 
llegan a recibir respuesta a sus demandas.",No,In operation,minera-san-rafael-el-valle-dominican-republic,5.0,#ee2c2c,
,,"The waste facility was expanded, and community members have faced this environmental burden for almost 50 years with no change. They are also still facing environmental injustice with the radioactive soils that were dumped there from Hunter’s Point,CA.",No,In operation,clean-harbor-waste-facility-california-usa,5.0,#ee2c2c,
,,"Ya se ha registrado y documentado el vertido de relave de minas, tal como temían los pobladores, sin embargo ni la empresa, ni las autoridades han hecho algo por remediar ni evitar posibles desastres futuros.",No,In operation,yacimiento-de-cobre-los-pingos-tulahuen-chile,5.0,#ee2c2c,
Not building the large coal power station,"On April 5th 2016 at least four people were killed in demonstrations against the plant, and again in February 2017.","After the agitation and the killing of demonstrators in April 2016, the goverment says the plans to build the coal power station will go on. One more protester was killed, and dozen more injured on Febuary 2, 2017 during another violent altercation with the police in Banshkhali. The local people have been protesting against the plant due to the fear of forced evictions, including disturbance of their sacred graveyards and damage to the environment. The locality is under continuous patrolling by security guards to ensure construction of the plant.
http://www.reuters.com/article/us-bangladesh-power-protest-idUSKBN15H0L3",No,Proposed (exploration phase),banshkhali-coal-power-station-chittagong-bangladesh,2.0,#049cdb,
,,"No, porque las instituciones gubernamentales no han resuelto la escasez de agua que sufren los pobladores",No,In operation,acaparamiento-de-agua-por-parte-de-femsa-coca-cola-en-topo-chico-mexico,5.0,#ee2c2c,
The plaintiffs requested that the Environmental Impact Assessment for the project be made public and that the local communities be consulted prior to the project’s commencement.,Court case - out of court settlement,"The NGOs withdrew the case in November 2007 after reaching an out-of-court settlement with the company and the government. As part of the agreement, the Malawi Government agreed to enact new legislation regulating uranium mining and transportation prior to permitting Paladin’s uranium exploration to begin. The government also agreed to invest a portion of its revenues from the mine in the local community. Paladins agreement with the government was amended to provide for additional investment in water treatment facilities for the Karonga district.
In August 2011, the Karonga Natural Resources Justice Committee petitioned the Malawi Government for access to information that would permit them to monitor the mining activities in the region for compliance with fundamental human rights and labour standards. ",Yes,In operation,paladin-africa-uranium-mine-karonga-malawi,5.0,#ee2c2c,
,Colapso del yacimiento,"Luego del deslizamiento que destruyo las instalaciones del proyecto (2007), se ha declarado como no viable su reapertura (2012), sin embargo no hay muestras de que la empresa realice un plan de cierre del mismo",Yes,Stopped,bellavista-miramar-costa-rica,6.0,#46a546,
"Las comunidades han exigido un saneamiento del vertedero Cambalache y la búsqueda de un lugar apto para ubicar un relleno sanitario con las condiciones óptimas de funcionamiento.El cierre de Cambalache se convierte en una de las reivindicaciones principales de las comunidades del sector.  Sin embargo, los habitantes de los sectores de recolectores (I y VI), donde se encuentran indígenas warao, no se identifican plenamente con estas protestas dado que plantean que el cierre del vertedero los haría quedarse sin trabajo.","El gobierno central y los regionales y municipales plantearon varias declaraciones reconociendo el problema de la basura en Cambalache –incluyendo el presidente Chávez  y el presidente Maduro. Una serie de políticas y leyes fueron propuestas (ej. saneamiento del vertedero y la Ley de Gestión Integral de la Basura de 2011). Sin embargo poco se ha hecho para solventar el problema y propiciar un manejo idóneo de los desechos. _x000D_
El vertedero de Cambalache fue clausurado en octubre de 2014. Quedan aún una serie de problemas pendientes. Por ejemplo, la necesidad para la comunidad de que el vertedero sea saneado; el problema de la gente que habita en los sectores vinculados directamente al vertedero y la posibilidad de brindarles atención médica, así como también tomar en cuenta a las personas que perdieron sus trabajos allí; y evitar improvisaciones al establecer nuevos espacios para ubicar rellenos sanitarios._x000D_
Luego del cierre de Cambalache, han aparecido nuevos botaderos improvisados en varios puntos de la ciudad. Se han propuesto nuevos sitios para ubicar los rellenos sanitarios, que se encuentran en fase de preparación, tales como el sector Las Margaritas, muy cerca de represa de Caruachi; el sector Acapulco, justo donde se unen los ríos Orinoco y Caroní, o la zona industrial de Cañaveral, justo al pie del segundo puente sobre el río._x000D_
Comunidades han protestado por la ubicación que tendrían estos rellenos sanitarios, temiendo que se repliquen los problemas que se dieron en Cambalache. Por ejemplo, la comunidad de Acapulco trancó la avenida de los Trabajadores demandando la contaminación que se está produciendo en su comunidad.","A pesar de haberse clausurado el vertedero, los males que aquejan a la comunidad de Cambalache y sus zonas aledañas persisten. El patrón de mal manejo de los desechos y la expansión de nuevas zonas de sacrificio apuntan a la proliferación del problema, ahora en más sitios de la zona norte de Bolívar. Queda abierta la pregunta si habrá capacidad institucional, voluntad política y fondos suficientes de las instituciones del Estado para enfrentar el problema.",Not sure,Stopped,el-vertedero-de-cambalache-en-ciudad-guayana,6.0,#46a546,
"The Sonaha organisations and supporting NGOs have been advocating Sonaha coexistence with the river environment, restore fishing and gold panning rights, engage Sonaha in conservation, offer just and sustainable livelihood alternatives for the Sonaha.  Struggling for either rights to customary livelihoods or economic development (alternative livelihoods) is a contested topic within the Sonaha communities in the delta.",,"The Sonaha people continue to be marginalised in the national park and buffer zone management, planning and decision making. No just alternatives have been provided for the losses of traditional livelihoods, cultural practices, identities and human rights violations and atrocities in the past from the Park authorities. ",No,In operation,sonaha-indigenous-minorities-bardia-national-park-bnp-management-nepal,5.0,#ee2c2c,
"The non-privatization of the water in Ghana,
public and participated management of water resources, which can ensure a good and equal access to water, sanitation, etc. 
Increased government spending in water sector, capturing resources from tax regulation of other extraction activities",,"After a 5 year contract signed in 2006, the government decided not to extend it in 2011, saying that the private operator had not lived up to expectations, constantly failing to meet its obligations stipulated in its contract with Ghanaian government. Finally State-owned companies provide the water services again. 
However, it is not clear whether the intention of the Government is to make a contract with other companies.",Not sure,Stopped,water-privatization-ghana,6.0,#46a546,
"Withdraw from mining, promotion of renewable energy","Increased prices for CO2 emissions allowances, decrease of power prices","The energy company RWE according to the Sueddeutsche Zeitung (08.10.2013) is considering for cost reasons, the early closure of the North Rhine-Westphalian lignite mining Garzweiler II. The mine should be operated only until the coal is mined in the region, whose villages have been resettled. This would be the case in 2017 or 2018 at the latest. In new resettlement RWE would do without. The original plan was to reduce by 2045 coal in the region. The reason: The operation of large power plants around Garzweiler less and less profitable. The growing supply of wind and solar energy can be so strong drop prices on the electricity exchanges that power plants are increasingly rare in the network. The lignite is because of their environmental impact is also more and more in the criticism. Coal power plants are the most important causes of climate change. A withdraw from lignite mining from 2018 would save 3,000 people from relocation.",Not sure,In operation,lignite-mining-garzweiler-ii-immerath-germany,5.0,#ee2c2c,
Some local community members demand the pipeline to be relocated so that it no longer crosses Ogoniland. Oilwatch Africa encourages African governments to invest in renewable energies [7]. ,,"These oil spills add to a long list of oil spills in the Niger Delta that have been traced back to Shell's crude oil extraction and transportation activities in the area. Shell has so far failed to take responsibility for the oil spill, and has not shown efforts to compensate local communities or restore the damages done.",No,Stopped,shell-oil-spill-in-eleme-nigeria,6.0,#46a546,
"The Croatian government and the citizens of Slavonski Brod demanded modernization of the refinery and installing of the air filters. As this did not happen the Croatian authorities decided to inform the European Commission on the case. As Bosnia and Herzegovina is not obliged to comply with EU regulations, the Croatian government might apply the economic measures such as preventing the refinery access to the Croatian market and infrastructure, which would further aggravate its difficult financial situation.",Agreement between the governments of Croatia and B&H on cooperation in the field of environmental protection and sustainable development ,The modernization of the refinery occurs at slow pace and the alarmingly high pollution continues. ,No,In operation,cross-border-air-pollution-in-slavonski-brod-croatia-and-bosnia,5.0,#ee2c2c,
"KCC is currently involved in numerous activities centered around livelihood generation and sustainable ecotourism, such as:  
-	Village homestays 
With the aim of encouraging sustainable tourism facilities and creating opportunities for the villagers to earn economic benefits, KCC started promoting Village Homestays. Along with offering services which are efficient and environmental friendly services such as fuel-efficient cooking and heating, and hygienic indigenous composting toilets (Chettri et al, 2008), the homestay practice also encourages cultural and environmental conservation by providing an opportunity to strengthen the local culture and tradition in terms of hospitality, use of decor, cuisine, and buildings (Chettri et al, 2008) and enables cultural exchange between the villagers and the outsiders. 
As of 2017, KCC has helped train around 400 homestay operators by selecting lower income family members who can benefit from additional income and women for whom financial empowerment would be valuable. KCC handles all of the marketing and booking requirements and also provides a range of hospitality-based training for homestay owners. For example, homestay owners are given the opportunity to participate in cooking, housekeeping and financial management training. 
 An important contribution of KCC’s work has been the establishment of a minimum room tariff for homestays. This emerged from fears of potential exploitation of homestay owners who were arm-twisted into lowering their room tariffs to unsustainable levels. This occurred more so because of competition from large hotels and resorts. Through KCC’s facilitation, all homestay owners now request a nightly tariff of Rs 2500.
-	 Zero Waste Trekking  
KCC formed a participatory monitoring programme of the trekking trail inside KNP and in the surrounding areas. KCC identified and invited key local people and national park staff from the village for a general consultation meeting. The goals of the monitoring process were discussed and with consultation of the village member’s consensus was arrived at about participating in the proposed programme. Consultation and assistance from external agencies such as the Forest department and Sikkim tourism department were sought to make an effective work plan that would address the issues of monitoring tourism activities and conservation impacts. Having set their targets, several meetings were conducted in the village to make local people and those involved in tourism enterprises aware as to why such an initiative was important and how local people could participate and contribute. 
Objectives of the monitoring programme:
 1. Monitoring the status of waste, condition of trekking trails and campsite facilities over the trekking routes 
2. Monitoring the prohibition of use of firewood and other forest products by trekkers, trek operators and their support staff 
3. Involve tourists, trekkers and local tourism operators in the monitoring process
Annually, the monitoring programs helps in collection of around 800 kg of waste from the trekking trails and the forests. KCC now operates a functional Waste Segregation Centre and has worked with the Forest Department to create a system by which trekking operators have to declare non bio-degradable waste products through that are being carried through a checklist and upon return account for these products. Defaulters are fined a hefty sum of Rs.5000 if they fail to account for waste that was not brought back.
Waste material like noodle packets, tetra packs, plastic etc. are recycled to make fashionable handbags, pillows, notebooks and so on that tourists can buy when the visit the KCC office. Yuksam was the first village in Sikkim to ban the use of plastic (both bags and bottles) in 1996 and the Government of Sikkim has since implemented this throughout the state. KCC also implemented and encouraged trekking companies to adopt a prohibition on the use of firewood during treks. Currently, all trekking groups are required to carry kerosene stoves (also monitored pre and post trek).  
Connected to low-impact trekking trails is the introduction and widespread use of dzos instead of yaks, which is a move that KCC strongly encouraged in the 1990s. This came out of numerous surveys that showed the adverse grazing impacts of yaks as compared to dzos (a hybrid between yaks and domestic cows).
-	 Ecotourism Service Providers Association of Yuksam (ESPAY) 
ESPAY (Ecotourism Service Providers Association of Yuksam) is an association that KCC initiated in 2004 to provide capacity building to trekking guides, dzo and yak owners, porters and other ecotourism-related professionals in Yuksom. As of 2017, KCC has trained more than 100 cooks through various training programs, around 250 naturalists guides, around 1000 porters and pack animal operators. ESPAY currently has 250 members has a range of different activities including: (a) lobbying at the state level for minimum living wages for porters and (b) community compensation scheme for loss of dzos due to trekking accidents and natural causes; and (c) provision of vaccinations and veterinary support for livestock
-	Environmental Education Activities
The KCC office is also an environmental education centre that tourists are encouraged to visit to learn about KNP and low-impact tourism. In 2005-6, KCC trained around 100 teachers on Environmental Education. From information about the wildlife that trekkers can encounter on trails to recycled trekking waste, the KCC centre remains accessible for all visitors to the area. However, given that visiting the Centre isn’t mandatory for trekkers, bringing in all visitors continues to be a challenge",,"Challenges remain: 
Key challenge concerning urbanisation and sustainable development has been to come to village-level agreements. While KCC has been able to achieve a lot by engaging with individual homestay owners or dzo owners, bringing the village together to discuss issues continues to be a challenge. For example, trekking by itself is now zero-waste. However, commercial development in Yuksam town itself in the form of large hotels and allied facilities is not regularized. The Gram Sabha had at one point agreed to restrict infrastructure development to buildings of three floors only. However, it has been difficult to enforce this without a formal Gram Sabha resolution. Finally, with regards to the Waste Segregation Centre, while all trekking-related waste is being collected at a designated Centre, it has been challenging to find ways to recycle all of this waste material. KCC has managed to create some recycled products from this waste but a large amount of waste material remains at the Centre with no clear channels for what happens next.
Enforcing and monitoring stringent trekking regulations has been challenging because of varying support from the Forest Department. Primarily, trekking occurs inside KNP and therefore, strictly enforcing regulations on collection of wildlife species and forest products and fuelwood use is still largely within the jurisdiction of the Departments’ core activities. While KCC can push the Department to carry out patrolling and monitoring activities, these decisions are beyond the scope of KCC’s influence.",Not sure,In operation,khangchendzonga-conservation-committee,5.0,#ee2c2c,
"Currently the community is responding as it comes, mostly to state acts of violence. Preparation for a Public Interest Litigation is ongoing. The issue also needs resolution involving different stakeholders such as district administration, Forest and Revenue Department, and the state government. ",,,No,In operation,baigas-claim-to-right-to-land-forest-and-forest-resources-and-fight-against-state-violence-in-chhattisgarh-india,5.0,#ee2c2c,
Remunicipalisation and participation in urban water management,,As a consequence of the won referendum the city of Berlin bought back the shares of RWE (2011) and finally after ongoing pressure and lobbying of environmental justice organizations also of Veolia (2013). Now Berlin Waterworks are public. ,Yes,Stopped,remunicipalisation-of-water-service-in-berlin-germany,6.0,#46a546,
,,"The situation of the workers has not improved and the company has not been held responsible for the crimes committed. In April 2015, members of Sinaltrainal have declared a hunger strike in protest at the lack of responsibilities.",No,In operation,coca-cola-colombia,5.0,#ee2c2c,
,,"Although Israel was held accountable for the environmental crime by the UNGA and asked to pay reparations, no reparations were given to the Lebanese government.",No,Unknown,jieh-power-plant-oil-spill-lebanon,1.0,#999999,
"During the protests in the early June, 2013, the Taksim Solidarity requested the following concrete measures from the government:_x000D_
• Gezi Park must stay as a park. An official announcement must be made saying that Gezi Park_x000D_
will not be converted to military barracks or any other building._x000D_
• Governors and police chiefs, and anyone else who ordered, enforced or implemented violent_x000D_
repression tactics must resign._x000D_
• The use of teargas bombs and other similar materials must be prohibited._x000D_
• Detained citizens must be released immediately._x000D_
• The prohibition of meetings, rallies, demonstrations and de facto hindrance in the squares and_x000D_
public areas across the country, starting with Taksim Square as a demonstration area for Labor Day (May 1), and Kızılay Square in Ankara, must be rescinded; obstacles to freedom of speech must be lifted.",,"The project was stopped following the protests and the Gezi Park is still preserved as a park. The municipality even took the further effort to rehabilitate the park. Furthermore, the collective spirit born from the protests reshaped the whole resistance culture of the country. Leftists, nationalists, religious groups and bankers – people who never would have previously passed the time of day – are united. The occupation of Gezi Park was not just meant to save trees, but to save Turkey’s democracy.  However, while the Gezi Park became a symbol of the resistance for rights, democracy, and the environment, the unjust trial of Osman Kavala and the ""Gezi 7"" has received international condemnation by 2022. (See the section Other Comments in Sources and Materials). ",Not sure,Stopped,taksim-square-and-gezi-park-construction-works-turkey,6.0,#46a546,
,,The company denies any allegations of environmental wrongdoings. Some fishermen have received small compensations for loss of livelihood but the pollution issue is not being dealt with properly. ,No,In operation,sanyou-chemical-fibre-viscose-factories-china,5.0,#ee2c2c,
"The alternative suggested by Kwekwe Town Council is for government to regularize the work of artisanal miners, give them licences and train them to mine in a manner that preserves the environment. Criminalising artisanal mining does not stop the practice, rather it ensures that they become lawless and harmful both to the environment and to themselves",Militarization of the area,"The Environmental Management Agency focuses its efforts on big corporations, maybe because they have a physical address and also they have the capacity to pay fines. However EMA has not done anything about panners. The situation is compounded by the involvement of cabinet ministers and senior politicians who render EMA ineffective",No,In operation,gold-panning-in-kwekwe-zimbabwe,5.0,#ee2c2c,
Proponen como alternativa importar piedra de Bolivia para evitar el daño a la reserva. Las organizaciones ecologistas que critican el proyecto  temen una posible extracción de rocas del Cerro León para pavimentar las carreteras del Chaco paraguayo. Los colectivos se oponen además al proyecto porque argumentan que el Parque Nacional forma parte de los territorios ancestrales de la etnia indígena Ayoreo. Algunos miembros de este pueblo se mantienen en aislamiento voluntario y utilizan el área del Parque Nacional como lugar de paso,,Proyecto detenido en 2015,Yes,Stopped,cerro-leon2,6.0,#46a546,
,,"Among the policy consequences of the spill were a revision of the Water Pollution Control Act and an enhanced focus on emergency response. In the short term, the government took on a range of measures, including an extensive legal enforcement campaign in the spring following the spill. [...] In 2002 Beijing began to establish Regional Supervision Centers (RSCs) that answered directly to SEPA instead of local governments. Following the Songhua incident, the process of establishing the local EPBs was further expedited and prioritized, and both ADB and the World Bank are currently involved in projects helping the establishment of additional RSCs. At present the RSCs, which include a major center in Chongqing, have met with limited success, but they represent an important step towards a clear chain of accountability in the process of environmental protection, which in itself promotes government transparency. [...] [Moreover], SEPA has gained ministerial status in the Chinese government. Now known as the Ministry of Environmental Protection (MEP), SEPA was reorganized in March 2008 to greatly strengthen connections between regional EPBs and the new central ministry. [...] Lida Tan of the U.S. EPA notes that the reorganization of SEPA, while only announced in 2008, would have required extensive preparation beginning much earlier, perhaps placing the move's beginnings during the official fallout over the Songhua spill in early 2006. [...] The November 2005 Songhua spill [also marked] a moment of rare open dialogue between China's domestic and international media, state and local government officials, and a more general assortment of voices speaking through Internet forums, cell phones, and university bulletin boards.[39] As measures intended to control the spread and release of information failed, the government proved remarkably deft in responding to public criticism. Once opened, lines of communication with international and domestic environmental groups and media outlets remained so, receiving regular updates regarding the spill and efforts to control its impact. In addition to UNEP, the Chinese invited Russian scientific teams to take part in measurements and further work during the event's clean-up phase [Wilson Center] ",Yes,Unknown,the-jilin-chemical-plant-explosions-songhua-river-pollution-incident,1.0,#999999,
"Stop Alteo activity. Clean up the landfill areas and compansate the neighbors whose health and environment suffered the most. 
Arrêt de l'activité d'Alteo à Gardanne. Compensation des habitants et dépollution des sites de décharge. ",,"Alteo was given the authorization to continue discharging toxic and radioactive wastewater into the sea for six more years (starting January 1st, 2016). ",No,In operation,aluminium-factory-alteo-gardanne-france,5.0,#ee2c2c,
,,"The factory has been forced to shut down several times and has been fined, yet they seem to continue their polluting and toxic activities as before. ",No,In operation,jiujiang-jinyuan-chemical-fiber-co-ltd-viscose-plant-china,5.0,#ee2c2c,
"In some cases, alternative solutions consisted in the use of a line already in place for the electricity transmission or deviation in the planned line route in order to sidetrack the affected area. There was also the question in relation to alternatives to the construction of dams, the structure associated to the need for high-power line installation in the case of Foz Tua. These alternatives would be the repowering of the old dams and investment in energy savings",,"The fight against high-voltage lines fulfilled the role to educate the general population about the risks of these infrastructures. In many cases, local movements with the support of national movement support, managed to cancel the installation projects, redirect their path to locals less dangerous to populations or perform the burial of these structures.",Yes,Stopped,high-voltage-transmission-lines-portugal,6.0,#46a546,
"No alternative has been proposed after the Morea Moana based on the the Ra'ui  traditional environmental practice. One of the leaders and Goldman prize winner (2019) has been dismissed from from a position as director of the Cook Islands’ world-renowned Marae Moana marine protected area, because it challenged the seabed mining and requested moratoria and data collection for at least 10 year period. ",,"Although the overfishing activities have been opposed and the marine area has been protected under the Morea Moana act, the Cook Islands government is proceeding with mining exploration, saying it wants to be at “the frontier of the new gold rush” and could be ready to start seabed mining within five years. It says mining the seafloor for metallic nodules could provide financial security for the islands and help them mitigate climate change [6]. It is the opposite of the Ra'ui  - a traditional environmental practice, argued by the traditional Maōri leaders of the Cook Islands. Nowhere in the world have any deep-sea minerals been commercially extracted so far. But seems it might happen in the case of Cook Islands. ",No,Under construction,opposition-to-overfishing-and-seabed-mining-based-on-raui-principals-cook-islands-new-zealand,4.0,#ff7f50,
,,"El daño es incalculable y demuestra el poco interés en el respeto al medioambiente y a las poblaciones humanas afectadas en sus actividades, también deja nuevamente transparente la falta de legislación y autoridad por los gobiernos peruanos, muchos de los directivos y accionistas de Repsol Perú lo son de grandes otras empresas del país y tienen muchos intereses económicos.",No,In operation,la-pampilla,5.0,#ee2c2c,
 Tourism based economy and small business,,"Onshore projects: were cancel by the government after several complains of irregularities._x000D_
_x000D_
Offshore projects:_x000D_
First Instance Court (Tribunal Administrativo de Loulé) decided in favour of the environment (represented by the following NGOs: Almargem, Quercus, Sciaena and suported by PALP). Court of Appeal overturns first instance decision indicating that the precautionary principle should not be applied. Portugal’s Public Ministry (Ministério Público) publicly announced an appeal against the decision of the Central Administrative Court of the South against the NGOs. Few time later the companies announced their withdrawal.",Not sure,Stopped,algarve-livre-de-petroleo,6.0,#46a546,
"Friends of the Earth calls on financiers to cancel their loans, withhold other financial services, and publicly commit to a moratorium on loans and the purchasing of shares in Bumitama, or any company associated with it. Wilmar International, the largest buyer of Bumitama's palm oil and a significant shareholder, should break current contracts with the company and sell its shares.
The government of Indonesia immediately has to implement and enforce its existing moratorium on the conversion of peatlands and forests, to save the most threatened forests, peatland ecosystems, and endangered wildlife, and to take immediate steps to resolve social and land conflicts.
Governments of consumer countries including the EU, must work to reduce demand for palm oil; one particular opportunity is the EU’s unsustainable demand for palm oil biodiesel, driven by biofuel targets and subsidies, and a carbon accounting system that does not take into account displaced deforestation and land grabs. The EU must cap and then phase out land based biofuels, and implement correct carbon accounting.
Robert Hii (Friends of Borneo): ""The dates when licenses were issued may sound like a violation of national laws but it is in fact how the government expects plantations to operate.
By law, once a ""permission to explore"" is granted in an area, the company is expected to work on it within 3 years or lose the license. This explains why most companies open up small areas just to show they are working the land even as the rest of the licenses are being processed. Hopefully the new president of Indonesia will do something to correct this backwards way of working.""",,Depends on the future development of the case.,Not sure,In operation,bumitama-agri-oil-palm-plantation-indonesia,5.0,#ee2c2c,
Some members of the Oba community have argued that the government should transfer the abandoned airport site back to its former owners or utilise it for a purpose serving the public interest.[2] Some youths demanded an explanation from the government of why houses were being built on the land instead of using it for industry [4]. In April 2018 over 500 members of Emordi Shoe Association protested demanding allocation of pieces of land at the Oba airport site or refunds for payments they said they had made for the land [6].,The proprietor of the firm extracting sand and laterite at the site was arrested. Community representatives said the efforts to illegal sand mining at the defunct airport site had been frustrated by certain lawmakers. ,Many residents and community representatives said that people who donated land for Oba airport did not receive compensation. Members and representatives of Emordi Shoe Association said they received neither the land they were allocated nor a refund of payments they made for the land. Mining of sand and laterite at the abandoned airport site is unauthorised and dangerous and efforts to investigate and halt it were not successful. ,No,Unknown,oba-airport-site-land-conflict-and-sand-ming,1.0,#999999,
"Entre los foros, peticiones formales y manifestaciones que se hicieron [7], las exigencias incluían: asegurar el mantenimiento de árboles trasplantados para evitar su muerte, publicitar el listado de reubicaciones, considerar otras alternativas de mejora vial, rediseñar la vialidad sin afectar el arbolado, particularmente evitando incurrir en errores acontecidos en otros proyectos similares [8]. Como medida de vigilancia los pobladores pusieron listones en los árboles para inventariarlos y prevenir que fueran desapareciendo repentinamente [9]. ",,"El proyecto, aunque fue detenido, sigue siendo una de las proyecciones latentes del gobierno actual en materia de movilidad. ",Not sure,Stopped,tala-de-arboles-en-eje-vial-zaragoza,6.0,#46a546,
,,"While the company promised to upgrade coal transportation methods (e.g. conveyor belt), it is unclear if the environmental pollution and health impact has been properly addressed.",Not sure,In operation,delong-nickel-industrial-area-indonesia,5.0,#ee2c2c,
"EJOs argues that Sri Lanka's renewable energy sources - such as solar and wind - can meet energy requirements if they are properly managed.
Environmentalists require the government to grant adequate concessions and tax benefits to investors on renewable sources.
Immediately stop Sri Lanka Nuclear Energy Programme","Cooperation agreement between India and Sri Lanka to facilitate nuclear energy development, signed on February 2015. ",The Nuclear Energy Programme is going forward,No,Proposed (exploration phase),nuclear-debate-in-sri-lanka,2.0,#049cdb,
,The local villagers gradually began to move out because the pollution was not solved.,"Groundwater pollution in Shifo Town is very serious, endangering the health and food safety of local villagers. But officias have always insisted that groundwater is not contaminated. For more than a decade, the problems have not been solved.",No,In operation,xiangguang-copper-co-ltd-yanggu-liaocheng-shandong-china,5.0,#ee2c2c,
,"The World Bank announced on September 9, 2008 that it was ending its support for the controversial Chad-Cameroon pipeline which was already bult. The announcement came after the Chadian government repaid $65.7 million in outstanding loans to close out its debt to the Bank for the project. ","September 2008: The decision of the World Bank to stop financing the pipeline project results in irresolvable disagreements with the NDjamena Government in Chad, and ends with the financial institution demanding repayment of a US$ 140 million loan in advance. The Government also breaks its commitments made with Washington bankers to divert part of the oil revenue to a special fund for combating poverty in the country. So, the pipeline was builts and it operates. The idea of Chad constituting an untouchable interest yielding fund for futures generations, with the revenues (which the WB promoted) failed.",No,In operation,oil-pipeline-project-chad-cameroon,5.0,#ee2c2c,
"In referring to the mining of shale gas reserves generally, Friends of the Earth Europe has called on the EU, its member states and European financial institutions to cease providing financial or political support to shale gas development projects. Any financial and political assistance provided to shale gas projects in countries in the Global South should be redirected towards the production and promotion of renewable energy sources and energy saving, in line with the Millennium Development Goals, the organisation says. Meanwhile the Algerian Solidarity Campaign wants the government to diversify the economy. Algeria should decrease its natural resources dependency and urgently pursue revitalisation and development of other economic sectors, green energy and renewables included, ASC says.",,"It is too early to tell, but if Algeria decided to go ahead with large scale mining of shale gas and there was a market demand, it seems unlikely that they would desist, given the countys high reliance on fossil fuels for its economy._x000D_
The government did recently announce a moratorium on all fracking activities until 2022 with a possible cancellation of planned projects, however some activists believe these promises are hollow and anti-fracking demonstrations have continued. ",Not sure,Proposed (exploration phase),resistance-to-fracking-projects-in-algeria,2.0,#049cdb,
"For improving water supply system in Delhi: repair and improve conditions of water pipes in Delhi, reduce consumption, apply a fairer distribution.
At local level at Renuka: mobilizers agree they don't need the dam for local economy and want to protect their fertile fields and fisheries in the river.  ",Ministry of Environment gave clearance for the diversion of forestland and the Environmental clearance is challenged at the NGT.,"The Ministry of Forest and Environment gave clearance in March 2015 for the diversion of forestland and the Environmental clearance is challenged is at the National Green Tribunal. The court has stayed the construction of the project in the meanwhile.
However, besides legal procedures and tools to challenge the dam project, the questions of whether the Renuka Dam is the only answer to Delhi’s water crisis and what are the underlying causes of a water crisis in Delhi remain unaddressed. ",Not sure,"Planned (decision to go ahead eg EIA undertaken, etc)",renuka-ji-dam-project-hp-india,3.0,#ffc40d,
,,"The huge project is already under construction. Given the need for the electricity and mining development, local residents and their traditional territories are already affected. ",No,Under construction,five-new-nuclear-pp-in-nagleyngynthe-arctic-russia,4.0,#ff7f50,
"The demands included an open and independent investigation into the shooting incident and the killing of Febriadi Nasution, the immediate return of their land, the settlement of all land dispute cases and the immediate and unconditional release of the 15 defendants.",Pebriadi Nasution was killed during a protest,"Pure repression, with no room for success so far.",No,In operation,pt-phs-conflict-sumatra,5.0,#ee2c2c,
Proposed negotiations between local youth groups in Gafsa and the government,"Migration out of the country, adding to mass arrivals to Europe","While the protests and blockades have succeeded in temporarily shutting down the mine, it is less certain that the new proposition of negotiation between the locals and the government will be fruitful in employing enough locals and raising the safety and environmental standards of the sector. Whether working conditions will be improved and proper infrastructure built to avoid spread of pollution and health risks remains unknown. 
Protests are still raising, and demands from civil actors whether for better working and employment conditions, or for social and environmental improvements have not led to related decision nor implementation. Negotiations and attempts to create a social dialogue have failed. ",No,In operation,phosphate-mining-in-gafsa,5.0,#ee2c2c,
"A few of the villagers are not willing to give up their land. However, the willing population who are in favour of the project demanded that the plant should utilise the water through the desalination process instead of a deep bore well [3]",,"Among the total 19 villages under the project area of Chamakhandi panchayat, the people of two villages namely Narayanpur and Hariapalli are opposing the project. According to them there are already several industrial units which had acquired land in and around the area had promised a lot for the development of the area. However none of their earlier promised have ever fulfilled. Hence they do not much rely on the promises given by the company. ",No,Proposed (exploration phase),chatrapur-thermal-power-plant-orissa-india,2.0,#049cdb,
