UID,supporters,url,local_names,slug,name,parent,acronym,involvement,description,country.name,country.slug,country
acheloos-river-diversion,,http://europa.eu/index_en.htm,,european-union,European Union,,EU,,Politico-economic union of 28 member states that are primarily located in Europe.,,,
asian-highway-infrastructure-project-karen-state-myanmar,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
asian-highway-infrastructure-project-karen-state-myanmar,,https://www.neda.or.th/home/en/,,neighbouring-countries-economic-development-cooperation-agency-neda,Neighbouring Countries Economic Development Cooperation Agency,,NEDA,finance,"Public organisation, to provide Thailand's neighbouring countries with financial and technical assistance",Thailand,thailand,
no-to-amulsar-gold-mine,,http://www.ifc.org/wps/wcm/connect/corp_ext_content/ifc_external_corporate_site/home,,international-finance-corporation,International Finance Corporation,,IFC,,The IFC belongs to the World Bank Group. It is the largest global development institution focused exclusively on the private sector in developing countries.,,,
no-to-amulsar-gold-mine,,http://www.ebrd.com/home,,european-bank-for-reconstruction-and-development,European Bank for Reconstruction and Development ,,ERBD,,"The EBRD is owned by 65 countries, the European Union and the European Investment Bank. It works on 'furthering progress towards market-oriented economies and the promotion of private and entrepreneurial initiative’.",,,
forest-plantation-by-green-resources-in-kachung-uganda,,https://fsc.org/en,,forest-stewardship-council,Forest Stewardship Council,,FSC,,,,,
forest-plantation-by-green-resources-in-kachung-uganda,,,,swedish-energy-agency,Swedish Energy Agency,,,,,Sweden,sweden,
phosphates-matam-senegam,,,,la-banque-islamique-de-developpement,La Banque Islamique de Développement,,BID,A financé la SERPM,,,,
phosphates-matam-senegam,,,,united-states-trade-and-development-agency,United States Trade and Development Agency,,USTAD,A financé la SERPM,,United States of America ,united-states-of-america,
belarusia-nuclear-power-plant,,,,convention-on-environmental-impact-assessment-in-a-transboundary-context-espoo-convention,Convention on Environmental Impact Assessment in a Transboundary Context (Espoo Convention),,,,,,,
sarayacu-oil-extraction-in-block-23-ecuador,,,,un-special-rapporteur-on-the-rights-of-indigenous-peoples,UN Special Rapporteur on the rights of indigenous peoples,,,,,,,
sarayacu-oil-extraction-in-block-23-ecuador,,http://www.corteidh.or.cr/,,comision-interamericana-de-derechos-humanos-cidh,Inter-American Court of Human Rights,,CIDH,,,,,
los-micos-beach-and-golf-resort-project-honduras,,http://www.bcie.org/?lang=en,,central-american-bank-for-economic-integration,Central American Bank for Economic Integration,,BCIE,,,,,
los-micos-beach-and-golf-resort-project-honduras,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
los-micos-beach-and-golf-resort-project-honduras,,,,honduran-tourism-investment-fund,Honduran Tourism Investment Fund,,HTIF,," el Fondo Hondureño de Inversión Turística (FITH), un conglomerado de 46 empresarios y grupos económicos nacionales entre los más poderosos del país. FITH detiene el 51% de las acciones. ",Honduras,honduras,
la-reunion-coastal-road,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,Funder,,,,
logging-in-toledo-district-belize,,,,inter-american-commission-on-human-rights,Inter-American Commission on Human Rights,,,,,,,
new-forests-in-uganda,,,,clean-development-mechanism-executive-board,Clean Development Mechanism Executive Board,,CDM Executive Board,,,,,
new-forests-in-uganda,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,,,,,
new-forests-in-uganda,,https://fsc.org/en,,forest-stewardship-council,Forest Stewardship Council,,FSC,,,,,
new-forests-in-uganda,,,,agri-vie-agribusiness-fund,Agri-Vie Agribusiness Fund,,,,,South Africa,south-africa,
gautam-buddha-airport,,http://www.ofid.org/,,opec-fund-for-international-development,OPEC Fund for International Development,,OFID,Provided a USD15 million loan for construction of Gautam Buddha Airport,,,,
gautam-buddha-airport,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,Provided USD58.50 million (USD42.75 in loans and USD15.75 million in grants),"The ADB is a regional development banking, funding development projects in Asian countries",,,
gautam-buddha-airport,,http://www.ifc.org,,internal-finance-corporation,Internal Finance Corporation,,IFC,Submitted proposal to act as adviser to bring in private operator,"IFC, a member of the World Bank Group, is the largest global development institution focused exclusively on the private sector in developing countries.",,,
vishnugaad-peepalkoti-hydroelectric-project-uk-india,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
coal-usage-in-egypts-cement-factories,,www.ebrd.com,,ebrd,The European Bank for Reconstruction and Development ,,EBRD,,The Bank is an investor in GV Gold. Activists and ecologists demanded that in 2011 it pressurise GV Gold to stop work on the Chudnoe deposit. [11],,,
tratto-roma-latina-autostrada-a12,,http://www.cdp.it/,,cassa-depositi-e-prestiti,Cassa Depositi e Prestiti,,,,"Cassa depositi e prestiti (CDP) è una società per azioni a controllo pubblico: il Ministero dell'Economia e delle Finanze. CDP gestisce una parte consistente del risparmio nazionale, il risparmio postale (buoni fruttiferi e libretti), che rappresenta la sua principale fonte di raccolta.",Italy,italy,
the-turow-coal-mine,,http://www.db.com/,,deutsche-bank,Deutsche Bank,,DB,,A large German banking and finance corporation.,Germany,germany,
the-turow-coal-mine,,www.UBS.com,,union-bank-of-switzerland-ubs,UBS,,UBSG,,Originally Union Bank of Switzerland. Swiss global financial services corporation. Biggest bank in Switzerland.,Switzerland,switzerland,
the-turow-coal-mine,,http://www.bnpparibas.com/,,bnp-paribas,BNP Paribas,,BNP,,,France,france,
the-turow-coal-mine,,,,hsbc,HSBC,,banking,,,"Hong Kong SAR, China",hong-kong-sar-china,
the-turow-coal-mine,,https://sebgroup.com/,,skandinaviska-enskilda,Skandinaviska Enskilda,,,,,,,
the-turow-coal-mine,,www.credit-suisse.com,,credit-suisse,Credit Suisse,,CS,,Swiss multinational financial services corporation.,Switzerland,switzerland,
the-turow-coal-mine,,http://www.kbc.com,,kbc-bank,KBC Bank,,KBC,,,Belgium,belgium,
the-turow-coal-mine,,https://www.pkobp.pl/,,pko-bank-polski,PKO Bank Polski,,,,,Poland,poland,
the-turow-coal-mine,,https://www.pekao.com.pl/,,bank-pekao,Bank Pekao,,,,,Poland,poland,
congo-agricultureagrisa-farmland-in-malolo-congo,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
congo-agricultureagrisa-farmland-in-malolo-congo,,http://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22928635,,emergent-asset-management,Emergent Asset management,,,investment,,United Kingdom,united-kingdom,
congo-agricultureagrisa-farmland-in-malolo-congo,,,,standard-bank-plc,Standard Bank Plc,,,,,South Africa,south-africa,
lgv-limoges-poitiers-high-speed-rail,,http://europa.eu/index_en.htm,,european-union,European Union,,EU,,Politico-economic union of 28 member states that are primarily located in Europe.,,,
taean-national-park-oil-spill-south-korea,,http://www.iopcfunds.org/,,international-oil-pollution-compensation-funds,International Oil Pollution Compensation Funds,,IOPC,,,,,
dawei-sez-tanintharyi-region-myanmar,,https://www.jica.go.jp/english/,,japan-international-cooperation-agency13,Japan International Cooperation Agency (JICA),,JICA,,,Japan,japan,
dawei-sez-tanintharyi-region-myanmar,,,,japanese-bank-for-international-cooperation-jbic,Japanese Bank for International Cooperation (JBIC) ,,JBIC,,,Japan,japan,
new-forests-company-and-plantation-uganda,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,,,,,
new-forests-company-and-plantation-uganda,,,,corporacion-financiera-internacional,Corporación financiera Internacional,,CFI,,,,,
hydroelectric-project-patuca-iii-piedras-amarillas-honduras,,http://www.icbc.com.cn/ICBC/sy/,,banco-industrial-y-comercial-de-china,Banco Industrial y Comercial de China ,,ICBC,,,China,china,
hydroelectric-project-patuca-iii-piedras-amarillas-honduras,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
legal-recognition-of-creole-seeds-won-in-brazil,,http://www.wto.org/,,world-trade-organisation,World Trade Organisation,,WTO,,International organisation that supervise and liberalize international trade.,,,
nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,,http://www.bndes.gov.br/,,banco-nacional-de-desenvolvimento-economico-e-social,Banco Nacional de Desenvolvimento Econômico e Social ,,BNDES,,"The Brazilian Development Bank (BNDES) is the main financing agent for development in Brazil. Since its foundation, in 1952, the BNDES has played a fundamental role in stimulating the expansion of industry and infrastructure in the country. Over the course of the Bank’s history, its operations have evolved in accordance with the Brazilian socio-economic challenges, and now they include support for exports, technological innovation, sustainable socio-environmental development and the modernization of public administration.",Brazil,brazil,
nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,,https://www.bb.com.br/pbb/,,banco-do-brasil,Banco do Brasil,,,,Banco do Brasil S.A. ( Bank of Brazil) is the largest bank by assets in Brazil and all of Latin America. Banco do Brasil is controlled by the Brazilian government but its stock is traded on the São Paulo Stock Exchange and its management follows standard international banking practices (Basel Accords). ,Brazil,brazil,
desalination-plant-mamelles-beach-in-dakar-senegal,,https://www.jica.go.jp,,japan-international-cooperation-angency,Japan International Cooperation Agency,,JICA,,"Governmental agency, funding investors' projects in developing countries.",Japan,japan,
natural-resource-exploitation-in-the-dead-sea-area,,http://europa.eu/index_en.htm,,european-union,European Union,,EU,,Politico-economic union of 28 member states that are primarily located in Europe.,,,
hpp-boskov-most-mavrovo-national-park-macedonia,,http://www.ebrd.com/pages/homepage.shtml,,european-bank-for-reconstruction-and-development-ebrd,European Bank for Reconstruction and Development,,EBRD,"Investor, granted the loan for implementation of the project","The European Bank for Reconstruction and Development Is a multilateral development bank owned by 64 countries, the European Union and the European Investment Bank. It is the largest financial investor  from central Europe to central Asia and the southern and eastern Mediterranean.",,,
redd-project-resguardo-indigena-unificado-selva-de-mataven-riu-sm,,https://www.southpole.com/,,south-pole-carbon-asset-management,South Pole Carbon Asset Management,,,Trading carbon credits,"""A Global Carbon Company South Pole Carbon Asset Management is an international company that specializes in reducing greenhouse gases and developing carbon strategies.  With ten offices around the globe and operations in over 20 countries, the company enables the implementation and operation of high-quality emission reduction projects that address climate change and sustainable development. South Pole’s portfolio includes, among others, projects that center on renewable energy, forestry, energy efficiency, waste management and methane avoidance.""",Switzerland,switzerland,
solid-waste-management-plant-lamdeng-khunnou-in-imphal-manipur-india,,http://jnnurm.nic.in/,,jawaharlal-nehru-national-urban-renewable-mission,Jawaharlal Nehru National Urban Renewable Mission,,JnNURM,Finance ,,India,india,
environmental-threats-industrial-salmon-new-mining-concessions-in-chiloe-chile,,http://www.globalgoldcorp.com/,,global-gold-corporation,Global Gold Corporation ,,,,,,,
lawpita-dam-balu-chaung-river-karenni-state-myanmar,,https://www.jica.go.jp/english/,,japan-international-cooperation-agency13,Japan International Cooperation Agency (JICA),,JICA,,,Japan,japan,
lawpita-dam-balu-chaung-river-karenni-state-myanmar,,https://www.jica.go.jp/english/,,japan-international-cooperation-agency,Japan International Cooperation Agency,,JICA,,"Established as an Incorporated Administrative Agency under the Act of the Incorporated Administrative Agency - Japan International Cooperation Agency (Act No. 136, 2002), JICA aims to contribute to the promotion of international cooperation as well as the sound development of Japanese and global economy by supporting the socioeconomic development, recovery or economic stability of developing regions.",Japan,japan,
metal-huasi-contaminacion-minera-en-abra-pampa-jujuy,,"http://bidcomunidades.iadb.org/es/banco-interamericano-de-desarrollo,2837.html",,banco-interamericano-de-desarrollo-bid,Banco Interamericano de Desarrollo (BID) ,,BID ,,"El Banco Interamericano de Desarrollo (BID) es una organización financiera internacional con sede en la ciudad de Washington D.C. (Estados Unidos), y creada en el año de 1959 con el propósito de financiar proyectos viables de desarrollo económico, social e institucional y promover la integración comercial regional en el área de América Latina y el Caribe.",United States of America ,united-states-of-america,
chirano-gold-mines-compensation-struggle-ghana,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,,https://www.smbc.co.jp/global/,,sumitomo-mitsui-banking-corporation-smbc,Sumitomo Mitsui Banking Corporation (SMBC),,SMBC,"Sumitomo Mitsui Banking Corporation (SMBC), has been in discussion about providing financing for the construction of the Oakland Bulk and Oversized Terminal (OBOT) as a coal terminal to ship four million tons of Utah coal to the Japanese energy company JERA. Japan has been increasing its consumption of coal as it has retired nuclear power plants after the Fukushima disaster.","One of the largest global financial institutions in project finance space by total loan value;  the second largest banking institution by total assets and market capitalization in Japan; 12th biggest bank in the world by total assets, 80th largest public company in the world according to Forbes ranking;",Japan,japan,
coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,,www.bmo.com,,bank-of-montreal67,Bank of Montreal,,BMO,Financial backing of the proposed coal terminal,Canadian multinational bank and financial services corporation. Fourth largest bank in Canada by assets and market capitalization. One of the Big Five Banks in Canada.,Canada,canada,
mandira-dam-rourkela-orissa-india,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Entwicklungsbank/,,german-development-bank-kfw,German Development Bank KfW,,KfW,,German government-owned development bank,Germany,germany,
mina-de-uranio-sierra-pintada,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
kinangop-wind-park,,https://aiimafrica.com/our-funds/funds_aiif2/,,african-infrastructure-investment-fund-2,African Infrastructure Investment Fund 2,,AIIF2,Funder,AIIF2 is a pan-African infrastructure Fund. It has HQs in ,South Africa,south-africa,
kinangop-wind-park,,https://www.edfi.eu/member/norfund/,,norwegian-investment-fund-for-developing-countries117,Norwegian Investment Fund for Developing Countries,,Norfund,Funder,Norwegian Investment Fund for Developing Countries,Norway,norway,
kinangop-wind-park,,https://www.standardbank.com/,,standard-bank-south-africa,Standard Bank South Africa ,,,Debt supplier,Standard Bank Group Limited is a major South African bank and financial services group. It is Africa's biggest lender by assets.,South Africa,south-africa,
luangwa-community-forests-project-lcfp-redd,,http://www.usaid.gov/,,united-states-agency-for-international-development-usaid,United States Agency for International Development (USAID)  ,,USAID,Funding of REDD+ iniciative,"an independent agency of the U.S. federal government that is primarily responsible for administering civilian foreign aid and development assistance. With a budget of over $27 billion, USAID is one of the largest official aid agencies in the world and accounts for more than half of all U.S. foreign assistance—the highest in the world in absolute dollar terms.",United States of America ,united-states-of-america,
luangwa-community-forests-project-lcfp-redd,,https://www.climate-standards.org/,,climate-community-biodiversity-alliance,"Climate, Community & Biodiversity Alliance",, CCBA,Certification of project ,"The CCBA is a unique partnership of leading international NGOs that was founded in 2003 with a mission to stimulate and promote land management activities that credibly mitigate global climate change, improve the well-being and reduce the poverty of local communities, and conserve biodiversity.

The members of the CCBA are non-governmental organizations.

    CARE
    Conservation International
    The Nature Conservancy
    Rainforest Alliance
    Wildlife Conservation Society",United States of America ,united-states-of-america,
the-tours-bordeaux-lgv,,http://www.ebrd.com/home,,european-bank-for-reconstruction-and-development,European Bank for Reconstruction and Development ,,ERBD,,"The EBRD is owned by 65 countries, the European Union and the European Investment Bank. It works on 'furthering progress towards market-oriented economies and the promotion of private and entrepreneurial initiative’.",,,
the-tours-bordeaux-lgv,,,,french-government,French government,,,,,France,france,
xiluodu-dam,,http://www.cdb.com.cn/english/,,china-development-bank,China Development Bank,,CDB,,,China,china,
xiluodu-dam,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
ocp-heavy-crude-oil-pipeline-ecuador,,,,westdeutsche-landesbank,Westdeutsche Landesbank,,WestLB,,,Germany,germany,
ocp-heavy-crude-oil-pipeline-ecuador,,,,chase-manhattan-bank,Chase Manhattan Bank,,,,,United States of America ,united-states-of-america,
ocp-heavy-crude-oil-pipeline-ecuador,,,,bnl,BNL,,,,,Italy,italy,
ocp-heavy-crude-oil-pipeline-ecuador,,,,citybank,Citybank,,,,,,,
ocp-heavy-crude-oil-pipeline-ecuador,,,,imf,IMF,,,,,,,
ocp-heavy-crude-oil-pipeline-ecuador,,,,italian-banca-nazionale-del-lavoro,Italian Banca Nazionale del Lavoro,,,,participation of this bank in the loan was denounced by the Italian Green party. ,Italy,italy,
conflicto-por-la-construccion-del-puente-rurrenabaque-san-buenaventura,,"http://bidcomunidades.iadb.org/es/banco-interamericano-de-desarrollo,2837.html",,banco-interamericano-de-desarrollo-bid,Banco Interamericano de Desarrollo (BID) ,,BID ,,"El Banco Interamericano de Desarrollo (BID) es una organización financiera internacional con sede en la ciudad de Washington D.C. (Estados Unidos), y creada en el año de 1959 con el propósito de financiar proyectos viables de desarrollo económico, social e institucional y promover la integración comercial regional en el área de América Latina y el Caribe.",United States of America ,united-states-of-america,
yamato-river-the-dirtiest-river-in-japan,,https://www.lionsclubs.org/ja,,lions-club,Lions Club,,,They preside over Yamato River water quality improvement activity.,"Lions Club is a unit club that belongs to the community service group ""Lions Clubs International"". As a rotary club, it is a friendly organization that aims not only to conduct community service activities in the job areas and individuals but also to make group teamwork more effective. [11]",United States of America ,united-states-of-america,
threat-to-aarey-forest-due-to-the-construction-of-mumbai-metro-3-car-shed,,https://www.jica.go.jp/english/,,japan-international-cooperation-agency13,Japan International Cooperation Agency (JICA),,JICA,,,Japan,japan,
jimbitono-against-mining-and-hydropower-projects-ecuador,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
jimbitono-against-mining-and-hydropower-projects-ecuador,,http://www.cifidc.com/es,,inter-american-investment-corporation,Corporación Interamericana para el Financiamiento de la Infraestructura,,CIFI,,,,,
jimbitono-against-mining-and-hydropower-projects-ecuador,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
privatisation-of-water-suez-aguas-del-illimani-bolivia,,http://www.caf.com/es,,corporacion-andina-de-fomento,Corporación Andina de Fomento,,CAF,,,Venezuela,venezuela,
privatisation-of-water-suez-aguas-del-illimani-bolivia,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
privatisation-of-water-suez-aguas-del-illimani-bolivia,,www.worldbank.org,,world-bank,The World Bank,,WB,"El Servicio Municipal de Agua Potable y Alcantarillado de La Paz (SAMAPA) recibió $US 490,000 del Banco Mundial, con el propósito de mejorar la capacidad institucional de la empresa, y transferir al sector privado una empresa saneada y eficiente",,United States of America ,united-states-of-america,
illegal-logging-in-chuka-forest-kenya,,www.worldbank.org,,world-bank,The World Bank,,WB,Investor,,United States of America ,united-states-of-america,
vertidos-de-lindano-en-sabinanigo-por-inquinosa,,http://europa.eu/index_es.htm,,delegacion-de-la-union-europea-en-colombia,European Union,,UE,,Comunidad política de derecho constituida en régimen sui géneris de organización internacional nacida para propiciar y acoger la integración y gobernanza en común de los Estados y los pueblos de Europa.,,,
programme-of-triangular-cooperation-for-developing-agriculture-in-the-tropical-savannahs-of-mozambique-prosavana,,https://www.jica.go.jp/english/,,japan-international-cooperation-agency,Japan International Cooperation Agency,,JICA,,"Established as an Incorporated Administrative Agency under the Act of the Incorporated Administrative Agency - Japan International Cooperation Agency (Act No. 136, 2002), JICA aims to contribute to the promotion of international cooperation as well as the sound development of Japanese and global economy by supporting the socioeconomic development, recovery or economic stability of developing regions.",Japan,japan,
fosen-vind-project-norway,,,,credit-suisse110,Credit Suisse (CSEIP),,,,Credit Suisse Energy Infrastructure Partners (CSEIP). CSEIP is an investment boutique focused on the energy sector.,,,
quinchia-risaralda-colombia,,http://www.undp.org/content/undp/en/home.html,,united-nations-development-programme,United Nations Development Programme,,UNDP,,"Involved in integrated conservation and development project, as a donor, as listed in the Project Details section.",United States of America ,united-states-of-america,
kaziranga-conflict-rhinos-and-poachers-assam-india,,,,wwf-italia,WWF ,,,,The WWF has been actively involved in promoting sustainable fishing practices in the Galapagos and has supported efforts to combat illegal fishing in the region. ,Switzerland,switzerland,
zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,,,,banco-interamericano-de-desarrollo,Banco Centroamericano de Inversión e Infraestructura ,,BCIE ,,,,,
zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,,,,gobierno-de-canada,Government of Canada,,,Financista,,Canada,canada,
zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,,,,agencia-de-cooperacion-internacional-de-corea-del-sur,Agencia de Cooperación Internacional de Corea del Sur ,,(KOICA),Apoyo económico y asistencia técnica ,,Republic of Korea,republic-of-korea,
zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,,,,mkg-group-grupo-de-desarrollos-especiales-llc,MKG Group  (Grupo de Desarrollos Especiales LLC) ,,,inversionista ,,United States of America ,united-states-of-america,
trans-adriatic-pipeline-in-puglia-italy,,http://www.ebrd.com/pages/homepage.shtml,,european-bank-for-reconstruction-and-development-ebrd,European Bank for Reconstruction and Development,,EBRD,,"The European Bank for Reconstruction and Development Is a multilateral development bank owned by 64 countries, the European Union and the European Investment Bank. It is the largest financial investor  from central Europe to central Asia and the southern and eastern Mediterranean.",,,
trans-adriatic-pipeline-in-puglia-italy,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,,,,,
arcelormittal-tremendous-pollution-in-ukraine,,http://www.ebrd.com,,european-bank-of-reconstruction-and-development,European Bank of Reconstruction and Development,,EBRD,,"The European Bank for Reconstruction and Development (EBRD) is an international financial institution founded in 1991. As a multilateral developmental investment bank, the EBRD uses investment as a tool to build market economies. Initially focused on the countries of the former Eastern Bloc it expanded to support development in more than 30 countries from Central Europe to Central Asia.",United Kingdom,united-kingdom,
sappi-ngodwana-south-africa,,https://fsc.org/en,,forest-stewardship-council,Forest Stewardship Council,,FSC,,,,,
sappi-ngodwana-south-africa,,,,new-york-stock-exchange,New York Stock Exchange,,NYSE,,,United States of America ,united-states-of-america,
sawra-kuddu-hydroelectric-project-hp-india,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
atlantic-coast-pipeline,,https://www.bankofamerica.com/,,bank-of-america,Bank of America,,BofA,,Multinational banking and financial services corporation headquartered in North Carolina. Second largest bank in the U.S. by assets. One of the Big Four Banks in the U.S.,United States of America ,united-states-of-america,
atlantic-coast-pipeline,,www.jpmorganchase.com/,,jp-morgan-chase-co,JP Morgan Chase,,JPM,,"Largest bank in the United States, 6th largest bank in the world by total assets. One of the Big Four U.S. banks.",United States of America ,united-states-of-america,
ende-gelande-against-brunsbuttel-lng-double-cost-for-german-energy-independence-germany,,https://www.kfw.de/kfw.de.html,,kfw-bank,KFW Bank,,KFW,,"KfW is one of the world’s leading promotional banks. KfW has been committed to improving economic, social and environmental living conditions across the globe on behalf of the Federal Republic of Germany and the federal states since 1948.",Germany,germany,
sea-empress-oil-spill-uk,,https://www.itopf.org/,,itopf,ITOPF,,,"Advices in the immediate response to the oil spill, long-term assistance in determining the contamination and reporting","ITOPF operates on a not-for-profit basis. They provide a wide range of technical services to back up their core role of responding to ship-sourced spills. Theit five key services that we offer are spill response, claims analysis & damage assessment, contingency planning and advisory work, training and education and information ITOPF means International Tankers Owners Pollution Federation.",United Kingdom,united-kingdom,
alto-maipo-hydroelectric-project-pham-chile,,http://www.opic.gov/,,overseas-private-investment-corporation,Overseas Private Investment Corporation,,OPIC,,,United States of America ,united-states-of-america,
alto-maipo-hydroelectric-project-pham-chile,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
alto-maipo-hydroelectric-project-pham-chile,,,,corporacion-financiera-internacional,Corporación financiera Internacional,,CFI,,,,,
sand-iron-mining-in-kulonprogo-indonesia,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
depleted-uranium-threat-from-gulf-war-kuwait,,www.un.org,,united-nations,United Nations ,,UN,,"The United Nations is involved in various international issues, among them being the broker peace deals with warring factions.",United States of America ,united-states-of-america,
depleted-uranium-threat-from-gulf-war-kuwait,,http://www.unep.org,,united-nations-environmental-programme,United Nations Environmental Programme,,UNEP,,,,,
nenskra-hydropower-project-georgia,,http://www.ifc.org/wps/wcm/connect/corp_ext_content/ifc_external_corporate_site/home,,international-finance-corporation,International Finance Corporation,,IFC,,The IFC belongs to the World Bank Group. It is the largest global development institution focused exclusively on the private sector in developing countries.,,,
nenskra-hydropower-project-georgia,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
nenskra-hydropower-project-georgia,,http://www.ebrd.com/home,,european-bank-for-reconstruction-and-development,European Bank for Reconstruction and Development ,,ERBD,The European Bank for Reconstruction and Development has agreed to provide US$200 million for Georgia's 280-MW Nenskra hydropower plant.,"The EBRD is owned by 65 countries, the European Union and the European Investment Bank. It works on 'furthering progress towards market-oriented economies and the promotion of private and entrepreneurial initiative’.",,,
nenskra-hydropower-project-georgia,,https://www.koreaexim.go.kr/site/main/index002,,export-import-bank-of-korea,Export-Import Bank of Korea (KEXIM),,KEXIM,,,Republic of Korea,republic-of-korea,
nenskra-hydropower-project-georgia,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,,,,,
marena-renovables-in-san-dionisio-del-mar-oaxaca,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
mayan-beekeepers-against-monsanto-transgenic-soya-campeche-mexico,,http://www.undp.org/content/undp/en/home.html,,united-nations-development-programme,United Nations Development Programme,,UNDP,,"Involved in integrated conservation and development project, as a donor, as listed in the Project Details section.",United States of America ,united-states-of-america,
eviction-from-manas-national-park,,http://whc.unesco.org/,,unesco,"UNESCO - United Nations Educational, Scientific and Cultural Organization",,UNESCO,,"UNESCO is the United Nations Educational, Scientific and Cultural Organization. It seeks to build peace through international cooperation in Education, the Sciences and Culture. ",France,france,
eviction-from-manas-national-park,,https://www.ifaw.org/united-states,,international-fund-for-animal-welfare,International Fund for Animal Welfare ,,IFAW,,"IFAW works around the globe to rescue and rehabilitate animals, end illegal wildlife trade, and secure critical landscapes. It was founded in 1969, in initial efforts to stop the commercial hunt for seal pups on the east coast of Canada.",United States of America ,united-states-of-america,
international-airport-of-modibo-keita-mali,,https://www.mcc.gov/,,millennium-challenge-corporation,Millennium Challenge Corporation,,MCC,Funder,The Millennium Challenge Corporation is a bilateral United States foreign aid agency established by the U.S. Congress in 2004. It is an independent agency separate from the State Department and USAID.,United States of America ,united-states-of-america,
municipal-solid-waste-management-plant-in-berhampur-orissa-india,,,,corporacion-financiera-internacional,Corporación financiera Internacional,,CFI,"International Financial Corporation (IFC), is providing technological and tactical support for the solid waste management project to established by the Berhampur Municipal Corporation.",,,,
national-hazardous-waste-treatment-center-bulgaria,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,,,,,
thermoelectric-complex-parnaiba,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
thermoelectric-complex-parnaiba,,https://www.bndes.gov.br/wps/portal/site/home,,bndes,Banco Nacional de Desenvolvimento Econômico e Social,,BNDES,,"Banco Nacional de Desarrollo, Brasil",Brazil,brazil,
la-macarena-area-de-manejo-especial-colombia,,http://europa.eu/index_es.htm,,delegacion-de-la-union-europea-en-colombia,European Union,,UE,,Comunidad política de derecho constituida en régimen sui géneris de organización internacional nacida para propiciar y acoger la integración y gobernanza en común de los Estados y los pueblos de Europa.,,,
smurfit-kappa-colombia,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
