UID,global_production,price,slug,main_producers,name,type,id,description,products
tesoro-savage-oil-terminal,,,crude-oil,,Crude oil,,12.0,,
tesoro-savage-oil-terminal,,,land,,Land,,23.0,,
sateri-jiangxi-chemical-fibre-co-ltdber-co-viscose-plant-china,,,other,,Other,,57.0,,
sateri-jiangxi-chemical-fibre-co-ltdber-co-viscose-plant-china,,,industrial-waste,,Industrial waste,,49.0,,
sateri-jiangxi-chemical-fibre-co-ltdber-co-viscose-plant-china,,,chemical-products,,Chemical products,,50.0,,
sateri-jiangxi-chemical-fibre-co-ltdber-co-viscose-plant-china,,,water,,Water,,45.0,,
deep-sea-mining-project-solwara-1-in-the-bismarck-sea-papua-new-guinea,,,copper,,Copper,,9.0,,
deep-sea-mining-project-solwara-1-in-the-bismarck-sea-papua-new-guinea,,,gold,,Gold,,20.0,,
deep-sea-mining-project-solwara-1-in-the-bismarck-sea-papua-new-guinea,,,zinc,,Zinc,,44.0,,
deep-sea-mining-project-solwara-1-in-the-bismarck-sea-papua-new-guinea,,,silver,,Silver,,38.0,,
yali-falls-hydropower-dam-vietnam,,,other,,Other,,57.0,,
yali-falls-hydropower-dam-vietnam,,,fish,,Fish,,18.0,,
yali-falls-hydropower-dam-vietnam,,,land,,Land,,23.0,,
yali-falls-hydropower-dam-vietnam,,,electricity,,Electricity,,15.0,,
yali-falls-hydropower-dam-vietnam,,,water,,Water,,45.0,,
panamerican-silver-mine-in-la-colorada-zacatecas-mexico,,,gold,,Gold,,20.0,,
panamerican-silver-mine-in-la-colorada-zacatecas-mexico,,,lead,,Lead,,24.0,,
panamerican-silver-mine-in-la-colorada-zacatecas-mexico,,,zinc,,Zinc,,44.0,,
panamerican-silver-mine-in-la-colorada-zacatecas-mexico,,,silver,,Silver,,38.0,,
intag-mining-junin-ecuador,,,copper,,Copper,,9.0,,
intag-mining-junin-ecuador,,,other,,Other,,57.0,,
intag-mining-junin-ecuador,,,water,,Water,,45.0,,
cementos-progreso-san-juan-sacatepequez-guatemala,,,other,,Other,,57.0,,
cementos-progreso-san-juan-sacatepequez-guatemala,,,sand-gravel,,"Sand, gravel",,36.0,,
international-airport-and-port-near-mawlyamine,,,land,,Land,,23.0,,
jingan-district-garbage-transfer-station-projectshanghai-china,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
haerwusu-coal-mine-inner-mongolia-china,,,land,,Land,,23.0,,
haerwusu-coal-mine-inner-mongolia-china,,,coal,,Coal,,7.0,,
severe-water-pollution-by-meiko-electronics-plant-in-wuhan-china,,,copper,,Copper,,9.0,,
severe-water-pollution-by-meiko-electronics-plant-in-wuhan-china,,,other,,Other,,57.0,,
severe-water-pollution-by-meiko-electronics-plant-in-wuhan-china,,,e-waste,,E-waste,,48.0,,
venezuela-refinery-explosion-venezuela,,,crude-oil,,Crude oil,,12.0,,
venezuela-refinery-explosion-venezuela,,,other,,Other,,57.0,,
newtown-creek-disproportionate-affects-of-oil-spills-on-surroundings-communities-in-brooklyn-and-queens-new-york,,,crude-oil,,Crude oil,,12.0,,
newtown-creek-disproportionate-affects-of-oil-spills-on-surroundings-communities-in-brooklyn-and-queens-new-york,,,industrial-waste,,Industrial waste,,49.0,,
newtown-creek-disproportionate-affects-of-oil-spills-on-surroundings-communities-in-brooklyn-and-queens-new-york,,,water,,Water,,45.0,,
four-major-rivers-restoration-project-south-korea,,,land,,Land,,23.0,,
four-major-rivers-restoration-project-south-korea,,,water,,Water,,45.0,,
gold-mining-sudan,,,gold,,Gold,,20.0,,
proyecto-hidroelectrico-rositas-bolivia,,,land,,Land,,23.0,,
proyecto-hidroelectrico-rositas-bolivia,,,electricity,,Electricity,,15.0,,
proyecto-hidroelectrico-rositas-bolivia,,,water,,Water,,45.0,,
open-pit-gold-mine-in-conglomerate-mesa-california-usa,,,gold,,Gold,,20.0,,
eastgate-air-cargo-facility,,,land,,Land,,23.0,,
goa-against-mormugao-port-trust-coal-projects,,,coal,,Coal,,7.0,,
oil-spill-in-kalaba-community-nigeria,,,crude-oil,,Crude oil,,12.0,,
oil-spill-in-kalaba-community-nigeria,,,natural-gas,,Natural Gas,,29.0,,
pujada-nickel-mine-on-ancestral-lands-oriental-davao-philippines,,,other,,Other,,57.0,,
pujada-nickel-mine-on-ancestral-lands-oriental-davao-philippines,,,land,,Land,,23.0,,
pujada-nickel-mine-on-ancestral-lands-oriental-davao-philippines,,,rare-metals,,Rare metals,,32.0,,
coca-cola-kerala-india,,,water,,Water,,45.0,,
scarborough-gas-project,,,other,,Other,,57.0,,
scarborough-gas-project,,,natural-gas,,Natural Gas,,29.0,,
scarborough-gas-project,,,iron-ore,,Iron ore,,21.0,,
khibiny-mountains-platinum-and-palladium-mining-kola-peninsula-russia,,,other,,Other,,57.0,,
bulakati-army-airstrip-lukaya-airfield,,,land,,Land,,23.0,,
rio-tunjuelo-bogota-colombia,,,other,,Other,,57.0,,
rio-tunjuelo-bogota-colombia,,,cement,,Cement,,55.0,,
rio-tunjuelo-bogota-colombia,,,sand-gravel,,"Sand, gravel",,36.0,,
public-interest-litigation-against-guizhou-qiangui-tianneng-coking-co-in-guizhou-china,,,coal,,Coal,,7.0,,
tovlan-landfill-serves-illegal-israeli-settlements-at-the-expense-of-palestinian-communities,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
tovlan-landfill-serves-illegal-israeli-settlements-at-the-expense-of-palestinian-communities,,,land,,Land,,23.0,,
sugarcane-plantation-in-mabira-forest-reserve-uganda,,,other,,Other,,57.0,,
sugarcane-plantation-in-mabira-forest-reserve-uganda,,,land,,Land,,23.0,,
sugarcane-plantation-in-mabira-forest-reserve-uganda,,,carbon-offsets,,Carbon offsets,,4.0,,
sugarcane-plantation-in-mabira-forest-reserve-uganda,,,biological-resources,,Biological resources,,46.0,,
sugarcane-plantation-in-mabira-forest-reserve-uganda,,,sugar,,Sugar,,41.0,,
serengeti-national-park-and-its-highway-tanzania,,,other,,Other,,57.0,,
serengeti-national-park-and-its-highway-tanzania,,,tourism-services,,Tourism services,,54.0,,
serengeti-national-park-and-its-highway-tanzania,,,land,,Land,,23.0,,
serengeti-national-park-and-its-highway-tanzania,,,biological-resources,,Biological resources,,46.0,,
la-contaminacion-y-la-lucha-de-los-pescadores-artesanales-amenazadas-en-puchuncavi-chile,,,crude-oil,,Crude oil,,12.0,,
la-contaminacion-y-la-lucha-de-los-pescadores-artesanales-amenazadas-en-puchuncavi-chile,,,fish,,Fish,,18.0,,
la-contaminacion-y-la-lucha-de-los-pescadores-artesanales-amenazadas-en-puchuncavi-chile,,,industrial-waste,,Industrial waste,,49.0,,
la-contaminacion-y-la-lucha-de-los-pescadores-artesanales-amenazadas-en-puchuncavi-chile,,,chemical-products,,Chemical products,,50.0,,
la-contaminacion-y-la-lucha-de-los-pescadores-artesanales-amenazadas-en-puchuncavi-chile,,,coal,,Coal,,7.0,,
holcim-lafarge-quarry-switzerland,,,cement,,Cement,,55.0,,
holcim-lafarge-quarry-switzerland,,,sand-gravel,,"Sand, gravel",,36.0,,
coal-power-plant-karlsruhe-germany,,,electricity,,Electricity,,15.0,,
coal-power-plant-karlsruhe-germany,,,coal,,Coal,,7.0,,
coal-power-plant-karlsruhe-germany,,,water,,Water,,45.0,,
subernarekha-multipurpose-project-chandil-dam-jharkhand-india,,,land,,Land,,23.0,,
subernarekha-multipurpose-project-chandil-dam-jharkhand-india,,,electricity,,Electricity,,15.0,,
subernarekha-multipurpose-project-chandil-dam-jharkhand-india,,,water,,Water,,45.0,,
exploracion-petrolera-en-el-bosque-de-galilea-tolima-colombia,,,crude-oil,,Crude oil,,12.0,,
hunger-strike-by-coastal-fisher-people-cyprus,,,fish,,Fish,,18.0,,
elefsina-bay,,,crude-oil,,Crude oil,,12.0,,
elefsina-bay,,,other,,Other,,57.0,,
elefsina-bay,,,tourism-services,,Tourism services,,54.0,,
elefsina-bay,,,pesticides,,Pesticides,,51.0,,
elefsina-bay,,,fish,,Fish,,18.0,,
elefsina-bay,,,industrial-waste,,Industrial waste,,49.0,,
elefsina-bay,,,land,,Land,,23.0,,
elefsina-bay,,,chemical-products,,Chemical products,,50.0,,
elefsina-bay,,,natural-gas,,Natural Gas,,29.0,,
elefsina-bay,,,electricity,,Electricity,,15.0,,
elefsina-bay,,,iron-ore,,Iron ore,,21.0,,
elefsina-bay,,,cement,,Cement,,55.0,,
elefsina-bay,,,manufactured-products,,Manufactured Products,,27.0,,
elefsina-bay,,,steel,,Steel,,40.0,,
mag-lev-conflict-in-shanghai-china,,,other,,Other,,57.0,,
mag-lev-conflict-in-shanghai-china,,,tourism-services,,Tourism services,,54.0,,
gemini-solar-project,,,land,,Land,,23.0,,
gemini-solar-project,,,electricity,,Electricity,,15.0,,
lucha-de-los-pueblos-cholultecas-contra-acaparamientod-de-agua-de-la-empresa-bonafont-del-grupo-danone-puebla,,,water,,Water,,45.0,,
aznalcollar-tailings-dam-failure-spain,,,other,,Other,,57.0,,
aznalcollar-tailings-dam-failure-spain,,,industrial-waste,,Industrial waste,,49.0,,
mekin-hydroelectric-dam,,,electricity,,Electricity,,15.0,,
mekin-hydroelectric-dam,,,water,,Water,,45.0,,
water-crisis-and-privatization-in-mexico-city,,,water,,Water,,45.0,,
quezon-coal-fired-power-plant-philippines,,,electricity,,Electricity,,15.0,,
quezon-coal-fired-power-plant-philippines,,,coal,,Coal,,7.0,,
protecting-mount-tongpo-china,,,coal,,Coal,,7.0,,
procana-sugar-plantation-limpopo-mozambique,,,ethanol,,Ethanol,,16.0,,
procana-sugar-plantation-limpopo-mozambique,,,sugar,,Sugar,,41.0,,
living-alongside-a-foxconn-plant-in-taiyuan-shanxi,,,other,,Other,,57.0,,
living-alongside-a-foxconn-plant-in-taiyuan-shanxi,,,manufactured-products,,Manufactured Products,,27.0,,
living-alongside-a-foxconn-plant-in-taiyuan-shanxi,,,e-waste,,E-waste,,48.0,,
heavy-metal-chromium-pollution-in-quijing-yunnan-china,,,other,,Other,,57.0,,
minera-san-martin-de-grupo-mexico-en-sombrerete-zacatecas-mexico,,,copper,,Copper,,9.0,,
minera-san-martin-de-grupo-mexico-en-sombrerete-zacatecas-mexico,,,lead,,Lead,,24.0,,
minera-san-martin-de-grupo-mexico-en-sombrerete-zacatecas-mexico,,,zinc,,Zinc,,44.0,,
minera-san-martin-de-grupo-mexico-en-sombrerete-zacatecas-mexico,,,silver,,Silver,,38.0,,
diavik-diamond-mine-by-rio-tinto-and-kimberlite-waste-issue-northwest-territories-canada,,,industrial-waste,,Industrial waste,,49.0,,
diavik-diamond-mine-by-rio-tinto-and-kimberlite-waste-issue-northwest-territories-canada,,,diamonds,,Diamonds,,14.0,,
mount-coffee-hydropower-project-liberia,,,electricity,,Electricity,,15.0,,
mount-coffee-hydropower-project-liberia,,,water,,Water,,45.0,,
pt-south-pacific-viscose-spv-viscose-plant-indonesia,,,other,,Other,,57.0,,
pt-south-pacific-viscose-spv-viscose-plant-indonesia,,,chemical-products,,Chemical products,,50.0,,
pt-south-pacific-viscose-spv-viscose-plant-indonesia,,,manufactured-products,,Manufactured Products,,27.0,,
pt-south-pacific-viscose-spv-viscose-plant-indonesia,,,water,,Water,,45.0,,
protest-in-loba-village-birbhum-west-bengal-against-coal-mining,,,land,,Land,,23.0,,
protest-in-loba-village-birbhum-west-bengal-against-coal-mining,,,coal,,Coal,,7.0,,
protest-in-loba-village-birbhum-west-bengal-against-coal-mining,,,water,,Water,,45.0,,
women-cement-their-feet-in-protest-against-cement-factory-indonesia,,,cement,,Cement,,55.0,,
the-new-suez-canal-and-citizen-displacement,,,land,,Land,,23.0,,
the-new-suez-canal-and-citizen-displacement,,,water,,Water,,45.0,,
landfill-of-chiaiano,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
landfill-of-chiaiano,,,industrial-waste,,Industrial waste,,49.0,,
landfill-of-chiaiano,,,land,,Land,,23.0,,
landfill-of-chiaiano,,,chemical-products,,Chemical products,,50.0,,
pebble-mine-in-bristol-bay-alaska-usa,,,copper,,Copper,,9.0,,
pebble-mine-in-bristol-bay-alaska-usa,,,other,,Other,,57.0,,
pebble-mine-in-bristol-bay-alaska-usa,,,gold,,Gold,,20.0,,
stop-gdansk-lng-terminal-poland,,,natural-gas,,Natural Gas,,29.0,,
the-brookhaven-landfill-and-the-north-bellport-community,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
the-brookhaven-landfill-and-the-north-bellport-community,,,industrial-waste,,Industrial waste,,49.0,,
the-brookhaven-landfill-and-the-north-bellport-community,,,land,,Land,,23.0,,
protestas-contra-alcoa,,,land,,Land,,23.0,,
protestas-contra-alcoa,,,aluminum-bauxite,,Aluminum/Bauxite,,1.0,,
gamella-indigenous-groups-against-ranchers-maranhao-brazil,,,land,,Land,,23.0,,
gamella-indigenous-groups-against-ranchers-maranhao-brazil,,,meat,,Meat,,28.0,,
gamella-indigenous-groups-against-ranchers-maranhao-brazil,,,sand-gravel,,"Sand, gravel",,36.0,,
tanker-oil-spill-in-the-bohai-bay-near-tianjin-china,,,crude-oil,,Crude oil,,12.0,,
tanker-oil-spill-in-the-bohai-bay-near-tianjin-china,,,fish,,Fish,,18.0,,
lead-mining-and-processing-primorye-russian-far-east,,,lead,,Lead,,24.0,,
lead-mining-and-processing-primorye-russian-far-east,,,zinc,,Zinc,,44.0,,
harbor-station-5-power-plant,,,natural-gas,,Natural Gas,,29.0,,
harbor-station-5-power-plant,,,carbon-offsets,,Carbon offsets,,4.0,,
harbor-station-5-power-plant,,,coal,,Coal,,7.0,,
rare-earth-mining-of-chalcoyulinguangxichina,,,land,,Land,,23.0,,
rare-earth-mining-of-chalcoyulinguangxichina,,,water,,Water,,45.0,,
rare-earth-mining-of-chalcoyulinguangxichina,,,rare-earth,,Rare earth elements,,73.0,,
chevron-texaco-ecuador,,,crude-oil,,Crude oil,,12.0,,
envira-amazonia-redd-projects-in-acre-brazil,,,ecosystem-services,,Ecosystem Services,,56.0,,
envira-amazonia-redd-projects-in-acre-brazil,,,land,,Land,,23.0,,
envira-amazonia-redd-projects-in-acre-brazil,,,carbon-offsets,,Carbon offsets,,4.0,,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,,,land,,Land,,23.0,,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,,,electricity,,Electricity,,15.0,,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,,,water,,Water,,45.0,,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,,,other,,Other,,57.0,,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,,,lead,,Lead,,24.0,,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,,,manufactured-products,,Manufactured Products,,27.0,,
blm-versus-wild-horses,,,ecosystem-services,,Ecosystem Services,,56.0,,
blm-versus-wild-horses,,,gold,,Gold,,20.0,,
blm-versus-wild-horses,,,land,,Land,,23.0,,
blm-versus-wild-horses,,,meat,,Meat,,28.0,,
blm-versus-wild-horses,,,biological-resources,,Biological resources,,46.0,,
blm-versus-wild-horses,,,live-animals,,Live Animals,,26.0,,
upper-karnali-hydroelectricity-project-nepal,,,land,,Land,,23.0,,
upper-karnali-hydroelectricity-project-nepal,,,electricity,,Electricity,,15.0,,
upper-karnali-hydroelectricity-project-nepal,,,water,,Water,,45.0,,
pollution-of-begejac-channel-kula-serbia,,,other,,Other,,57.0,,
pollution-of-begejac-channel-kula-serbia,,,water,,Water,,45.0,,
economic-zone-grabs-farmlands-bangladesh,,,land,,Land,,23.0,,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,,,other,,Other,,57.0,,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,,,rare-metals,,Rare metals,,32.0,,
yala-swamp-large-scale-farming-kenya,,,other,,Other,,57.0,,
yala-swamp-large-scale-farming-kenya,,,fish,,Fish,,18.0,,
yala-swamp-large-scale-farming-kenya,,,land,,Land,,23.0,,
yala-swamp-large-scale-farming-kenya,,,biological-resources,,Biological resources,,46.0,,
yala-swamp-large-scale-farming-kenya,,,water,,Water,,45.0,,
yala-swamp-large-scale-farming-kenya,,,rice,,Rice,,34.0,,
montagne-dor-guyane-france,,,gold,,Gold,,20.0,,
chalillo-dam-belize,,,electricity,,Electricity,,15.0,,
chalillo-dam-belize,,,water,,Water,,45.0,,
miryang-electricity-transmission-lines-south-korea,,,land,,Land,,23.0,,
miryang-electricity-transmission-lines-south-korea,,,electricity,,Electricity,,15.0,,
lead-poisoning-by-zeliang-battery-factory-in-qingyuan-guangdong-china,,,other,,Other,,57.0,,
lead-poisoning-by-zeliang-battery-factory-in-qingyuan-guangdong-china,,,lead,,Lead,,24.0,,
lead-poisoning-by-zeliang-battery-factory-in-qingyuan-guangdong-china,,,manufactured-products,,Manufactured Products,,27.0,,
cerro-de-pasco-peru,,,other,,Other,,57.0,,
cerro-de-pasco-peru,,,lead,,Lead,,24.0,,
cerro-de-pasco-peru,,,zinc,,Zinc,,44.0,,
cerro-de-pasco-peru,,,silver,,Silver,,38.0,,
vidin-air-pollution-bulgaria,,,other,,Other,,57.0,,
vidin-air-pollution-bulgaria,,,meat,,Meat,,28.0,,
vidin-air-pollution-bulgaria,,,manufactured-products,,Manufactured Products,,27.0,,
vidin-air-pollution-bulgaria,,,cellulose,,Cellulose,,5.0,,
vidin-air-pollution-bulgaria,,,pine,,Pine,,31.0,,
destruction-of-the-sweetgum-forests-turkey,,,other,,Other,,57.0,,
destruction-of-the-sweetgum-forests-turkey,,,biological-resources,,Biological resources,,46.0,,
anti-gmo-mouvement-portugal,,,other,,Other,,57.0,,
anti-gmo-mouvement-portugal,,,corn-maize,,Corn/Maize,,10.0,,
akosombo-hydroelectric-project-ghana,,,land,,Land,,23.0,,
akosombo-hydroelectric-project-ghana,,,electricity,,Electricity,,15.0,,
akosombo-hydroelectric-project-ghana,,,water,,Water,,45.0,,
the-unauthorized-condominium-complexes-case,,,land,,Land,,23.0,,
the-unauthorized-condominium-complexes-case,,,electricity,,Electricity,,15.0,,
the-unauthorized-condominium-complexes-case,,,water,,Water,,45.0,,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,,,industrial-waste,,Industrial waste,,49.0,,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,,,land,,Land,,23.0,,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,,,industrial-waste,,Industrial waste,,49.0,,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,,,cement,,Cement,,55.0,,
anti-privatization-struggle-due-to-the-osorno-water-crisis,,,water,,Water,,45.0,,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,,,industrial-waste,,Industrial waste,,49.0,,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,,,e-waste,,E-waste,,48.0,,
industrial-wind-energy-project-by-valeco-in-peret-bel-air-and-davignac-puy-peret,,,land,,Land,,23.0,,
industrial-wind-energy-project-by-valeco-in-peret-bel-air-and-davignac-puy-peret,,,electricity,,Electricity,,15.0,,
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,,,tourism-services,,Tourism services,,54.0,,
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,,,land,,Land,,23.0,,
gold-minining-rdc,,,gold,,Gold,,20.0,,
salar-del-hombre-muerto-litio-argentina,,,water,,Water,,45.0,,
salar-del-hombre-muerto-litio-argentina,,,lithium,,Lithium,,25.0,,
aggressive-seed-laws-in-ghana,,,other,,Other,,57.0,,
hassi-rmel-gas-field,,,natural-gas,,Natural Gas,,29.0,,
midroc-gold-mine-plc-ethiopia,,,gold,,Gold,,20.0,,
midroc-gold-mine-plc-ethiopia,,,silver,,Silver,,38.0,,
basuro-de-navarro-cali-colombia,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
basuro-de-navarro-cali-colombia,,,other,,Other,,57.0,,
basuro-de-navarro-cali-colombia,,,land,,Land,,23.0,,
nuclear-colonialism-in-marshall-islands,,,other,,Other,,57.0,,
amritsar-delhi-industrial-corridor,,,land,,Land,,23.0,,
amritsar-delhi-industrial-corridor,,,manufactured-products,,Manufactured Products,,27.0,,
octopus-traps-endanger-whales-in-false-bay-south-africa,,,fish,,Fish,,18.0,,
waste-pickers-protest-for-access-to-msunduzi-new-england-road-landfill-and-construction-of-a-materials-recovery-facility,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
waste-pickers-protest-for-access-to-msunduzi-new-england-road-landfill-and-construction-of-a-materials-recovery-facility,,,industrial-waste,,Industrial waste,,49.0,,
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,,,land,,Land,,23.0,,
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,,,electricity,,Electricity,,15.0,,
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,,,water,,Water,,45.0,,
oil-vessel-explosion-nigeria,,,crude-oil,,Crude oil,,12.0,,
oil-vessel-explosion-nigeria,,,other,,Other,,57.0,,
proyecto-de-tierras-raras-en-ciudad-real,,,ecosystem-services,,Ecosystem Services,,56.0,,
proyecto-de-tierras-raras-en-ciudad-real,,,land,,Land,,23.0,,
proyecto-de-tierras-raras-en-ciudad-real,,,live-animals,,Live Animals,,26.0,,
proyecto-de-tierras-raras-en-ciudad-real,,,water,,Water,,45.0,,
proyecto-de-tierras-raras-en-ciudad-real,,,rare-earth,,Rare earth elements,,73.0,,
water-conflict-nestle-waters-in-vittel,,,other,,Other,,57.0,,
water-conflict-nestle-waters-in-vittel,,,water,,Water,,45.0,,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,,,copper,,Copper,,9.0,,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,,,other,,Other,,57.0,,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,,,gold,,Gold,,20.0,,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,,,iron-ore,,Iron ore,,21.0,,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,,,aluminum-bauxite,,Aluminum/Bauxite,,1.0,,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,,,diamonds,,Diamonds,,14.0,,
al-rajhi-tadco-of-saudi-arabia-purchases-land-in-boghe-brakna-mauritania,,,other,,Other,,57.0,,
al-rajhi-tadco-of-saudi-arabia-purchases-land-in-boghe-brakna-mauritania,,,land,,Land,,23.0,,
al-rajhi-tadco-of-saudi-arabia-purchases-land-in-boghe-brakna-mauritania,,,shrimps,,Shrimps,,37.0,,
mose-project-in-venetian-lagoon,,,other,,Other,,57.0,,
mose-project-in-venetian-lagoon,,,ecosystem-services,,Ecosystem Services,,56.0,,
indigenous-tribes-battle-crow-butte-uranium-mine-nebraska-usa,,,land,,Land,,23.0,,
indigenous-tribes-battle-crow-butte-uranium-mine-nebraska-usa,,,uranium,,Uranium,,42.0,,
indigenous-tribes-battle-crow-butte-uranium-mine-nebraska-usa,,,water,,Water,,45.0,,
illegal-logging-of-natural-forest-in-dege-sichuan-china,,,timber,,Timber,,53.0,,
electric-crematorium-at-siliguri-west-bengal-india,,,other,,Other,,57.0,,
hassad-food-landgrabs-for-sheep-and-wheat-australia,,,other,,Other,,57.0,,
hassad-food-landgrabs-for-sheep-and-wheat-australia,,,land,,Land,,23.0,,
hassad-food-landgrabs-for-sheep-and-wheat-australia,,,wheat,,Wheat,,43.0,,
hassad-food-landgrabs-for-sheep-and-wheat-australia,,,meat,,Meat,,28.0,,
hassad-food-landgrabs-for-sheep-and-wheat-australia,,,live-animals,,Live Animals,,26.0,,
first-successful-case-of-rights-of-nature-ruling-vilcabamba-river-ecuador,,,tourism-services,,Tourism services,,54.0,,
first-successful-case-of-rights-of-nature-ruling-vilcabamba-river-ecuador,,,land,,Land,,23.0,,
first-successful-case-of-rights-of-nature-ruling-vilcabamba-river-ecuador,,,water,,Water,,45.0,,
first-successful-case-of-rights-of-nature-ruling-vilcabamba-river-ecuador,,,sand-gravel,,"Sand, gravel",,36.0,,
carretera-mulalo-loboguerrero-en-el-valle-colombia,,,land,,Land,,23.0,,
triangulo-del-feldespato-y-mineria-a-cielo-abierto-en-avila-spain,,,other,,Other,,57.0,,
arna-airport-uppsala-sweden,,,tourism-services,,Tourism services,,54.0,,
arna-airport-uppsala-sweden,,,land,,Land,,23.0,,
aimores-hydroelectric-power-plant-brazil,,,land,,Land,,23.0,,
aimores-hydroelectric-power-plant-brazil,,,electricity,,Electricity,,15.0,,
aimores-hydroelectric-power-plant-brazil,,,water,,Water,,45.0,,
radioactive-mine-waste-pollution-at-tudor-shaft-informal-settlement-krugersdorp-south-africa,,,other,,Other,,57.0,,
radioactive-mine-waste-pollution-at-tudor-shaft-informal-settlement-krugersdorp-south-africa,,,uranium,,Uranium,,42.0,,
radioactive-mine-waste-pollution-at-tudor-shaft-informal-settlement-krugersdorp-south-africa,,,rare-metals,,Rare metals,,32.0,,
unsanitary-landfill-vrtijeljka-montenegro,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
parque-eolico-pier-de-iberdrola-en-puebla-mexico,,,land,,Land,,23.0,,
parque-eolico-pier-de-iberdrola-en-puebla-mexico,,,electricity,,Electricity,,15.0,,
oka-crisis-quebec-canada,,,other,,Other,,57.0,,
oka-crisis-quebec-canada,,,tourism-services,,Tourism services,,54.0,,
oka-crisis-quebec-canada,,,land,,Land,,23.0,,
urban-waste-incinerator-of-acerra,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
hydro-development,,,land,,Land,,23.0,,
hydro-development,,,electricity,,Electricity,,15.0,,
hydro-development,,,water,,Water,,45.0,,
waste-dump-gameleiro-in-olho-dagua-das-flores-brazil,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
waste-dump-gameleiro-in-olho-dagua-das-flores-brazil,,,other,,Other,,57.0,,
tipnis,,,crude-oil,,Crude oil,,12.0,,
tipnis,,,other,,Other,,57.0,,
tipnis,,,sand-gravel,,"Sand, gravel",,36.0,,
tipnis,,,timber,,Timber,,53.0,,
karuturi-global-plants-sugar-and-other-crops-in-gambela-ethiopia,,,other,,Other,,57.0,,
karuturi-global-plants-sugar-and-other-crops-in-gambela-ethiopia,,,palm-oil,,Palm oil,,30.0,,
karuturi-global-plants-sugar-and-other-crops-in-gambela-ethiopia,,,land,,Land,,23.0,,
karuturi-global-plants-sugar-and-other-crops-in-gambela-ethiopia,,,sugar,,Sugar,,41.0,,
karuturi-global-plants-sugar-and-other-crops-in-gambela-ethiopia,,,corn-maize,,Corn/Maize,,10.0,,
karuturi-global-plants-sugar-and-other-crops-in-gambela-ethiopia,,,rice,,Rice,,34.0,,
vistula-spit-canal-poland,,,fish,,Fish,,18.0,,
vistula-spit-canal-poland,,,coal,,Coal,,7.0,,
vistula-spit-canal-poland,,,fruits-and-vegetables,,Fruits and Vegetables,,19.0,,
angola-cabinda,,,crude-oil,,Crude oil,,12.0,,
angola-cabinda,,,natural-gas,,Natural Gas,,29.0,,
