name,groups_mobilizing,slug
Other,,walmart-cuetzalan
Indigenous groups or traditional communities,,cape-boujdour-offshore-block-western-sahara
Local ejos,,cape-boujdour-offshore-block-western-sahara
Local government/political parties,,cape-boujdour-offshore-block-western-sahara
Ethnically/racially discriminated groups,,cape-boujdour-offshore-block-western-sahara
Local ejos,,trasvase-rio-guarino-caldas
Landless peasants,,trasvase-rio-guarino-caldas
Local government/political parties,,trasvase-rio-guarino-caldas
Neighbours/citizens/communities,,trasvase-rio-guarino-caldas
Social movements,,trasvase-rio-guarino-caldas
Women,,trasvase-rio-guarino-caldas
Ethnically/racially discriminated groups,,trasvase-rio-guarino-caldas
Recreational users,,trasvase-rio-guarino-caldas
Local scientists/professionals,,trasvase-rio-guarino-caldas
Fisher people,,trasvase-rio-guarino-caldas
Farmers and peasants,,trasvase-rio-guarino-caldas
Local ejos,,athena-power-plant-by-acpl-chhattisgarh-india
Neighbours/citizens/communities,,athena-power-plant-by-acpl-chhattisgarh-india
Social movements,,athena-power-plant-by-acpl-chhattisgarh-india
Farmers and peasants,,athena-power-plant-by-acpl-chhattisgarh-india
Industrial workers,,karachi-port-trust-kpt-keamari-coal-terminal
Local government/political parties,,karachi-port-trust-kpt-keamari-coal-terminal
Neighbours/citizens/communities,,karachi-port-trust-kpt-keamari-coal-terminal
Social movements,,karachi-port-trust-kpt-keamari-coal-terminal
Fisher people,,karachi-port-trust-kpt-keamari-coal-terminal
International ejos,,lake-turkana-wind-power-project-kenya
Local ejos,,lake-turkana-wind-power-project-kenya
Indigenous groups or traditional communities,,jaldapara-national-park-west-bengal-india
Women,,jaldapara-national-park-west-bengal-india
Ethnically/racially discriminated groups,,jaldapara-national-park-west-bengal-india
Other,,jaldapara-national-park-west-bengal-india
Indigenous groups or traditional communities,,agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria
Local ejos,,agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria
Landless peasants,,agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria
Neighbours/citizens/communities,,agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria
Trade unions,,agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria
Women,,agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria
Religious groups,,agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria
Fisher people,,agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria
Farmers and peasants,,agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria
Industrial workers,,semiconductor-pollution-gihueng-city-samsung-plant-south-korea
Neighbours/citizens/communities,,semiconductor-pollution-gihueng-city-samsung-plant-south-korea
Local scientists/professionals,,semiconductor-pollution-gihueng-city-samsung-plant-south-korea
Other,,semiconductor-pollution-gihueng-city-samsung-plant-south-korea
Ethnically/racially discriminated groups,,a-polluted-stream-and-a-landfill-as-a-racial-segregation-of-roma-communities-in-jarovnice-slovak-republic
Local scientists/professionals,,a-polluted-stream-and-a-landfill-as-a-racial-segregation-of-roma-communities-in-jarovnice-slovak-republic
Indigenous groups or traditional communities,,moshoeshoe-airport-upgrade-reopens-dispute-over-forced-relocation
Neighbours/citizens/communities,,moshoeshoe-airport-upgrade-reopens-dispute-over-forced-relocation
Farmers and peasants,,moshoeshoe-airport-upgrade-reopens-dispute-over-forced-relocation
Indigenous groups or traditional communities,,puerto-bahia-malaga-colombia
International ejos,,puerto-bahia-malaga-colombia
Local ejos,,puerto-bahia-malaga-colombia
Neighbours/citizens/communities,,puerto-bahia-malaga-colombia
Social movements,,puerto-bahia-malaga-colombia
Ethnically/racially discriminated groups,,puerto-bahia-malaga-colombia
Other,,puerto-bahia-malaga-colombia
Fisher people,,puerto-bahia-malaga-colombia
Indigenous groups or traditional communities,,kepcos-bylong-valley-coal-mine-nsw-australia
Local ejos,,kepcos-bylong-valley-coal-mine-nsw-australia
Local government/political parties,,kepcos-bylong-valley-coal-mine-nsw-australia
Neighbours/citizens/communities,,kepcos-bylong-valley-coal-mine-nsw-australia
Social movements,,kepcos-bylong-valley-coal-mine-nsw-australia
Other,,kepcos-bylong-valley-coal-mine-nsw-australia
Farmers and peasants,,kepcos-bylong-valley-coal-mine-nsw-australia
International ejos,,peasant-farmers-fight-gmo-golden-rice
Social movements,,peasant-farmers-fight-gmo-golden-rice
Local scientists/professionals,,peasant-farmers-fight-gmo-golden-rice
Religious groups,,peasant-farmers-fight-gmo-golden-rice
Farmers and peasants,,peasant-farmers-fight-gmo-golden-rice
Local ejos,,thousands-of-trees-felled-in-city-of-sheffield-uk
Neighbours/citizens/communities,,thousands-of-trees-felled-in-city-of-sheffield-uk
Women,,thousands-of-trees-felled-in-city-of-sheffield-uk
Local scientists/professionals,,thousands-of-trees-felled-in-city-of-sheffield-uk
Indigenous groups or traditional communities,,large-scale-industrial-fishing-in-chukchi-and-beaufort-seas-the-arctic-ocean
International ejos,,large-scale-industrial-fishing-in-chukchi-and-beaufort-seas-the-arctic-ocean
Local scientists/professionals,,large-scale-industrial-fishing-in-chukchi-and-beaufort-seas-the-arctic-ocean
Fisher people,,large-scale-industrial-fishing-in-chukchi-and-beaufort-seas-the-arctic-ocean
Local ejos,,friends-of-natures-sued-state-grid-unit-for-refusing-to-buy-clean-energy-in-ningxia-china
Indigenous groups or traditional communities,,esquel-meridian-gold-mine-argentina
International ejos,,esquel-meridian-gold-mine-argentina
Local ejos,,esquel-meridian-gold-mine-argentina
Local government/political parties,,esquel-meridian-gold-mine-argentina
Neighbours/citizens/communities,,esquel-meridian-gold-mine-argentina
Social movements,,esquel-meridian-gold-mine-argentina
Women,,esquel-meridian-gold-mine-argentina
Local scientists/professionals,,esquel-meridian-gold-mine-argentina
Indigenous groups or traditional communities,,ada-tepe-gold-mine-bulgaria
International ejos,,ada-tepe-gold-mine-bulgaria
Local ejos,,ada-tepe-gold-mine-bulgaria
Social movements,,ada-tepe-gold-mine-bulgaria
Ethnically/racially discriminated groups,,ada-tepe-gold-mine-bulgaria
Farmers and peasants,,ada-tepe-gold-mine-bulgaria
Neighbours/citizens/communities,,sacabamba-waste-treatment-plant
Social movements,,sacabamba-waste-treatment-plant
Women,,sacabamba-waste-treatment-plant
Local scientists/professionals,,sacabamba-waste-treatment-plant
Farmers and peasants,,sacabamba-waste-treatment-plant
Local ejos,,puerto-de-tribuga-choco-colombia
Local government/political parties,,puerto-de-tribuga-choco-colombia
Neighbours/citizens/communities,,puerto-de-tribuga-choco-colombia
Other,,puerto-de-tribuga-choco-colombia
Fisher people,,puerto-de-tribuga-choco-colombia
Farmers and peasants,,puerto-de-tribuga-choco-colombia
Local ejos,,guadalcazar-hazardous-waste-metalclad
Neighbours/citizens/communities,,guadalcazar-hazardous-waste-metalclad
Social movements,,guadalcazar-hazardous-waste-metalclad
Local scientists/professionals,,guadalcazar-hazardous-waste-metalclad
Farmers and peasants,,guadalcazar-hazardous-waste-metalclad
Indigenous groups or traditional communities,,deforestation-in-the-congo-river-basin-dr-of-congo
International ejos,,deforestation-in-the-congo-river-basin-dr-of-congo
Local ejos,,deforestation-in-the-congo-river-basin-dr-of-congo
Neighbours/citizens/communities,,deforestation-in-the-congo-river-basin-dr-of-congo
Social movements,,deforestation-in-the-congo-river-basin-dr-of-congo
Indigenous groups or traditional communities,,new-prosperity-goldmine-fish-lake-bc-canada
Local ejos,,new-prosperity-goldmine-fish-lake-bc-canada
Neighbours/citizens/communities,,new-prosperity-goldmine-fish-lake-bc-canada
Women,,new-prosperity-goldmine-fish-lake-bc-canada
Ethnically/racially discriminated groups,,new-prosperity-goldmine-fish-lake-bc-canada
Recreational users,,new-prosperity-goldmine-fish-lake-bc-canada
Other,,new-prosperity-goldmine-fish-lake-bc-canada
Landless peasants,,km-mil-landless-peasant-movement-against-land-grabbers
Social movements,,km-mil-landless-peasant-movement-against-land-grabbers
Trade unions,,km-mil-landless-peasant-movement-against-land-grabbers
Local scientists/professionals,,km-mil-landless-peasant-movement-against-land-grabbers
Local ejos,,el-dorado-el-salvador
Neighbours/citizens/communities,,el-dorado-el-salvador
Social movements,,el-dorado-el-salvador
Women,,el-dorado-el-salvador
Religious groups,,el-dorado-el-salvador
Farmers and peasants,,el-dorado-el-salvador
Indigenous groups or traditional communities,,native-tribes-oppose-snowbowl-project-or-artificial-snow-made-of-wastewater-san-francisco-peaks-arizona-us
Local ejos,,native-tribes-oppose-snowbowl-project-or-artificial-snow-made-of-wastewater-san-francisco-peaks-arizona-us
Other,,native-tribes-oppose-snowbowl-project-or-artificial-snow-made-of-wastewater-san-francisco-peaks-arizona-us
International ejos,,mining-of-rare-earths-and-niobium-in-mrima-hill-kwale-kenya
Local ejos,,mining-of-rare-earths-and-niobium-in-mrima-hill-kwale-kenya
Artisanal miners,,zama-zama-gold-mining-in-durban-deep-south-africa
Informal workers,,zama-zama-gold-mining-in-durban-deep-south-africa
Local ejos,,zama-zama-gold-mining-in-durban-deep-south-africa
Local government/political parties,,zama-zama-gold-mining-in-durban-deep-south-africa
Neighbours/citizens/communities,,zama-zama-gold-mining-in-durban-deep-south-africa
Women,,zama-zama-gold-mining-in-durban-deep-south-africa
Local scientists/professionals,,zama-zama-gold-mining-in-durban-deep-south-africa
Religious groups,,zama-zama-gold-mining-in-durban-deep-south-africa
Indigenous groups or traditional communities,,world-heritage-at-risk-in-the-palestinian-village-of-battir
Local government/political parties,,world-heritage-at-risk-in-the-palestinian-village-of-battir
Neighbours/citizens/communities,,world-heritage-at-risk-in-the-palestinian-village-of-battir
Pastoralists,,world-heritage-at-risk-in-the-palestinian-village-of-battir
Recreational users,,world-heritage-at-risk-in-the-palestinian-village-of-battir
Farmers and peasants,,world-heritage-at-risk-in-the-palestinian-village-of-battir
Informal workers,,economic-woes-plastic-packaging-and-children-wastepickers-in-tehrans-dirt-gold-mafia-iran
Neighbours/citizens/communities,,economic-woes-plastic-packaging-and-children-wastepickers-in-tehrans-dirt-gold-mafia-iran
"Wastepickers, recyclers",,economic-woes-plastic-packaging-and-children-wastepickers-in-tehrans-dirt-gold-mafia-iran
Local scientists/professionals,,economic-woes-plastic-packaging-and-children-wastepickers-in-tehrans-dirt-gold-mafia-iran
Local government/political parties,,roma-relocated-to-an-area-with-electromagnetic-radiation-tvarditsa-bulgaria
Ethnically/racially discriminated groups,,roma-relocated-to-an-area-with-electromagnetic-radiation-tvarditsa-bulgaria
Indigenous groups or traditional communities,,shell-must-fall-campaign
International ejos,,shell-must-fall-campaign
Local ejos,,shell-must-fall-campaign
Neighbours/citizens/communities,,shell-must-fall-campaign
Social movements,,shell-must-fall-campaign
Ethnically/racially discriminated groups,,shell-must-fall-campaign
Local scientists/professionals,,shell-must-fall-campaign
Fisher people,,shell-must-fall-campaign
Farmers and peasants,,shell-must-fall-campaign
Industrial workers,,listvyazhnaya-coal-mine-disaster-kuzbass-siberia-russia
Trade unions,,listvyazhnaya-coal-mine-disaster-kuzbass-siberia-russia
International ejos,,a-wall-around-roma-settlement-to-protect-from-noise-krusevac-serbia
Local ejos,,a-wall-around-roma-settlement-to-protect-from-noise-krusevac-serbia
Women,,a-wall-around-roma-settlement-to-protect-from-noise-krusevac-serbia
Ethnically/racially discriminated groups,,a-wall-around-roma-settlement-to-protect-from-noise-krusevac-serbia
Artisanal miners,,san-vicente-silver-mine-by-pan-american-silver-bolivia
Indigenous groups or traditional communities,,san-vicente-silver-mine-by-pan-american-silver-bolivia
Neighbours/citizens/communities,,san-vicente-silver-mine-by-pan-american-silver-bolivia
Trade unions,,san-vicente-silver-mine-by-pan-american-silver-bolivia
Farmers and peasants,,san-vicente-silver-mine-by-pan-american-silver-bolivia
Local ejos,,black-sea-coastal-highway-project-turkey
Social movements,,black-sea-coastal-highway-project-turkey
Other,,black-sea-coastal-highway-project-turkey
Farmers and peasants,,kilosa-and-lindi-pilot-redd-projects-tanzania
Indigenous groups or traditional communities,,desalojo-de-comunidad-ancentral-el-verdun-por-empresa-camaronera-ecuador
Local ejos,,desalojo-de-comunidad-ancentral-el-verdun-por-empresa-camaronera-ecuador
Women,,desalojo-de-comunidad-ancentral-el-verdun-por-empresa-camaronera-ecuador
Fisher people,,desalojo-de-comunidad-ancentral-el-verdun-por-empresa-camaronera-ecuador
Farmers and peasants,,desalojo-de-comunidad-ancentral-el-verdun-por-empresa-camaronera-ecuador
Indigenous groups or traditional communities,,agip-refuse-to-stop-spill-in-okpotuwar-and-ondewari-communities-nigeria
International ejos,,agip-refuse-to-stop-spill-in-okpotuwar-and-ondewari-communities-nigeria
Local government/political parties,,agip-refuse-to-stop-spill-in-okpotuwar-and-ondewari-communities-nigeria
Women,,agip-refuse-to-stop-spill-in-okpotuwar-and-ondewari-communities-nigeria
Fisher people,,agip-refuse-to-stop-spill-in-okpotuwar-and-ondewari-communities-nigeria
Farmers and peasants,,agip-refuse-to-stop-spill-in-okpotuwar-and-ondewari-communities-nigeria
Neighbours/citizens/communities,,controversy-over-planned-paraxylene-px-plant-expansion-in-ningbo-zhejiang-china
Indigenous groups or traditional communities,,montara-oil-sp
Local ejos,,montara-oil-sp
Fisher people,,montara-oil-sp
Indigenous groups or traditional communities,,tehri-dam-and-hydropower-plant
Local government/political parties,,tehri-dam-and-hydropower-plant
Local scientists/professionals,,tehri-dam-and-hydropower-plant
Farmers and peasants,,tehri-dam-and-hydropower-plant
Indigenous groups or traditional communities,,indigenous-peoples-resistance-against-cellophil-resource-corporation
Local government/political parties,,indigenous-peoples-resistance-against-cellophil-resource-corporation
Neighbours/citizens/communities,,indigenous-peoples-resistance-against-cellophil-resource-corporation
Women,,indigenous-peoples-resistance-against-cellophil-resource-corporation
Religious groups,,indigenous-peoples-resistance-against-cellophil-resource-corporation
Other,,indigenous-peoples-resistance-against-cellophil-resource-corporation
Local ejos,,dr-babasaheb-ambedkar-international-airport-mihan-project-nagpur-india
Landless peasants,,dr-babasaheb-ambedkar-international-airport-mihan-project-nagpur-india
Neighbours/citizens/communities,,dr-babasaheb-ambedkar-international-airport-mihan-project-nagpur-india
Social movements,,dr-babasaheb-ambedkar-international-airport-mihan-project-nagpur-india
Farmers and peasants,,dr-babasaheb-ambedkar-international-airport-mihan-project-nagpur-india
Local ejos,,opposing-paraxylene-px-plant-in-the-petrochina-10-million-tons-year-refinery-project-anning-kunming-yunnan-china
Landless peasants,,opposing-paraxylene-px-plant-in-the-petrochina-10-million-tons-year-refinery-project-anning-kunming-yunnan-china
Neighbours/citizens/communities,,opposing-paraxylene-px-plant-in-the-petrochina-10-million-tons-year-refinery-project-anning-kunming-yunnan-china
Women,,opposing-paraxylene-px-plant-in-the-petrochina-10-million-tons-year-refinery-project-anning-kunming-yunnan-china
Other,,opposing-paraxylene-px-plant-in-the-petrochina-10-million-tons-year-refinery-project-anning-kunming-yunnan-china
Local ejos,,zhetim-too-mine-in-naryn-region-kyrgystan
Neighbours/citizens/communities,,zhetim-too-mine-in-naryn-region-kyrgystan
Local scientists/professionals,,zhetim-too-mine-in-naryn-region-kyrgystan
Indigenous groups or traditional communities,,communal-members-of-ixtepec-contending-to-develop-a-wind-farm-cooperative
International ejos,,communal-members-of-ixtepec-contending-to-develop-a-wind-farm-cooperative
Local government/political parties,,communal-members-of-ixtepec-contending-to-develop-a-wind-farm-cooperative
Indigenous groups or traditional communities,,indigenas-en-contra-de-exploracion-petrolera-de-lote-64-peru
Indigenous groups or traditional communities,,kevitsa-mine-lapland-finland
Industrial workers,,kevitsa-mine-lapland-finland
Neighbours/citizens/communities,,kevitsa-mine-lapland-finland
Other,,kevitsa-mine-lapland-finland
Indigenous groups or traditional communities,,afectacion-de-comunidades-indigenas-yanomami-de-la-cuenca-del-rio-ocamo-por-mineria-ilegal
International ejos,,afectacion-de-comunidades-indigenas-yanomami-de-la-cuenca-del-rio-ocamo-por-mineria-ilegal
Local ejos,,afectacion-de-comunidades-indigenas-yanomami-de-la-cuenca-del-rio-ocamo-por-mineria-ilegal
Local government/political parties,,afectacion-de-comunidades-indigenas-yanomami-de-la-cuenca-del-rio-ocamo-por-mineria-ilegal
Neighbours/citizens/communities,,afectacion-de-comunidades-indigenas-yanomami-de-la-cuenca-del-rio-ocamo-por-mineria-ilegal
Ethnically/racially discriminated groups,,afectacion-de-comunidades-indigenas-yanomami-de-la-cuenca-del-rio-ocamo-por-mineria-ilegal
Local scientists/professionals,,afectacion-de-comunidades-indigenas-yanomami-de-la-cuenca-del-rio-ocamo-por-mineria-ilegal
Indigenous groups or traditional communities,,estraccion-de-gas-y-petroleo-en-el-lado-boliviano-del-rio-pilcomayo
Social movements,,estraccion-de-gas-y-petroleo-en-el-lado-boliviano-del-rio-pilcomayo
Ethnically/racially discriminated groups,,estraccion-de-gas-y-petroleo-en-el-lado-boliviano-del-rio-pilcomayo
Local scientists/professionals,,estraccion-de-gas-y-petroleo-en-el-lado-boliviano-del-rio-pilcomayo
Other,,estraccion-de-gas-y-petroleo-en-el-lado-boliviano-del-rio-pilcomayo
Fisher people,,estraccion-de-gas-y-petroleo-en-el-lado-boliviano-del-rio-pilcomayo
Local ejos,,coal-spill-near-pelabuhan-ratu-coal-fired-power-plant-west-java-indonesia
Neighbours/citizens/communities,,coal-spill-near-pelabuhan-ratu-coal-fired-power-plant-west-java-indonesia
Women,,coal-spill-near-pelabuhan-ratu-coal-fired-power-plant-west-java-indonesia
Fisher people,,coal-spill-near-pelabuhan-ratu-coal-fired-power-plant-west-java-indonesia
Indigenous groups or traditional communities,,bhimashankar-wildlife-sanctuary-conflict-between-dependence-on-resources-versus-its-conservation
Local ejos,,bhimashankar-wildlife-sanctuary-conflict-between-dependence-on-resources-versus-its-conservation
Pastoralists,,bhimashankar-wildlife-sanctuary-conflict-between-dependence-on-resources-versus-its-conservation
Women,,bhimashankar-wildlife-sanctuary-conflict-between-dependence-on-resources-versus-its-conservation
Farmers and peasants,,bhimashankar-wildlife-sanctuary-conflict-between-dependence-on-resources-versus-its-conservation
International ejos,,loma-miranda-ferronickel-mine-dominican-republic
Local ejos,,loma-miranda-ferronickel-mine-dominican-republic
Local government/political parties,,loma-miranda-ferronickel-mine-dominican-republic
Neighbours/citizens/communities,,loma-miranda-ferronickel-mine-dominican-republic
Recreational users,,loma-miranda-ferronickel-mine-dominican-republic
Local scientists/professionals,,loma-miranda-ferronickel-mine-dominican-republic
Indigenous groups or traditional communities,,soc-fin-kcd-conflict-cambodia
Other,,soc-fin-kcd-conflict-cambodia
Industrial workers,,deterioro-ambiental-y-socioeconomico-por-industrializacion-de-asentamiento-rural
Landless peasants,,deterioro-ambiental-y-socioeconomico-por-industrializacion-de-asentamiento-rural
Neighbours/citizens/communities,,deterioro-ambiental-y-socioeconomico-por-industrializacion-de-asentamiento-rural
Social movements,,deterioro-ambiental-y-socioeconomico-por-industrializacion-de-asentamiento-rural
"Wastepickers, recyclers",,deterioro-ambiental-y-socioeconomico-por-industrializacion-de-asentamiento-rural
Ethnically/racially discriminated groups,,deterioro-ambiental-y-socioeconomico-por-industrializacion-de-asentamiento-rural
Other,,deterioro-ambiental-y-socioeconomico-por-industrializacion-de-asentamiento-rural
Farmers and peasants,,deterioro-ambiental-y-socioeconomico-por-industrializacion-de-asentamiento-rural
Indigenous groups or traditional communities,,ordination-of-trees-a-peculiar-form-of-mobilization-from-sri-lanka
International ejos,,ordination-of-trees-a-peculiar-form-of-mobilization-from-sri-lanka
Local ejos,,ordination-of-trees-a-peculiar-form-of-mobilization-from-sri-lanka
Local government/political parties,,ordination-of-trees-a-peculiar-form-of-mobilization-from-sri-lanka
Neighbours/citizens/communities,,ordination-of-trees-a-peculiar-form-of-mobilization-from-sri-lanka
Social movements,,ordination-of-trees-a-peculiar-form-of-mobilization-from-sri-lanka
Local scientists/professionals,,ordination-of-trees-a-peculiar-form-of-mobilization-from-sri-lanka
Religious groups,,ordination-of-trees-a-peculiar-form-of-mobilization-from-sri-lanka
Farmers and peasants,,ordination-of-trees-a-peculiar-form-of-mobilization-from-sri-lanka
Indigenous groups or traditional communities,,gas-wellhead-explosion-in-koluama-nigeria
Local ejos,,gas-wellhead-explosion-in-koluama-nigeria
Neighbours/citizens/communities,,gas-wellhead-explosion-in-koluama-nigeria
Social movements,,gas-wellhead-explosion-in-koluama-nigeria
Women,,gas-wellhead-explosion-in-koluama-nigeria
Local scientists/professionals,,gas-wellhead-explosion-in-koluama-nigeria
Religious groups,,gas-wellhead-explosion-in-koluama-nigeria
Fisher people,,gas-wellhead-explosion-in-koluama-nigeria
Farmers and peasants,,gas-wellhead-explosion-in-koluama-nigeria
Indigenous groups or traditional communities,,indonesia-weda-bay-industrial-park-iwip-north-maluku-indonesia
Local ejos,,indonesia-weda-bay-industrial-park-iwip-north-maluku-indonesia
Neighbours/citizens/communities,,indonesia-weda-bay-industrial-park-iwip-north-maluku-indonesia
Ethnically/racially discriminated groups,,indonesia-weda-bay-industrial-park-iwip-north-maluku-indonesia
Other,,indonesia-weda-bay-industrial-park-iwip-north-maluku-indonesia
Industrial workers,,ambatovy-mining-project-madagascar
Local ejos,,ambatovy-mining-project-madagascar
Landless peasants,,ambatovy-mining-project-madagascar
Local government/political parties,,ambatovy-mining-project-madagascar
Neighbours/citizens/communities,,ambatovy-mining-project-madagascar
Other,,ambatovy-mining-project-madagascar
Farmers and peasants,,ambatovy-mining-project-madagascar
Local ejos,,roma-settlement-evicted-to-remodel-the-poblenou-of-barcelona-spain
Local government/political parties,,roma-settlement-evicted-to-remodel-the-poblenou-of-barcelona-spain
Neighbours/citizens/communities,,roma-settlement-evicted-to-remodel-the-poblenou-of-barcelona-spain
Ethnically/racially discriminated groups,,roma-settlement-evicted-to-remodel-the-poblenou-of-barcelona-spain
Other,,roma-settlement-evicted-to-remodel-the-poblenou-of-barcelona-spain
Neighbours/citizens/communities,,gmos-and-crop-biodiversity-loss-in-washington-state-usa
Local scientists/professionals,,gmos-and-crop-biodiversity-loss-in-washington-state-usa
Artisanal miners,,kolwezi-ecological-and-sanitary-disaster
Informal workers,,kolwezi-ecological-and-sanitary-disaster
Local government/political parties,,kolwezi-ecological-and-sanitary-disaster
Women,,kolwezi-ecological-and-sanitary-disaster
Local scientists/professionals,,kolwezi-ecological-and-sanitary-disaster
Local ejos,,vienna-third-runway-airport-expansion
Neighbours/citizens/communities,,vienna-third-runway-airport-expansion
Social movements,,vienna-third-runway-airport-expansion
Local ejos,,pollution-from-hog-farming-cafos-usa
Neighbours/citizens/communities,,pollution-from-hog-farming-cafos-usa
Local ejos,,ringaskiddy-incinerator
Local government/political parties,,ringaskiddy-incinerator
Neighbours/citizens/communities,,ringaskiddy-incinerator
Women,,ringaskiddy-incinerator
Local scientists/professionals,,ringaskiddy-incinerator
Industrial workers,,kudankulam-nuclear-power-plant-india
Local ejos,,kudankulam-nuclear-power-plant-india
Local government/political parties,,kudankulam-nuclear-power-plant-india
Neighbours/citizens/communities,,kudankulam-nuclear-power-plant-india
Social movements,,kudankulam-nuclear-power-plant-india
Trade unions,,kudankulam-nuclear-power-plant-india
Women,,kudankulam-nuclear-power-plant-india
Local scientists/professionals,,kudankulam-nuclear-power-plant-india
Religious groups,,kudankulam-nuclear-power-plant-india
Other,,kudankulam-nuclear-power-plant-india
Fisher people,,kudankulam-nuclear-power-plant-india
Farmers and peasants,,kudankulam-nuclear-power-plant-india
International ejos,,daimiel-natural-park-and-agriculture-spain
Local ejos,,daimiel-natural-park-and-agriculture-spain
Local government/political parties,,daimiel-natural-park-and-agriculture-spain
Neighbours/citizens/communities,,daimiel-natural-park-and-agriculture-spain
Social movements,,daimiel-natural-park-and-agriculture-spain
Local scientists/professionals,,daimiel-natural-park-and-agriculture-spain
Farmers and peasants,,daimiel-natural-park-and-agriculture-spain
Local government/political parties,,shangba-village-cadmium-and-lead-pollution-in-guangdong-province
Local scientists/professionals,,shangba-village-cadmium-and-lead-pollution-in-guangdong-province
Farmers and peasants,,shangba-village-cadmium-and-lead-pollution-in-guangdong-province
Industrial workers,,procter-and-gambles-buckeye-paper-mill-pollutes-the-fenholloway-river-in-taylor-county-florida
Local ejos,,procter-and-gambles-buckeye-paper-mill-pollutes-the-fenholloway-river-in-taylor-county-florida
Local government/political parties,,procter-and-gambles-buckeye-paper-mill-pollutes-the-fenholloway-river-in-taylor-county-florida
Neighbours/citizens/communities,,procter-and-gambles-buckeye-paper-mill-pollutes-the-fenholloway-river-in-taylor-county-florida
Women,,procter-and-gambles-buckeye-paper-mill-pollutes-the-fenholloway-river-in-taylor-county-florida
Local scientists/professionals,,procter-and-gambles-buckeye-paper-mill-pollutes-the-fenholloway-river-in-taylor-county-florida
Fisher people,,procter-and-gambles-buckeye-paper-mill-pollutes-the-fenholloway-river-in-taylor-county-florida
Indigenous groups or traditional communities,,struggle-for-forest-rights-into-the-core-of-dudhwa-national-park-uttar-pradesh
Local ejos,,struggle-for-forest-rights-into-the-core-of-dudhwa-national-park-uttar-pradesh
Social movements,,struggle-for-forest-rights-into-the-core-of-dudhwa-national-park-uttar-pradesh
Trade unions,,struggle-for-forest-rights-into-the-core-of-dudhwa-national-park-uttar-pradesh
Women,,struggle-for-forest-rights-into-the-core-of-dudhwa-national-park-uttar-pradesh
Ethnically/racially discriminated groups,,struggle-for-forest-rights-into-the-core-of-dudhwa-national-park-uttar-pradesh
Other,,struggle-for-forest-rights-into-the-core-of-dudhwa-national-park-uttar-pradesh
International ejos,,abadoned-shell-pipeline-spills-crude-in-k-dere-community-nigeria
Local ejos,,abadoned-shell-pipeline-spills-crude-in-k-dere-community-nigeria
Neighbours/citizens/communities,,abadoned-shell-pipeline-spills-crude-in-k-dere-community-nigeria
Indigenous groups or traditional communities,,durinis-ecoforest-2000-ecuador
Local ejos,,pggs-imielin-polnoc-proposed-coal-mine-poland
Local government/political parties,,pggs-imielin-polnoc-proposed-coal-mine-poland
Neighbours/citizens/communities,,pggs-imielin-polnoc-proposed-coal-mine-poland
Social movements,,pggs-imielin-polnoc-proposed-coal-mine-poland
Local ejos,,josemaria
Neighbours/citizens/communities,,josemaria
Social movements,,josemaria
Local scientists/professionals,,josemaria
Farmers and peasants,,josemaria
Local ejos,,razlog-regional-landfill-bulgaria
Neighbours/citizens/communities,,razlog-regional-landfill-bulgaria
Other,,razlog-regional-landfill-bulgaria
Neighbours/citizens/communities,,kamuthi-solar-power-project-648-mw-tamil-nadu-india
Women,,kamuthi-solar-power-project-648-mw-tamil-nadu-india
Ethnically/racially discriminated groups,,kamuthi-solar-power-project-648-mw-tamil-nadu-india
Neighbours/citizens/communities,,comunidad-el-marquez-queretaro
Women,,comunidad-el-marquez-queretaro
Other,,comunidad-el-marquez-queretaro
Indigenous groups or traditional communities,,tourism-development-in-marsa-alam-and-disenfrenchisement-of-local-indigenous-community
Neighbours/citizens/communities,,tourism-development-in-marsa-alam-and-disenfrenchisement-of-local-indigenous-community
Pastoralists,,tourism-development-in-marsa-alam-and-disenfrenchisement-of-local-indigenous-community
Ethnically/racially discriminated groups,,tourism-development-in-marsa-alam-and-disenfrenchisement-of-local-indigenous-community
Other,,tourism-development-in-marsa-alam-and-disenfrenchisement-of-local-indigenous-community
Fisher people,,tourism-development-in-marsa-alam-and-disenfrenchisement-of-local-indigenous-community
Local ejos,,spektra-energy-pipeline-expansion
Neighbours/citizens/communities,,spektra-energy-pipeline-expansion
Local scientists/professionals,,spektra-energy-pipeline-expansion
International ejos,,finike-marble-and-stone-quarries-turkey
Local ejos,,finike-marble-and-stone-quarries-turkey
Local government/political parties,,finike-marble-and-stone-quarries-turkey
Neighbours/citizens/communities,,finike-marble-and-stone-quarries-turkey
Pastoralists,,finike-marble-and-stone-quarries-turkey
