UID,name,forms_mobilizing
shell-neglects-court-orders-in-umuorie-isimiri-community-nigeria,"Lawsuits, court cases, judicial activism",
shell-neglects-court-orders-in-umuorie-isimiri-community-nigeria,Media based activism/alternative media,
shell-neglects-court-orders-in-umuorie-isimiri-community-nigeria,Official complaint letters and petitions,
shell-neglects-court-orders-in-umuorie-isimiri-community-nigeria,Occupation of buildings/public spaces,
shell-neglects-court-orders-in-umuorie-isimiri-community-nigeria,Appeals/recourse to economic valuation of the environment,
represa-itzantun-chiapas-mexico,"Artistic and creative actions (eg guerilla theatre, murals)",
represa-itzantun-chiapas-mexico,Blockades,
represa-itzantun-chiapas-mexico,Development of a network/collective action,
represa-itzantun-chiapas-mexico,Street protest/marches,
represa-itzantun-chiapas-mexico,Arguments for the rights of mother nature,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,Blockades,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,Involvement of national and international NGOs,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,Land occupation,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,"Lawsuits, court cases, judicial activism",
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,Objections to the EIA,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,Official complaint letters and petitions,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,Sabotage,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,Property damage/arson,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,Occupation of buildings/public spaces,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,Arguments for the rights of mother nature,
gyama-mine-landslide-in-tibet,Official complaint letters and petitions,
gyama-mine-landslide-in-tibet,Street protest/marches,
pt-spn-oil-palm-company-in-lee-village,Blockades,
pt-spn-oil-palm-company-in-lee-village,Development of alternative proposals,
pt-spn-oil-palm-company-in-lee-village,Official complaint letters and petitions,
pt-spn-oil-palm-company-in-lee-village,Other,
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,Blockades,
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,Development of a network/collective action,
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,Development of alternative proposals,
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,Land occupation,
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,"Lawsuits, court cases, judicial activism",
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,Media based activism/alternative media,
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,Public campaigns,
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,Street protest/marches,
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,Occupation of buildings/public spaces,
jardins-des-vertus-daubervilliers-destroyed-for-swimming-pool-for-olympic-games-in-2024,Appeals/recourse to economic valuation of the environment,
mining-and-transportation-of-uranium-ore-at-port-radium-northwestern-territories-and-its-impacts-on-the-local-deline-first-nation-community-who-worked-there,"Community-based participative research (popular epidemiology studies, etc..)",
mining-and-transportation-of-uranium-ore-at-port-radium-northwestern-territories-and-its-impacts-on-the-local-deline-first-nation-community-who-worked-there,Creation of alternative reports/knowledge,
mining-and-transportation-of-uranium-ore-at-port-radium-northwestern-territories-and-its-impacts-on-the-local-deline-first-nation-community-who-worked-there,Development of a network/collective action,
mining-and-transportation-of-uranium-ore-at-port-radium-northwestern-territories-and-its-impacts-on-the-local-deline-first-nation-community-who-worked-there,Media based activism/alternative media,
mining-and-transportation-of-uranium-ore-at-port-radium-northwestern-territories-and-its-impacts-on-the-local-deline-first-nation-community-who-worked-there,Arguments for the rights of mother nature,
kivalina-climate-change-court-case-alaska-usa,Creation of alternative reports/knowledge,
kivalina-climate-change-court-case-alaska-usa,"Lawsuits, court cases, judicial activism",
erika-shipwreck-and-oil-spill-britanny-france,Blockades,
erika-shipwreck-and-oil-spill-britanny-france,Development of alternative proposals,
erika-shipwreck-and-oil-spill-britanny-france,Land occupation,
erika-shipwreck-and-oil-spill-britanny-france,"Lawsuits, court cases, judicial activism",
erika-shipwreck-and-oil-spill-britanny-france,Referendum other local consultations,
erika-shipwreck-and-oil-spill-britanny-france,Property damage/arson,
erika-shipwreck-and-oil-spill-britanny-france,Arguments for the rights of mother nature,
erika-shipwreck-and-oil-spill-britanny-france,Appeals/recourse to economic valuation of the environment,
erika-shipwreck-and-oil-spill-britanny-france,Boycotts of companies-products,
erika-shipwreck-and-oil-spill-britanny-france,Refusal of compensation,
paiton-baru-coal-fired-power-plant-indonesia,Involvement of national and international NGOs,
paiton-baru-coal-fired-power-plant-indonesia,Street protest/marches,
x-press-pearl-container-ship-spill,Development of a network/collective action,
x-press-pearl-container-ship-spill,Involvement of national and international NGOs,
x-press-pearl-container-ship-spill,"Lawsuits, court cases, judicial activism",
x-press-pearl-container-ship-spill,Official complaint letters and petitions,
x-press-pearl-container-ship-spill,Street protest/marches,
x-press-pearl-container-ship-spill,Arguments for the rights of mother nature,
x-press-pearl-container-ship-spill,Appeals/recourse to economic valuation of the environment,
ciudad-real-airport-spain,Creation of alternative reports/knowledge,
ciudad-real-airport-spain,"Lawsuits, court cases, judicial activism",
ciudad-real-airport-spain,Media based activism/alternative media,
ciudad-real-airport-spain,Objections to the EIA,
ciudad-real-airport-spain,Official complaint letters and petitions,
shell-plantation-thailand,Street protest/marches,
shell-plantation-thailand,Property damage/arson,
shell-plantation-thailand,Other,
adipala-coal-fired-power-plant-bunton-central-java,Street protest/marches,
adipala-coal-fired-power-plant-bunton-central-java,Strikes,
adipala-coal-fired-power-plant-bunton-central-java,Occupation of buildings/public spaces,
contaminacion-del-rio-guarapiche-pdvsa-venezuela,Blockades,
contaminacion-del-rio-guarapiche-pdvsa-venezuela,Media based activism/alternative media,
contaminacion-del-rio-guarapiche-pdvsa-venezuela,Official complaint letters and petitions,
contaminacion-del-rio-guarapiche-pdvsa-venezuela,Public campaigns,
contaminacion-del-rio-guarapiche-pdvsa-venezuela,Street protest/marches,
kanemi-rice-oil-contamination-japan,"Community-based participative research (popular epidemiology studies, etc..)",
kanemi-rice-oil-contamination-japan,"Lawsuits, court cases, judicial activism",
kanemi-rice-oil-contamination-japan,Official complaint letters and petitions,
kanemi-rice-oil-contamination-japan,Public campaigns,
kanemi-rice-oil-contamination-japan,Street protest/marches,
kanemi-rice-oil-contamination-japan,Other,
the-park-is-ours-banja-luka-bosnia-and-herzegovina,"Artistic and creative actions (eg guerilla theatre, murals)",
the-park-is-ours-banja-luka-bosnia-and-herzegovina,"Community-based participative research (popular epidemiology studies, etc..)",
the-park-is-ours-banja-luka-bosnia-and-herzegovina,Creation of alternative reports/knowledge,
the-park-is-ours-banja-luka-bosnia-and-herzegovina,Development of a network/collective action,
the-park-is-ours-banja-luka-bosnia-and-herzegovina,Involvement of national and international NGOs,
the-park-is-ours-banja-luka-bosnia-and-herzegovina,"Lawsuits, court cases, judicial activism",
the-park-is-ours-banja-luka-bosnia-and-herzegovina,Media based activism/alternative media,
the-park-is-ours-banja-luka-bosnia-and-herzegovina,Official complaint letters and petitions,
the-park-is-ours-banja-luka-bosnia-and-herzegovina,Public campaigns,
the-park-is-ours-banja-luka-bosnia-and-herzegovina,Street protest/marches,
the-park-is-ours-banja-luka-bosnia-and-herzegovina,Occupation of buildings/public spaces,
4,Development of a network/collective action,
4,Land occupation,
4,"Lawsuits, court cases, judicial activism",
4,Official complaint letters and petitions,
4,Arguments for the rights of mother nature,
4,Appeals/recourse to economic valuation of the environment,
ronderos-de-pulan-contra-minera-la-zanja-peru,Blockades,
ronderos-de-pulan-contra-minera-la-zanja-peru,Development of a network/collective action,
ronderos-de-pulan-contra-minera-la-zanja-peru,Involvement of national and international NGOs,
ronderos-de-pulan-contra-minera-la-zanja-peru,Media based activism/alternative media,
ronderos-de-pulan-contra-minera-la-zanja-peru,Objections to the EIA,
ronderos-de-pulan-contra-minera-la-zanja-peru,Public campaigns,
ronderos-de-pulan-contra-minera-la-zanja-peru,Street protest/marches,
ronderos-de-pulan-contra-minera-la-zanja-peru,Property damage/arson,
ronderos-de-pulan-contra-minera-la-zanja-peru,Threats to use arms,
new-pokhara-international-airport,Blockades,
new-pokhara-international-airport,Boycotts of official procedures/non-participation in official processes,
new-pokhara-international-airport,Development of a network/collective action,
new-pokhara-international-airport,Street protest/marches,
new-pokhara-international-airport,Appeals/recourse to economic valuation of the environment,
new-pokhara-international-airport,Refusal of compensation,
new-pokhara-international-airport,Other,
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,"Artistic and creative actions (eg guerilla theatre, murals)",
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,Development of a network/collective action,
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,Development of alternative proposals,
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,Land occupation,
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,Media based activism/alternative media,
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,Public campaigns,
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,Street protest/marches,
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,Occupation of buildings/public spaces,
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,Arguments for the rights of mother nature,
save-yamuna-protest-march-delhi-india,Blockades,
save-yamuna-protest-march-delhi-india,Involvement of national and international NGOs,
save-yamuna-protest-march-delhi-india,"Lawsuits, court cases, judicial activism",
save-yamuna-protest-march-delhi-india,Official complaint letters and petitions,
save-yamuna-protest-march-delhi-india,Public campaigns,
save-yamuna-protest-march-delhi-india,Strikes,
cinkarna-celje-slovenia,"Community-based participative research (popular epidemiology studies, etc..)",
cinkarna-celje-slovenia,Creation of alternative reports/knowledge,
cinkarna-celje-slovenia,Media based activism/alternative media,
cinkarna-celje-slovenia,Official complaint letters and petitions,
cinkarna-celje-slovenia,Public campaigns,
cinkarna-celje-slovenia,Street protest/marches,
carretera-m-501-madrid-spain,Creation of alternative reports/knowledge,
carretera-m-501-madrid-spain,Development of a network/collective action,
carretera-m-501-madrid-spain,Development of alternative proposals,
carretera-m-501-madrid-spain,Involvement of national and international NGOs,
carretera-m-501-madrid-spain,"Lawsuits, court cases, judicial activism",
carretera-m-501-madrid-spain,Media based activism/alternative media,
carretera-m-501-madrid-spain,Objections to the EIA,
carretera-m-501-madrid-spain,Official complaint letters and petitions,
carretera-m-501-madrid-spain,Public campaigns,
wastepickers-against-privatization-in-the-city-of-tshwane-south-africa,Land occupation,
wastepickers-against-privatization-in-the-city-of-tshwane-south-africa,"Lawsuits, court cases, judicial activism",
wastepickers-against-privatization-in-the-city-of-tshwane-south-africa,Street protest/marches,
tahltan-nation-v-fortune-minerals-bc-canada,Blockades,
tahltan-nation-v-fortune-minerals-bc-canada,Land occupation,
tahltan-nation-v-fortune-minerals-bc-canada,Street protest/marches,
tahltan-nation-v-fortune-minerals-bc-canada,Occupation of buildings/public spaces,
tahltan-nation-v-fortune-minerals-bc-canada,Other,
alta-river-hydro-power-plant-norway,Blockades,
alta-river-hydro-power-plant-norway,Creation of alternative reports/knowledge,
alta-river-hydro-power-plant-norway,Development of a network/collective action,
alta-river-hydro-power-plant-norway,Development of alternative proposals,
alta-river-hydro-power-plant-norway,Involvement of national and international NGOs,
alta-river-hydro-power-plant-norway,Land occupation,
alta-river-hydro-power-plant-norway,"Lawsuits, court cases, judicial activism",
alta-river-hydro-power-plant-norway,Media based activism/alternative media,
alta-river-hydro-power-plant-norway,Official complaint letters and petitions,
alta-river-hydro-power-plant-norway,Public campaigns,
alta-river-hydro-power-plant-norway,Sabotage,
alta-river-hydro-power-plant-norway,Street protest/marches,
alta-river-hydro-power-plant-norway,Property damage/arson,
alta-river-hydro-power-plant-norway,Hunger strikes and self immolation,
alta-river-hydro-power-plant-norway,Appeals/recourse to economic valuation of the environment,
dairy-aerobic-digesters-for-renewable-natural-gas-rng-usa,Creation of alternative reports/knowledge,
dairy-aerobic-digesters-for-renewable-natural-gas-rng-usa,Involvement of national and international NGOs,
dairy-aerobic-digesters-for-renewable-natural-gas-rng-usa,Media based activism/alternative media,
dairy-aerobic-digesters-for-renewable-natural-gas-rng-usa,Public campaigns,
bioshape-kilwa-jatropha-project-tanzania,Involvement of national and international NGOs,
bioshape-kilwa-jatropha-project-tanzania,Objections to the EIA,
bioshape-kilwa-jatropha-project-tanzania,Official complaint letters and petitions,
doi-suthep,Media based activism/alternative media,
doi-suthep,Street protest/marches,
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,Blockades,
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,Development of a network/collective action,
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,Involvement of national and international NGOs,
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,Land occupation,
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,"Lawsuits, court cases, judicial activism",
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,Media based activism/alternative media,
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,Official complaint letters and petitions,
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,Street protest/marches,
hydro-power-plant-medna-on-the-sana-river,"Artistic and creative actions (eg guerilla theatre, murals)",
hydro-power-plant-medna-on-the-sana-river,Involvement of national and international NGOs,
hydro-power-plant-medna-on-the-sana-river,"Lawsuits, court cases, judicial activism",
hydro-power-plant-medna-on-the-sana-river,Media based activism/alternative media,
hydro-power-plant-medna-on-the-sana-river,Objections to the EIA,
hydro-power-plant-medna-on-the-sana-river,Official complaint letters and petitions,
hydro-power-plant-medna-on-the-sana-river,Public campaigns,
hydro-power-plant-medna-on-the-sana-river,Street protest/marches,
hydro-power-plant-medna-on-the-sana-river,Appeals/recourse to economic valuation of the environment,
khudoni-dam-georgia,Blockades,
khudoni-dam-georgia,Involvement of national and international NGOs,
khudoni-dam-georgia,Objections to the EIA,
khudoni-dam-georgia,Official complaint letters and petitions,
khudoni-dam-georgia,Street protest/marches,
khudoni-dam-georgia,Other,
campaign-against-coal-egypt,Creation of alternative reports/knowledge,
campaign-against-coal-egypt,Development of a network/collective action,
campaign-against-coal-egypt,Development of alternative proposals,
campaign-against-coal-egypt,Involvement of national and international NGOs,
campaign-against-coal-egypt,"Lawsuits, court cases, judicial activism",
campaign-against-coal-egypt,Media based activism/alternative media,
campaign-against-coal-egypt,Official complaint letters and petitions,
campaign-against-coal-egypt,Public campaigns,
campaign-against-coal-egypt,Street protest/marches,
brewery-project-destroying-jhinkargadi-forest-in-balarampur-village-odisha-india,Blockades,
brewery-project-destroying-jhinkargadi-forest-in-balarampur-village-odisha-india,Development of a network/collective action,
brewery-project-destroying-jhinkargadi-forest-in-balarampur-village-odisha-india,Land occupation,
brewery-project-destroying-jhinkargadi-forest-in-balarampur-village-odisha-india,"Lawsuits, court cases, judicial activism",
brewery-project-destroying-jhinkargadi-forest-in-balarampur-village-odisha-india,Media based activism/alternative media,
brewery-project-destroying-jhinkargadi-forest-in-balarampur-village-odisha-india,Other,
mining-project-at-marlapadu-village-india,Blockades,
mining-project-at-marlapadu-village-india,Boycotts of official procedures/non-participation in official processes,
mining-project-at-marlapadu-village-india,Property damage/arson,
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,Blockades,
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,"Community-based participative research (popular epidemiology studies, etc..)",
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,Development of a network/collective action,
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,Official complaint letters and petitions,
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,Public campaigns,
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,Referendum other local consultations,
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,Shareholder/financial activism.,
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,Property damage/arson,
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,Occupation of buildings/public spaces,
protests-against-polluting-factories-in-huaxi-dongyang-zhejiang-china,Refusal of compensation,
pigneto-lake-of-rome,"Community-based participative research (popular epidemiology studies, etc..)",
pigneto-lake-of-rome,Creation of alternative reports/knowledge,
pigneto-lake-of-rome,Development of a network/collective action,
pigneto-lake-of-rome,Development of alternative proposals,
pigneto-lake-of-rome,Land occupation,
pigneto-lake-of-rome,"Lawsuits, court cases, judicial activism",
pigneto-lake-of-rome,Media based activism/alternative media,
pigneto-lake-of-rome,Public campaigns,
pigneto-lake-of-rome,Street protest/marches,
pigneto-lake-of-rome,Occupation of buildings/public spaces,
illegal-sand-mining-in-tamil-nadu,"Lawsuits, court cases, judicial activism",
illegal-sand-mining-in-tamil-nadu,Media based activism/alternative media,
illegal-sand-mining-in-tamil-nadu,Objections to the EIA,
illegal-sand-mining-in-tamil-nadu,Official complaint letters and petitions,
sizewell-b-nuclear-power-station-in-suffolk-england,"Artistic and creative actions (eg guerilla theatre, murals)",
sizewell-b-nuclear-power-station-in-suffolk-england,"Community-based participative research (popular epidemiology studies, etc..)",
sizewell-b-nuclear-power-station-in-suffolk-england,Creation of alternative reports/knowledge,
sizewell-b-nuclear-power-station-in-suffolk-england,Involvement of national and international NGOs,
sizewell-b-nuclear-power-station-in-suffolk-england,"Lawsuits, court cases, judicial activism",
sizewell-b-nuclear-power-station-in-suffolk-england,Official complaint letters and petitions,
sizewell-b-nuclear-power-station-in-suffolk-england,Public campaigns,
expanded-nuclear-energy-south-africa,Creation of alternative reports/knowledge,
expanded-nuclear-energy-south-africa,Development of a network/collective action,
expanded-nuclear-energy-south-africa,Involvement of national and international NGOs,
expanded-nuclear-energy-south-africa,"Lawsuits, court cases, judicial activism",
expanded-nuclear-energy-south-africa,Media based activism/alternative media,
expanded-nuclear-energy-south-africa,Official complaint letters and petitions,
expanded-nuclear-energy-south-africa,Public campaigns,
expanded-nuclear-energy-south-africa,Street protest/marches,
expanded-nuclear-energy-south-africa,Occupation of buildings/public spaces,
monocultivo-de-soya-en-santa-cruz-bolivia,"Community-based participative research (popular epidemiology studies, etc..)",
monocultivo-de-soya-en-santa-cruz-bolivia,Creation of alternative reports/knowledge,
monocultivo-de-soya-en-santa-cruz-bolivia,Development of a network/collective action,
monocultivo-de-soya-en-santa-cruz-bolivia,Involvement of national and international NGOs,
monocultivo-de-soya-en-santa-cruz-bolivia,Media based activism/alternative media,
monocultivo-de-soya-en-santa-cruz-bolivia,Official complaint letters and petitions,
monocultivo-de-soya-en-santa-cruz-bolivia,Public campaigns,
monocultivo-de-soya-en-santa-cruz-bolivia,Street protest/marches,
monocultivo-de-soya-en-santa-cruz-bolivia,Appeals/recourse to economic valuation of the environment,
labuan-banten-coal-fired-power-plant,Involvement of national and international NGOs,
labuan-banten-coal-fired-power-plant,"Lawsuits, court cases, judicial activism",
labuan-banten-coal-fired-power-plant,Street protest/marches,
referendum-to-end-bird-hunting-in-spring,Development of a network/collective action,
referendum-to-end-bird-hunting-in-spring,Involvement of national and international NGOs,
referendum-to-end-bird-hunting-in-spring,"Lawsuits, court cases, judicial activism",
referendum-to-end-bird-hunting-in-spring,Media based activism/alternative media,
referendum-to-end-bird-hunting-in-spring,Official complaint letters and petitions,
referendum-to-end-bird-hunting-in-spring,Public campaigns,
referendum-to-end-bird-hunting-in-spring,Referendum other local consultations,
iron-ore-mining-in-sanranda-forest-jharkhand,Official complaint letters and petitions,
iron-ore-mining-in-sanranda-forest-jharkhand,Public campaigns,
iron-ore-mining-in-sanranda-forest-jharkhand,Street protest/marches,
soy-cultivation-caaguazu-and-san-pedro-paraguay,"Community-based participative research (popular epidemiology studies, etc..)",
soy-cultivation-caaguazu-and-san-pedro-paraguay,Involvement of national and international NGOs,
soy-cultivation-caaguazu-and-san-pedro-paraguay,Public campaigns,
soy-cultivation-caaguazu-and-san-pedro-paraguay,Street protest/marches,
soy-cultivation-caaguazu-and-san-pedro-paraguay,Appeals/recourse to economic valuation of the environment,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,Blockades,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,Development of a network/collective action,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,Development of alternative proposals,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,Involvement of national and international NGOs,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,Media based activism/alternative media,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,Official complaint letters and petitions,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,Street protest/marches,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,Occupation of buildings/public spaces,
erdeven-nuclear-power-plant,"Artistic and creative actions (eg guerilla theatre, murals)",
erdeven-nuclear-power-plant,Development of a network/collective action,
erdeven-nuclear-power-plant,"Lawsuits, court cases, judicial activism",
erdeven-nuclear-power-plant,Shareholder/financial activism.,
erdeven-nuclear-power-plant,Street protest/marches,
rihand-dam-up-india,Development of a network/collective action,
rihand-dam-up-india,Involvement of national and international NGOs,
rihand-dam-up-india,Media based activism/alternative media,
monks-and-local-residents-of-kumbum-filed-a-petition-for-environmental-safety-tibet,Blockades,
monks-and-local-residents-of-kumbum-filed-a-petition-for-environmental-safety-tibet,"Community-based participative research (popular epidemiology studies, etc..)",
monks-and-local-residents-of-kumbum-filed-a-petition-for-environmental-safety-tibet,Creation of alternative reports/knowledge,
monks-and-local-residents-of-kumbum-filed-a-petition-for-environmental-safety-tibet,Official complaint letters and petitions,
chenjiachong-landfill-site-and-the-proposed-waste-to-energy-plant-in-yangluo-wuhan-hubei-china,Development of a network/collective action,
chenjiachong-landfill-site-and-the-proposed-waste-to-energy-plant-in-yangluo-wuhan-hubei-china,Media based activism/alternative media,
chenjiachong-landfill-site-and-the-proposed-waste-to-energy-plant-in-yangluo-wuhan-hubei-china,Street protest/marches,
jerico-antioquia-colombia,Creation of alternative reports/knowledge,
jerico-antioquia-colombia,Development of a network/collective action,
jerico-antioquia-colombia,Development of alternative proposals,
jerico-antioquia-colombia,Involvement of national and international NGOs,
jerico-antioquia-colombia,Media based activism/alternative media,
jerico-antioquia-colombia,Public campaigns,
jerico-antioquia-colombia,Arguments for the rights of mother nature,
jerico-antioquia-colombia,Appeals/recourse to economic valuation of the environment,
agricultural-land-investment-deal-in-djidja-benin,Development of a network/collective action,
agricultural-land-investment-deal-in-djidja-benin,Development of alternative proposals,
agricultural-land-investment-deal-in-djidja-benin,Involvement of national and international NGOs,
agricultural-land-investment-deal-in-djidja-benin,"Lawsuits, court cases, judicial activism",
agricultural-land-investment-deal-in-djidja-benin,Official complaint letters and petitions,
agricultural-land-investment-deal-in-djidja-benin,Appeals/recourse to economic valuation of the environment,
rights-of-nature-new-zealand,Development of a network/collective action,
rights-of-nature-new-zealand,"Lawsuits, court cases, judicial activism",
rights-of-nature-new-zealand,Official complaint letters and petitions,
rights-of-nature-new-zealand,Occupation of buildings/public spaces,
rights-of-nature-new-zealand,Arguments for the rights of mother nature,
roma-exposed-to-dislocation-due-to-road-construction-strumica-macedonia,Official complaint letters and petitions,
al-khorayef-group-plans-for-soy-in-chaco-argentina,Development of alternative proposals,
al-khorayef-group-plans-for-soy-in-chaco-argentina,Involvement of national and international NGOs,
al-khorayef-group-plans-for-soy-in-chaco-argentina,Media based activism/alternative media,
al-khorayef-group-plans-for-soy-in-chaco-argentina,Official complaint letters and petitions,
al-khorayef-group-plans-for-soy-in-chaco-argentina,Street protest/marches,
al-khorayef-group-plans-for-soy-in-chaco-argentina,Hunger strikes and self immolation,
nam-theun-2-hydropower-dam-on-indigenous-land,Involvement of national and international NGOs,
nam-theun-2-hydropower-dam-on-indigenous-land,Official complaint letters and petitions,
nam-theun-2-hydropower-dam-on-indigenous-land,Public campaigns,
nam-theun-2-hydropower-dam-on-indigenous-land,Street protest/marches,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Blockades,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,"Community-based participative research (popular epidemiology studies, etc..)",
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Creation of alternative reports/knowledge,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Development of a network/collective action,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Development of alternative proposals,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Involvement of national and international NGOs,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Land occupation,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,"Lawsuits, court cases, judicial activism",
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Media based activism/alternative media,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Official complaint letters and petitions,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Public campaigns,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Street protest/marches,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,Occupation of buildings/public spaces,
manis-mata-conflict-pt-hsl-in-kalimantan-indonesia,Creation of alternative reports/knowledge,
manis-mata-conflict-pt-hsl-in-kalimantan-indonesia,Land occupation,
manis-mata-conflict-pt-hsl-in-kalimantan-indonesia,Official complaint letters and petitions,
manis-mata-conflict-pt-hsl-in-kalimantan-indonesia,Public campaigns,
manis-mata-conflict-pt-hsl-in-kalimantan-indonesia,Street protest/marches,
manis-mata-conflict-pt-hsl-in-kalimantan-indonesia,Property damage/arson,
manis-mata-conflict-pt-hsl-in-kalimantan-indonesia,Refusal of compensation,
la-hague-center-of-the-reprocessing-of-nuclear-waste-france,"Community-based participative research (popular epidemiology studies, etc..)",
la-hague-center-of-the-reprocessing-of-nuclear-waste-france,Development of a network/collective action,
la-hague-center-of-the-reprocessing-of-nuclear-waste-france,Involvement of national and international NGOs,
la-hague-center-of-the-reprocessing-of-nuclear-waste-france,Official complaint letters and petitions,
la-hague-center-of-the-reprocessing-of-nuclear-waste-france,Street protest/marches,
la-hague-center-of-the-reprocessing-of-nuclear-waste-france,Arguments for the rights of mother nature,
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,"Artistic and creative actions (eg guerilla theatre, murals)",
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,"Community-based participative research (popular epidemiology studies, etc..)",
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,Creation of alternative reports/knowledge,
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,Development of a network/collective action,
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,"Lawsuits, court cases, judicial activism",
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,Media based activism/alternative media,
