UID,languages
enel-coal-power-plant-in-la-spezia,it
enel-coal-power-plant-in-la-spezia,tr
enel-coal-power-plant-in-la-spezia,fr
enel-coal-power-plant-in-la-spezia,ar
enel-coal-power-plant-in-la-spezia,cn
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,en
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,tr
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,cn
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,ar
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,es
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,fr
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,it
belinga-iron-ore-mine-and-belinga-dam-gabon,en
belinga-iron-ore-mine-and-belinga-dam-gabon,cn
belinga-iron-ore-mine-and-belinga-dam-gabon,tr
belinga-iron-ore-mine-and-belinga-dam-gabon,es
belinga-iron-ore-mine-and-belinga-dam-gabon,it
belinga-iron-ore-mine-and-belinga-dam-gabon,ar
belinga-iron-ore-mine-and-belinga-dam-gabon,fr
wastepickers-face-better-conditions-due-to-international-cooperation-efforts-in-north-eastern-jordan,fr
wastepickers-face-better-conditions-due-to-international-cooperation-efforts-in-north-eastern-jordan,es
wastepickers-face-better-conditions-due-to-international-cooperation-efforts-in-north-eastern-jordan,en
wastepickers-face-better-conditions-due-to-international-cooperation-efforts-in-north-eastern-jordan,cn
wastepickers-face-better-conditions-due-to-international-cooperation-efforts-in-north-eastern-jordan,it
wastepickers-face-better-conditions-due-to-international-cooperation-efforts-in-north-eastern-jordan,tr
wastepickers-face-better-conditions-due-to-international-cooperation-efforts-in-north-eastern-jordan,ar
omai-gold-mine-tailings-dam-guyana,en
omai-gold-mine-tailings-dam-guyana,ar
omai-gold-mine-tailings-dam-guyana,fr
omai-gold-mine-tailings-dam-guyana,tr
omai-gold-mine-tailings-dam-guyana,cn
omai-gold-mine-tailings-dam-guyana,it
omai-gold-mine-tailings-dam-guyana,es
clyde-river,en
clyde-river,tr
clyde-river,fr
clyde-river,cn
clyde-river,ar
clyde-river,it
clyde-river,es
suzano-biomass-plantations-brazil,en
suzano-biomass-plantations-brazil,ar
suzano-biomass-plantations-brazil,fr
suzano-biomass-plantations-brazil,tr
suzano-biomass-plantations-brazil,cn
suzano-biomass-plantations-brazil,es
suzano-biomass-plantations-brazil,it
comunidad-de-catacaos-vs-sodalicio,fr
comunidad-de-catacaos-vs-sodalicio,en
comunidad-de-catacaos-vs-sodalicio,cn
comunidad-de-catacaos-vs-sodalicio,it
comunidad-de-catacaos-vs-sodalicio,es
comunidad-de-catacaos-vs-sodalicio,ar
comunidad-de-catacaos-vs-sodalicio,tr
save-akamas,tr
save-akamas,es
save-akamas,ar
save-akamas,it
save-akamas,fr
save-akamas,en
save-akamas,cn
testet-dam-france,it
testet-dam-france,tr
testet-dam-france,fr
testet-dam-france,es
testet-dam-france,cn
testet-dam-france,en
testet-dam-france,ar
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,en
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,es
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,it
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,fr
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,tr
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,cn
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,ar
hartford-trash-to-energy-incinerator-usa,cn
hartford-trash-to-energy-incinerator-usa,it
hartford-trash-to-energy-incinerator-usa,fr
hartford-trash-to-energy-incinerator-usa,tr
hartford-trash-to-energy-incinerator-usa,ar
hartford-trash-to-energy-incinerator-usa,es
hartford-trash-to-energy-incinerator-usa,en
deforestacion-en-la-reserva-bosawas,en
deforestacion-en-la-reserva-bosawas,it
deforestacion-en-la-reserva-bosawas,fr
deforestacion-en-la-reserva-bosawas,cn
deforestacion-en-la-reserva-bosawas,tr
deforestacion-en-la-reserva-bosawas,ar
deforestacion-en-la-reserva-bosawas,es
roma-communities-see-their-access-to-water-shut-down-during-heatwave-in-gulacs-and-in-nyiregyhaza-hungary,fr
roma-communities-see-their-access-to-water-shut-down-during-heatwave-in-gulacs-and-in-nyiregyhaza-hungary,it
roma-communities-see-their-access-to-water-shut-down-during-heatwave-in-gulacs-and-in-nyiregyhaza-hungary,cn
roma-communities-see-their-access-to-water-shut-down-during-heatwave-in-gulacs-and-in-nyiregyhaza-hungary,es
roma-communities-see-their-access-to-water-shut-down-during-heatwave-in-gulacs-and-in-nyiregyhaza-hungary,ar
roma-communities-see-their-access-to-water-shut-down-during-heatwave-in-gulacs-and-in-nyiregyhaza-hungary,en
roma-communities-see-their-access-to-water-shut-down-during-heatwave-in-gulacs-and-in-nyiregyhaza-hungary,tr
ageing-bugey-npp-threatens-geneva-france,cn
ageing-bugey-npp-threatens-geneva-france,en
ageing-bugey-npp-threatens-geneva-france,tr
ageing-bugey-npp-threatens-geneva-france,es
ageing-bugey-npp-threatens-geneva-france,ar
ageing-bugey-npp-threatens-geneva-france,fr
ageing-bugey-npp-threatens-geneva-france,it
kilwa-mine,en
kilwa-mine,ar
kilwa-mine,tr
kilwa-mine,es
kilwa-mine,fr
kilwa-mine,it
kilwa-mine,cn
dbcp-and-male-infertility-in-lathrop-california,en
dbcp-and-male-infertility-in-lathrop-california,tr
dbcp-and-male-infertility-in-lathrop-california,it
dbcp-and-male-infertility-in-lathrop-california,ar
dbcp-and-male-infertility-in-lathrop-california,cn
dbcp-and-male-infertility-in-lathrop-california,fr
dbcp-and-male-infertility-in-lathrop-california,es
stop,cn
stop,tr
stop,es
stop,fr
stop,ar
stop,en
stop,it
kanyika-niobium-project-malawi,en
kanyika-niobium-project-malawi,cn
kanyika-niobium-project-malawi,tr
kanyika-niobium-project-malawi,fr
kanyika-niobium-project-malawi,it
kanyika-niobium-project-malawi,es
kanyika-niobium-project-malawi,ar
illegal-waste-dump-in-the-middle-of-a-roma-community-local-roma-activists-advocate-for-environmental-justice-slovakia,cn
illegal-waste-dump-in-the-middle-of-a-roma-community-local-roma-activists-advocate-for-environmental-justice-slovakia,es
illegal-waste-dump-in-the-middle-of-a-roma-community-local-roma-activists-advocate-for-environmental-justice-slovakia,tr
illegal-waste-dump-in-the-middle-of-a-roma-community-local-roma-activists-advocate-for-environmental-justice-slovakia,ar
illegal-waste-dump-in-the-middle-of-a-roma-community-local-roma-activists-advocate-for-environmental-justice-slovakia,it
illegal-waste-dump-in-the-middle-of-a-roma-community-local-roma-activists-advocate-for-environmental-justice-slovakia,en
illegal-waste-dump-in-the-middle-of-a-roma-community-local-roma-activists-advocate-for-environmental-justice-slovakia,fr
valle-de-elqui-teck-pan-pacific,es
valle-de-elqui-teck-pan-pacific,en
valle-de-elqui-teck-pan-pacific,fr
valle-de-elqui-teck-pan-pacific,it
valle-de-elqui-teck-pan-pacific,ar
valle-de-elqui-teck-pan-pacific,tr
valle-de-elqui-teck-pan-pacific,cn
belgrade-waterfront-project-serbia,en
belgrade-waterfront-project-serbia,es
belgrade-waterfront-project-serbia,tr
belgrade-waterfront-project-serbia,ar
belgrade-waterfront-project-serbia,it
belgrade-waterfront-project-serbia,fr
belgrade-waterfront-project-serbia,cn
baram-dam-blockade-malaysia,tr
baram-dam-blockade-malaysia,ar
baram-dam-blockade-malaysia,en
baram-dam-blockade-malaysia,fr
baram-dam-blockade-malaysia,cn
baram-dam-blockade-malaysia,it
baram-dam-blockade-malaysia,es
akita-coal-fired-power-project,fr
akita-coal-fired-power-project,tr
akita-coal-fired-power-project,it
akita-coal-fired-power-project,es
akita-coal-fired-power-project,cn
akita-coal-fired-power-project,ar
akita-coal-fired-power-project,en
mayor-proyecto-de-explotacion-de-niobio-en-el-mundo-en-el-municipio-de-araxa-mg,en
mayor-proyecto-de-explotacion-de-niobio-en-el-mundo-en-el-municipio-de-araxa-mg,es
shrimp-farming-in-muisne-ecuador,en
shrimp-farming-in-muisne-ecuador,tr
shrimp-farming-in-muisne-ecuador,es
shrimp-farming-in-muisne-ecuador,it
shrimp-farming-in-muisne-ecuador,ar
shrimp-farming-in-muisne-ecuador,cn
shrimp-farming-in-muisne-ecuador,fr
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,en
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,it
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,ar
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,fr
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,cn
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,tr
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,es
strateco-resources-uranium-mine-the-matoush-project,tr
strateco-resources-uranium-mine-the-matoush-project,it
strateco-resources-uranium-mine-the-matoush-project,ar
strateco-resources-uranium-mine-the-matoush-project,es
strateco-resources-uranium-mine-the-matoush-project,cn
strateco-resources-uranium-mine-the-matoush-project,en
strateco-resources-uranium-mine-the-matoush-project,fr
baleia-wind-power-complex-in-ceara-brasil,en
baleia-wind-power-complex-in-ceara-brasil,it
baleia-wind-power-complex-in-ceara-brasil,tr
baleia-wind-power-complex-in-ceara-brasil,fr
baleia-wind-power-complex-in-ceara-brasil,ar
baleia-wind-power-complex-in-ceara-brasil,cn
baleia-wind-power-complex-in-ceara-brasil,es
hidroaysen-hydroelectric-project-chile,en
hidroaysen-hydroelectric-project-chile,tr
hidroaysen-hydroelectric-project-chile,es
hidroaysen-hydroelectric-project-chile,fr
hidroaysen-hydroelectric-project-chile,ar
hidroaysen-hydroelectric-project-chile,cn
hidroaysen-hydroelectric-project-chile,it
atlantic-coast-natural-gas-pipeline,en
atlantic-coast-natural-gas-pipeline,ar
atlantic-coast-natural-gas-pipeline,fr
atlantic-coast-natural-gas-pipeline,tr
atlantic-coast-natural-gas-pipeline,cn
atlantic-coast-natural-gas-pipeline,it
atlantic-coast-natural-gas-pipeline,es
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,ar
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,it
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,cn
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,fr
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,en
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,tr
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,es
thabametsi-coal-fired-power-plant,tr
thabametsi-coal-fired-power-plant,cn
thabametsi-coal-fired-power-plant,es
thabametsi-coal-fired-power-plant,ar
thabametsi-coal-fired-power-plant,en
thabametsi-coal-fired-power-plant,it
thabametsi-coal-fired-power-plant,fr
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,en
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,it
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,tr
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,cn
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,ar
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,es
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,fr
protest-against-the-sale-of-75-state-owned-land-to-oil-and-gas-corporations-croatia,cn
protest-against-the-sale-of-75-state-owned-land-to-oil-and-gas-corporations-croatia,es
protest-against-the-sale-of-75-state-owned-land-to-oil-and-gas-corporations-croatia,en
protest-against-the-sale-of-75-state-owned-land-to-oil-and-gas-corporations-croatia,fr
protest-against-the-sale-of-75-state-owned-land-to-oil-and-gas-corporations-croatia,tr
protest-against-the-sale-of-75-state-owned-land-to-oil-and-gas-corporations-croatia,ar
protest-against-the-sale-of-75-state-owned-land-to-oil-and-gas-corporations-croatia,it
river-ganga-natures-rights,it
river-ganga-natures-rights,cn
river-ganga-natures-rights,tr
river-ganga-natures-rights,es
river-ganga-natures-rights,ar
river-ganga-natures-rights,fr
river-ganga-natures-rights,en
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,ar
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,it
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,cn
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,es
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,fr
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,en
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,tr
essar-pellet-plantparadeep-odisha-india,en
essar-pellet-plantparadeep-odisha-india,tr
essar-pellet-plantparadeep-odisha-india,fr
essar-pellet-plantparadeep-odisha-india,it
essar-pellet-plantparadeep-odisha-india,ar
essar-pellet-plantparadeep-odisha-india,cn
essar-pellet-plantparadeep-odisha-india,es
shrinkage-of-lake-urmia,en
shrinkage-of-lake-urmia,ar
shrinkage-of-lake-urmia,es
shrinkage-of-lake-urmia,tr
shrinkage-of-lake-urmia,cn
shrinkage-of-lake-urmia,fr
shrinkage-of-lake-urmia,it
east-africa-crude-oil-pipeline,en
east-africa-crude-oil-pipeline,it
east-africa-crude-oil-pipeline,tr
east-africa-crude-oil-pipeline,fr
east-africa-crude-oil-pipeline,cn
east-africa-crude-oil-pipeline,es
east-africa-crude-oil-pipeline,ar
illegal-unreported-and-unregulated-fishing-iuu-by-chinese-fleet-in-galapagos-islands,cn
illegal-unreported-and-unregulated-fishing-iuu-by-chinese-fleet-in-galapagos-islands,ar
illegal-unreported-and-unregulated-fishing-iuu-by-chinese-fleet-in-galapagos-islands,es
illegal-unreported-and-unregulated-fishing-iuu-by-chinese-fleet-in-galapagos-islands,fr
illegal-unreported-and-unregulated-fishing-iuu-by-chinese-fleet-in-galapagos-islands,it
illegal-unreported-and-unregulated-fishing-iuu-by-chinese-fleet-in-galapagos-islands,tr
illegal-unreported-and-unregulated-fishing-iuu-by-chinese-fleet-in-galapagos-islands,en
mahindras-sez-at-karla-maharashtra-india,fr
mahindras-sez-at-karla-maharashtra-india,it
mahindras-sez-at-karla-maharashtra-india,ar
mahindras-sez-at-karla-maharashtra-india,en
mahindras-sez-at-karla-maharashtra-india,cn
mahindras-sez-at-karla-maharashtra-india,es
mahindras-sez-at-karla-maharashtra-india,tr
rio-tinto-qmm-ilmenite-mine-madagascar,en
rio-tinto-qmm-ilmenite-mine-madagascar,tr
rio-tinto-qmm-ilmenite-mine-madagascar,fr
rio-tinto-qmm-ilmenite-mine-madagascar,it
rio-tinto-qmm-ilmenite-mine-madagascar,cn
rio-tinto-qmm-ilmenite-mine-madagascar,ar
rio-tinto-qmm-ilmenite-mine-madagascar,es
ban-on-animal-drawn-carts-jeopardizes-wastepickers-livelihoods-in-montevideo-uruguay,ar
ban-on-animal-drawn-carts-jeopardizes-wastepickers-livelihoods-in-montevideo-uruguay,tr
ban-on-animal-drawn-carts-jeopardizes-wastepickers-livelihoods-in-montevideo-uruguay,cn
ban-on-animal-drawn-carts-jeopardizes-wastepickers-livelihoods-in-montevideo-uruguay,es
ban-on-animal-drawn-carts-jeopardizes-wastepickers-livelihoods-in-montevideo-uruguay,it
ban-on-animal-drawn-carts-jeopardizes-wastepickers-livelihoods-in-montevideo-uruguay,en
ban-on-animal-drawn-carts-jeopardizes-wastepickers-livelihoods-in-montevideo-uruguay,fr
palm-oil-and-rubber-plantation-deforestation-gabon,ar
palm-oil-and-rubber-plantation-deforestation-gabon,en
palm-oil-and-rubber-plantation-deforestation-gabon,it
palm-oil-and-rubber-plantation-deforestation-gabon,cn
palm-oil-and-rubber-plantation-deforestation-gabon,tr
palm-oil-and-rubber-plantation-deforestation-gabon,fr
palm-oil-and-rubber-plantation-deforestation-gabon,es
explosiones-de-san-juan-ixhuatepec-de-1984-mexico,en
explosiones-de-san-juan-ixhuatepec-de-1984-mexico,fr
explosiones-de-san-juan-ixhuatepec-de-1984-mexico,tr
explosiones-de-san-juan-ixhuatepec-de-1984-mexico,cn
explosiones-de-san-juan-ixhuatepec-de-1984-mexico,ar
explosiones-de-san-juan-ixhuatepec-de-1984-mexico,es
explosiones-de-san-juan-ixhuatepec-de-1984-mexico,it
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,en
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,tr
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,ar
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,fr
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,cn
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,it
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,es
sinop-nuclear-power-plant-turkey,en
sinop-nuclear-power-plant-turkey,tr
sinop-nuclear-power-plant-turkey,cn
sinop-nuclear-power-plant-turkey,ar
sinop-nuclear-power-plant-turkey,fr
sinop-nuclear-power-plant-turkey,it
sinop-nuclear-power-plant-turkey,es
depredacion-inmobiliaria-en-jurica-poniente,fr
depredacion-inmobiliaria-en-jurica-poniente,es
depredacion-inmobiliaria-en-jurica-poniente,ar
depredacion-inmobiliaria-en-jurica-poniente,cn
depredacion-inmobiliaria-en-jurica-poniente,it
depredacion-inmobiliaria-en-jurica-poniente,en
depredacion-inmobiliaria-en-jurica-poniente,tr
paredones-amarillos-mina-concordia-los-cardones-mexico,en
paredones-amarillos-mina-concordia-los-cardones-mexico,it
paredones-amarillos-mina-concordia-los-cardones-mexico,tr
paredones-amarillos-mina-concordia-los-cardones-mexico,cn
paredones-amarillos-mina-concordia-los-cardones-mexico,ar
paredones-amarillos-mina-concordia-los-cardones-mexico,fr
paredones-amarillos-mina-concordia-los-cardones-mexico,es
new-central-polish-airport,tr
new-central-polish-airport,it
new-central-polish-airport,en
new-central-polish-airport,es
new-central-polish-airport,fr
new-central-polish-airport,ar
new-central-polish-airport,cn
lead-poisoning-in-multi-sites-chenzou-hunanchina,it
lead-poisoning-in-multi-sites-chenzou-hunanchina,cn
lead-poisoning-in-multi-sites-chenzou-hunanchina,tr
lead-poisoning-in-multi-sites-chenzou-hunanchina,es
lead-poisoning-in-multi-sites-chenzou-hunanchina,fr
lead-poisoning-in-multi-sites-chenzou-hunanchina,en
lead-poisoning-in-multi-sites-chenzou-hunanchina,ar
simpang-belimbing-power-plant-south-sumatra-indonesia,es
simpang-belimbing-power-plant-south-sumatra-indonesia,cn
simpang-belimbing-power-plant-south-sumatra-indonesia,tr
simpang-belimbing-power-plant-south-sumatra-indonesia,it
simpang-belimbing-power-plant-south-sumatra-indonesia,fr
simpang-belimbing-power-plant-south-sumatra-indonesia,en
simpang-belimbing-power-plant-south-sumatra-indonesia,ar
campana-mahuida-argentina,en
campana-mahuida-argentina,it
campana-mahuida-argentina,tr
campana-mahuida-argentina,ar
campana-mahuida-argentina,es
campana-mahuida-argentina,fr
campana-mahuida-argentina,cn
great-pacific-garbage-patch,en
great-pacific-garbage-patch,it
great-pacific-garbage-patch,fr
great-pacific-garbage-patch,cn
great-pacific-garbage-patch,tr
great-pacific-garbage-patch,es
great-pacific-garbage-patch,ar
soga-coal-poer-chiba-japan,en
soga-coal-poer-chiba-japan,tr
soga-coal-poer-chiba-japan,cn
soga-coal-poer-chiba-japan,fr
soga-coal-poer-chiba-japan,es
soga-coal-poer-chiba-japan,it
soga-coal-poer-chiba-japan,ar
uma-oya-river-diversion-and-mahaweli-hydroplant,cn
uma-oya-river-diversion-and-mahaweli-hydroplant,en
uma-oya-river-diversion-and-mahaweli-hydroplant,fr
uma-oya-river-diversion-and-mahaweli-hydroplant,ar
uma-oya-river-diversion-and-mahaweli-hydroplant,es
uma-oya-river-diversion-and-mahaweli-hydroplant,it
uma-oya-river-diversion-and-mahaweli-hydroplant,tr
land-dispute-fibria-and-quilombolas-brazil,en
land-dispute-fibria-and-quilombolas-brazil,it
land-dispute-fibria-and-quilombolas-brazil,cn
land-dispute-fibria-and-quilombolas-brazil,ar
land-dispute-fibria-and-quilombolas-brazil,es
land-dispute-fibria-and-quilombolas-brazil,fr
land-dispute-fibria-and-quilombolas-brazil,tr
exploracion-sismica-en-la-laguna-de-los-ortices,en
exploracion-sismica-en-la-laguna-de-los-ortices,it
exploracion-sismica-en-la-laguna-de-los-ortices,tr
exploracion-sismica-en-la-laguna-de-los-ortices,es
exploracion-sismica-en-la-laguna-de-los-ortices,ar
exploracion-sismica-en-la-laguna-de-los-ortices,cn
exploracion-sismica-en-la-laguna-de-los-ortices,fr
corredor-eolico-en-el-istmo-de-tehuantepec-oaxaca,cn
corredor-eolico-en-el-istmo-de-tehuantepec-oaxaca,tr
corredor-eolico-en-el-istmo-de-tehuantepec-oaxaca,es
corredor-eolico-en-el-istmo-de-tehuantepec-oaxaca,it
corredor-eolico-en-el-istmo-de-tehuantepec-oaxaca,fr
corredor-eolico-en-el-istmo-de-tehuantepec-oaxaca,ar
corredor-eolico-en-el-istmo-de-tehuantepec-oaxaca,en
koroama-women-stage-protest-against-shell-neglect,en
huelva-industrial-chemical-complex-spain,cn
huelva-industrial-chemical-complex-spain,ar
huelva-industrial-chemical-complex-spain,fr
huelva-industrial-chemical-complex-spain,tr
huelva-industrial-chemical-complex-spain,it
huelva-industrial-chemical-complex-spain,es
huelva-industrial-chemical-complex-spain,en
jp-cement-factory-in-up-india,en
jp-cement-factory-in-up-india,tr
jp-cement-factory-in-up-india,fr
jp-cement-factory-in-up-india,it
jp-cement-factory-in-up-india,cn
jp-cement-factory-in-up-india,ar
jp-cement-factory-in-up-india,es
monsanto-and-soy-monocultures-argentina,en
monsanto-and-soy-monocultures-argentina,ar
monsanto-and-soy-monocultures-argentina,cn
monsanto-and-soy-monocultures-argentina,es
monsanto-and-soy-monocultures-argentina,tr
monsanto-and-soy-monocultures-argentina,fr
monsanto-and-soy-monocultures-argentina,it
proyecto-nueva-union-huasco-chile,en
proyecto-nueva-union-huasco-chile,ar
proyecto-nueva-union-huasco-chile,tr
proyecto-nueva-union-huasco-chile,es
proyecto-nueva-union-huasco-chile,fr
proyecto-nueva-union-huasco-chile,it
proyecto-nueva-union-huasco-chile,cn
bordeaux-toulouse-high-speed-rail,en
bordeaux-toulouse-high-speed-rail,fr
bordeaux-toulouse-high-speed-rail,es
bordeaux-toulouse-high-speed-rail,ar
bordeaux-toulouse-high-speed-rail,it
bordeaux-toulouse-high-speed-rail,cn
bordeaux-toulouse-high-speed-rail,tr
wtr-ranobe-forest-mining-madagascar,es
wtr-ranobe-forest-mining-madagascar,ar
wtr-ranobe-forest-mining-madagascar,it
wtr-ranobe-forest-mining-madagascar,tr
wtr-ranobe-forest-mining-madagascar,cn
wtr-ranobe-forest-mining-madagascar,fr
wtr-ranobe-forest-mining-madagascar,en
los-chocoyos,en
los-chocoyos,it
los-chocoyos,ar
los-chocoyos,cn
los-chocoyos,es
los-chocoyos,tr
los-chocoyos,fr
bajoli-holi-hydroelectric-dam-hp-india,cn
bajoli-holi-hydroelectric-dam-hp-india,es
bajoli-holi-hydroelectric-dam-hp-india,fr
bajoli-holi-hydroelectric-dam-hp-india,it
bajoli-holi-hydroelectric-dam-hp-india,en
bajoli-holi-hydroelectric-dam-hp-india,tr
bajoli-holi-hydroelectric-dam-hp-india,ar
landfill-for-toxic-and-hazardous-waste-in-nerva-andalusia-spain,tr
landfill-for-toxic-and-hazardous-waste-in-nerva-andalusia-spain,fr
landfill-for-toxic-and-hazardous-waste-in-nerva-andalusia-spain,ar
landfill-for-toxic-and-hazardous-waste-in-nerva-andalusia-spain,cn
landfill-for-toxic-and-hazardous-waste-in-nerva-andalusia-spain,en
landfill-for-toxic-and-hazardous-waste-in-nerva-andalusia-spain,it
landfill-for-toxic-and-hazardous-waste-in-nerva-andalusia-spain,es
pasivos-ambientales-en-hualgayoc,en
pasivos-ambientales-en-hualgayoc,it
pasivos-ambientales-en-hualgayoc,tr
pasivos-ambientales-en-hualgayoc,es
pasivos-ambientales-en-hualgayoc,fr
pasivos-ambientales-en-hualgayoc,ar
pasivos-ambientales-en-hualgayoc,cn
glencore-switzerland-bhp-billiton-united-kingdom-angloamerican-australia,en
glencore-switzerland-bhp-billiton-united-kingdom-angloamerican-australia,cn
glencore-switzerland-bhp-billiton-united-kingdom-angloamerican-australia,ar
glencore-switzerland-bhp-billiton-united-kingdom-angloamerican-australia,it
glencore-switzerland-bhp-billiton-united-kingdom-angloamerican-australia,es
glencore-switzerland-bhp-billiton-united-kingdom-angloamerican-australia,fr
glencore-switzerland-bhp-billiton-united-kingdom-angloamerican-australia,tr
protests-against-kuznetsky-yuzhny-coal-mine-cheremza-russia,cn
protests-against-kuznetsky-yuzhny-coal-mine-cheremza-russia,en
protests-against-kuznetsky-yuzhny-coal-mine-cheremza-russia,es
protests-against-kuznetsky-yuzhny-coal-mine-cheremza-russia,fr
protests-against-kuznetsky-yuzhny-coal-mine-cheremza-russia,ar
protests-against-kuznetsky-yuzhny-coal-mine-cheremza-russia,it
protests-against-kuznetsky-yuzhny-coal-mine-cheremza-russia,tr
southeastern-anatolia-project-gap-turkey,en
southeastern-anatolia-project-gap-turkey,ar
southeastern-anatolia-project-gap-turkey,tr
southeastern-anatolia-project-gap-turkey,it
southeastern-anatolia-project-gap-turkey,fr
southeastern-anatolia-project-gap-turkey,es
southeastern-anatolia-project-gap-turkey,cn
permanent-repository-for-lilw-nuclear-waste-slovenia,it
permanent-repository-for-lilw-nuclear-waste-slovenia,cn
permanent-repository-for-lilw-nuclear-waste-slovenia,es
permanent-repository-for-lilw-nuclear-waste-slovenia,ar
permanent-repository-for-lilw-nuclear-waste-slovenia,en
permanent-repository-for-lilw-nuclear-waste-slovenia,tr
permanent-repository-for-lilw-nuclear-waste-slovenia,fr
mavallipura-landfill-site-bangalore-karnataka-india,ar
mavallipura-landfill-site-bangalore-karnataka-india,fr
mavallipura-landfill-site-bangalore-karnataka-india,en
mavallipura-landfill-site-bangalore-karnataka-india,it
mavallipura-landfill-site-bangalore-karnataka-india,es
mavallipura-landfill-site-bangalore-karnataka-india,tr
mavallipura-landfill-site-bangalore-karnataka-india,cn
an-naka,en
an-naka,es
an-naka,fr
an-naka,tr
an-naka,ar
an-naka,cn
an-naka,it
shell-oil-spill-at-nembe-creeks-nigeria,en
shell-oil-spill-at-nembe-creeks-nigeria,tr
shell-oil-spill-at-nembe-creeks-nigeria,ar
shell-oil-spill-at-nembe-creeks-nigeria,it
shell-oil-spill-at-nembe-creeks-nigeria,cn
shell-oil-spill-at-nembe-creeks-nigeria,es
shell-oil-spill-at-nembe-creeks-nigeria,fr
lead-smelter-in-zajaca-serbia,en
lead-smelter-in-zajaca-serbia,es
lead-smelter-in-zajaca-serbia,tr
lead-smelter-in-zajaca-serbia,ar
lead-smelter-in-zajaca-serbia,cn
lead-smelter-in-zajaca-serbia,fr
lead-smelter-in-zajaca-serbia,it
srinagar-hydro-electric-project-india,en
srinagar-hydro-electric-project-india,ar
srinagar-hydro-electric-project-india,fr
srinagar-hydro-electric-project-india,cn
srinagar-hydro-electric-project-india,tr
srinagar-hydro-electric-project-india,it
srinagar-hydro-electric-project-india,es
exxonmobil-oil-explorations-in-the-shawre-valley-kurdistan-region-of-iraq,en
