UID,name,government_actors
waste-dump-gameleiro-in-olho-dagua-das-flores-brazil,Fundacao Cultural Palmares - FCP,
waste-dump-gameleiro-in-olho-dagua-das-flores-brazil,Ministrio Publico do Estado da Bahia - MPE-BA,
waste-dump-gameleiro-in-olho-dagua-das-flores-brazil,Instituto do Meio Ambiente de Alagoas - IMA,
waste-dump-gameleiro-in-olho-dagua-das-flores-brazil,Instituto de Terras e Reforma Agrria de Alagoas - Iteral,
waste-dump-gameleiro-in-olho-dagua-das-flores-brazil,Tribunal de Justica do Estado de Alagoas,
karuturi-global-plants-sugar-and-other-crops-in-gambela-ethiopia,Ministry of Agriculture and Rural Development ,
black-granite-mutoko-zimbabwe,Zimbabwe Mining Development Corporation,
black-granite-mutoko-zimbabwe,Minerals Marketing Corporation of Zimbabwe,
black-granite-mutoko-zimbabwe,Mines Ministry,
gidderbaha-thermal-power-project-punjab-india,Government of Punjab,
puerto-brisa-sa-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
puerto-brisa-sa-colombia,Departamento de Planeación Nacional,
puerto-brisa-sa-colombia,Gobernación de la Guajira,
puerto-brisa-sa-colombia,Alcaldia del municipio de Dubulla,
massive-oil-spill-at-ilaje-communities-nigeria,Nigerian National Petroleum Corporation. NNPC,
prodesis-project-in-chiapas-mexico,SEMARNAT;,
prodesis-project-in-chiapas-mexico,Federal Government of Mexico;,
prodesis-project-in-chiapas-mexico,Chiapas State;,
prodesis-project-in-chiapas-mexico,Secretariat of Social Development of the Chiapas State (SEDESOL);,
prodesis-project-in-chiapas-mexico,Secretariat of Rural Development (SDR);,
prodesis-project-in-chiapas-mexico,Secretariat of the Indigenous Peoples ,
landazuri-santander-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
landazuri-santander-colombia,Ministerio de Minas y Energía,
landazuri-santander-colombia,Gobernacion de Santander,
landazuri-santander-colombia,Instituto Colombiano de Mineria y Geologia,
landazuri-santander-colombia,Presidencia de La Republica de Colombia,
landazuri-santander-colombia,Municipio de Landazuri,
landazuri-santander-colombia,Corporacion Autonoma Regional de Santander,
plutonium-production-near-native-american-reservations-usa,Washington State Department of Ecology,
plutonium-production-near-native-american-reservations-usa,Army Corps of Engineers,
plutonium-production-near-native-american-reservations-usa,United States Executive,
plutonium-production-near-native-american-reservations-usa,the U.S. Environmental Protection Agency,
cotui-contra-pueblo-viejo-barrick-gold-dominican-republic,Tribunal Contencioso Administrativo de la Camara Civil,
cotui-contra-pueblo-viejo-barrick-gold-dominican-republic,http://www.primicias.com.do/provincias/36-provincias/20266-jueza-se-reserva-fallo-en-demanda-barrick-goald-contra-cabildo-de-bayaguana,
guadalito-y-chiquita-against-oil-palm-companies-ecuador,Environment Ministry,
kali-gandaki-hydroelectric-project-a-nepal,Nepalese Government,
kali-gandaki-hydroelectric-project-a-nepal,Nepal Electricity Authority (NEA)- Nepal,
opencast-coal-mine-in-douglas-valley-scotland-uk,Scottish government,
opencast-coal-mine-in-douglas-valley-scotland-uk,British government,
opencast-coal-mine-in-douglas-valley-scotland-uk,South Lanarkshire Council,
love-canal-niagara-falls-usa,United States Environmental Protection Agency,
love-canal-niagara-falls-usa,New York State Department of Environmental Conservation,
love-canal-niagara-falls-usa,New York State Health Department,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Departamento Nacional de Producao Mineral - DNPM,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Instituto Nacional de Colonizacao e Reforma Agraria - INCRA,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Instituto Nacional de Meio Ambiente e Recursos Naturais Renovaveis - IBAMA,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Advocacia Geral da Uniao - AGU,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Instituto Chico Mendes de Biodiversidade ICMBio,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Instituto do Homem e Meio Ambiente da Amazonia - Imazon,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Ministrio Publico Federal - MPF,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Ministerio Publico do Trabalho - MPT,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Governo do Estado do Para,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Assembleia Legislativa do Estado do Para - ALESPA,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Instituto de Terras do Para - ITERPA,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Instituto de Desenvolvimento Economico,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Social e Ambiental do Para - IDESP,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Instituto de Desenvolvimento Florestal do Estado do Para - Ideflor,
bauxite-mining-and-deforestation-in-oriximina-para-brazil,Ministerio Publico Estadual do Para - MPE-PA,
tarbela-dam-pakistan,Government of Pakistan,
tarbela-dam-pakistan,Water and Power Development Authority ,
liquefied-natural-gas-project-papua-new-guinea,National Government,
liquefied-natural-gas-project-papua-new-guinea,Departments of Petroleum and Energy and Commerce and Industry,
liquefied-natural-gas-project-papua-new-guinea,The Australian government has helped finance the project through its largest ever export credit loan.,
merowe-dam-sudan,Sudan Ministry of Irrigation and Water Resources,
merowe-dam-sudan,DIU,
merowe-dam-sudan,NEC,
land-and-resource-use-conflicts-on-the-island-of-karimunjawa-indonesia,Karimunjawa National Park Authority,
land-and-resource-use-conflicts-on-the-island-of-karimunjawa-indonesia,under the Ministry of Forestry of the Jepara District Government,
jasodharpur-industrial-area-uttarakhand-india,,
jasodharpur-industrial-area-uttarakhand-india,Government of Uttarakhand,
jasodharpur-industrial-area-uttarakhand-india,Uttar Pradesh State Industrial Development Corporation ,
jasodharpur-industrial-area-uttarakhand-india,State Infrastructure and Industrial Development,
jasodharpur-industrial-area-uttarakhand-india,Corporation of Uttarakhand ,
jasodharpur-industrial-area-uttarakhand-india,Uttarakhand,
jasodharpur-industrial-area-uttarakhand-india,Environment Protection and Pollution Control Board,
ecological-reserve-cayapas-mataje-remacam-ecuador,Instituto Ecuatoriano Forestal y de Areas Naturals-INEFAN (Ecuadorian Institute of Forestry and Natural Areas). Later,
ecological-reserve-cayapas-mataje-remacam-ecuador,it became the Ministry of Environment,
ecological-reserve-cayapas-mataje-remacam-ecuador,Programa de Manejo de Recursos Costeros - PMRC (Costal Resource Management Program).,
ecological-reserve-cayapas-mataje-remacam-ecuador,Instituto Ecuatoriano de Reforma Agraria y Colonizacin-IERAC (ex-Ecuadorian Institue for Agrarian Reform and Colonization).,
ecological-reserve-cayapas-mataje-remacam-ecuador,Ministry of Agriculture and Livestock Ecuadorian government,
ecological-reserve-cayapas-mataje-remacam-ecuador,Ministry of Defense: La Direccin de la Marina Mercante y el Litoral,
ecological-reserve-cayapas-mataje-remacam-ecuador,DIGMER (The Direction of the Coast Merchant Marine) and the Port Authorities.,
lignite-mining-garzweiler-i-germany,North Rhine-Westfalia government,
lignite-mining-garzweiler-i-germany,government municipality of Jüchen,
visakhapatnam-port-india,A.P. Pollution Control Board,
marange-diamond-mines-pollute-rivers-zimbabwe,Ministry of Mines and Mining Development,
marange-diamond-mines-pollute-rivers-zimbabwe,Zimbabwe Mining Development Corporation,
marange-diamond-mines-pollute-rivers-zimbabwe,Minerals Marketing Corporation of Zimbabwe,
marange-diamond-mines-pollute-rivers-zimbabwe,Environmental Management Agency,
marange-diamond-mines-pollute-rivers-zimbabwe,Zimbabwe National Water Authority,
eni-companys-food-plus-biodiesel-palm-oil-project-in-niari-congo,Congolese Ministry of Agriculture,
danger-of-extinction-of-endemic-pearl-mullets-in-van-lake-turkey,District Governorship of Muradiye,
danger-of-extinction-of-endemic-pearl-mullets-in-van-lake-turkey,Van Governorship;,
danger-of-extinction-of-endemic-pearl-mullets-in-van-lake-turkey,Van Provincial Directorate of Agriculture;,
danger-of-extinction-of-endemic-pearl-mullets-in-van-lake-turkey,th Provincial Directorate of State Hydraulic Works;,
danger-of-extinction-of-endemic-pearl-mullets-in-van-lake-turkey,Muradiye Irrigation Union,
hurricane-sandy-and-low-income-residents-usa,USEPA,
hurricane-sandy-and-low-income-residents-usa,FEMA,
hurricane-sandy-and-low-income-residents-usa,HUD,
hurricane-sandy-and-low-income-residents-usa,Fish and Wildlife Services,
hurricane-sandy-and-low-income-residents-usa,White House,
hurricane-sandy-and-low-income-residents-usa,NOAA,
hurricane-sandy-and-low-income-residents-usa,Department of Homeland Security,
hurricane-sandy-and-low-income-residents-usa,and others.,
incinerator-in-son-reus-mallorca-spain,Government of Balearic Islands and Mallorca,
exploracion-de-oro-y-otros-minerales-en-quindio-colombia,Ministerio de Minas y Energia,
exploracion-de-oro-y-otros-minerales-en-quindio-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
exploracion-de-oro-y-otros-minerales-en-quindio-colombia,Instituto Colombiano de Geologia y Mineria ,
exploracion-de-oro-y-otros-minerales-en-quindio-colombia,Contraloria General de la Republica,
exploracion-de-oro-y-otros-minerales-en-quindio-colombia,Corporacion Autonoma Regional del Quindio,
exploracion-de-oro-y-otros-minerales-en-quindio-colombia,Gobernacion del Quindio,
gerze-coal-burned-thermal-power-plant-turkey,The Ministry of Environment and Urbanisation,
gerze-coal-burned-thermal-power-plant-turkey,Energy Market Regulatory Board,
gerze-coal-burned-thermal-power-plant-turkey,Provincial Directorate of Forestry,
gerze-coal-burned-thermal-power-plant-turkey,Sinop Governorship,
gerze-coal-burned-thermal-power-plant-turkey,Sinop Provincial Directorate of Agriculture,
gerze-coal-burned-thermal-power-plant-turkey,Gerze Municipality,
quevedo-vinces-multi-purpose-project-ecuador,Constitutional Court,
quevedo-vinces-multi-purpose-project-ecuador,Ecuadorian government,
quevedo-vinces-multi-purpose-project-ecuador,Secretara Nacional del Agua-SENAGUA ,
quevedo-vinces-multi-purpose-project-ecuador,Environment Ministry,
quevedo-vinces-multi-purpose-project-ecuador,First stage: Comision de Estudios para el Desarrollo de la Cuenca del Rio Guayas-CEDEGE ,
quevedo-vinces-multi-purpose-project-ecuador,mayors of the province Los Rios,
quevedo-vinces-multi-purpose-project-ecuador,the prefecture of Los Rios,
quevedo-vinces-multi-purpose-project-ecuador,Consejo Nacional de Recursos Hdricos-CNRH ,
quevedo-vinces-multi-purpose-project-ecuador,Energy and Mines Ministry,
quevedo-vinces-multi-purpose-project-ecuador,the Ombudsman.,
quevedo-vinces-multi-purpose-project-ecuador,Second stage: Ecuadorian government,
bauxite-mining-in-juruti-para-brazil,Instituto Nacional de Colonizacao e Reforma Agraria - INCRA,
bauxite-mining-in-juruti-para-brazil,Ministerio Publico Federal - MPF,
bauxite-mining-in-juruti-para-brazil,Ministerio Publico Estadual - MPE,
hydraulic-fracturing-fracking-in-the-karoo-south-africa,Department of Energy,
hydraulic-fracturing-fracking-in-the-karoo-south-africa,PASA ,
hydraulic-fracturing-fracking-in-the-karoo-south-africa,Department of Mineral Affairs ,
paramo-rabanal-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
paramo-rabanal-colombia,Parques Nacionales Naturales de Colombia,
paramo-rabanal-colombia,Defensoria del Pueblo,
paramo-rabanal-colombia,Gobernacion de Cundinamarca,
paramo-rabanal-colombia,Gobernacion de Boyacá,
paramo-rabanal-colombia,Alcaldia de Guachetá y Lenguazaque,
paramo-rabanal-colombia,Corporación Autónoma Regional de Cundinamarca - CAR,
paramo-rabanal-colombia,Corporación Autónoma Regional de Chivor - Corpochivor,
paramo-rabanal-colombia,Corporación Autónoma Regional de Boyacá - Corpoboyacá,
trans-pyrenean-central-corridor-spain-france,Spanish state through the Ministry of Development.,
trans-pyrenean-central-corridor-spain-france,Aragon regional Government,
trans-pyrenean-central-corridor-spain-france,French state,
ashaninka-people-against-dams-peru,Govts. of Peru and Brazil,
san-glorio-ski-complex-spain,Junta de Castilla y León ,
san-glorio-ski-complex-spain,Cantabria Government,
san-glorio-ski-complex-spain,Town Council of Boca de Huérgano ,
san-glorio-ski-complex-spain,Spanish Ministry of Environment,
aranmula-greenfield-airport-aga-project-india,Government of India,
aranmula-greenfield-airport-aga-project-india,Kerala Government,
aranmula-greenfield-airport-aga-project-india,Union Ministry of Civil Aviation,
aranmula-greenfield-airport-aga-project-india,Ministry of Defence,
aranmula-greenfield-airport-aga-project-india,Ministry of Home Affairs,
loc-valley-cide-hydroelectric-power-plant-turkey,Ministry of Energy and Natural Resources,
loc-valley-cide-hydroelectric-power-plant-turkey,EPDK- Energy Market Regulatory Authority,
loc-valley-cide-hydroelectric-power-plant-turkey,DS- General Directorate of State Hydraulic Works,
loc-valley-cide-hydroelectric-power-plant-turkey,Ministry of Forestry and Water Affairs.,
areva-uranium-mines-in-agadez-niger,Ministry of the Environment,
areva-uranium-mines-in-agadez-niger,President of Niger,
areva-uranium-mines-in-agadez-niger,Ministry of Mines,
areva-uranium-mines-in-agadez-niger,Ministry of Energy and Oil,
areva-uranium-mines-in-agadez-niger,Ministry of Information,
areva-uranium-mines-in-agadez-niger,CNRP ,
la-parota-dam-mexico,Federal Government of Mexico,
la-parota-dam-mexico,Government of the State of Guerrero - Mexico,
teak-forest-exploitation-south-sudan,Ministry of Environment,
teak-forest-exploitation-south-sudan,Ministry of Agriculture and Forestry,
teak-forest-exploitation-south-sudan,Ministry of Commerce,
teak-forest-exploitation-south-sudan,Industry and Investment,
sarawak-forest-department-acacia-plantation-project-malaysia,Sarawak Forests Departament ,
grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada,Federal Government,
grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada,Ontario Government,
grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada,Ontario Ministry of Natural Resources,
canaverales-la-guajira-colombia,Ministerio de Minas y Energia,
canaverales-la-guajira-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
canaverales-la-guajira-colombia,Gobernación de la Guajira,
canaverales-la-guajira-colombia,Alcaldia del municipio de San Juan del Cesar,
canaverales-la-guajira-colombia,Corporación Autónoma de La Guajira ,
oil-extraction-forces-ogoni-to-consume-benzene-water-for-survival-nigeria,Nigerian National Petroleum Corporation,
botrosa-logging-company-in-el-pambilar-ecuador,Ministry of Environment,
botrosa-logging-company-in-el-pambilar-ecuador,The Ministry of Agriculture and Livestock,
botrosa-logging-company-in-el-pambilar-ecuador,National Institute of Agrarian Development,
botrosa-logging-company-in-el-pambilar-ecuador,The Comptroller General of the State,
botrosa-logging-company-in-el-pambilar-ecuador,The ombudsman,
botrosa-logging-company-in-el-pambilar-ecuador,The Ministry of Coordination for Cultural and Natural Heritage,
pachon-argentina-chile,Gobernador de San Juan,
pachon-argentina-chile,Jose Luis Gioja ,
ida-mountain-kazdagi-prospecting-for-gold-turkey,Governorship of Canakkale,
ida-mountain-kazdagi-prospecting-for-gold-turkey,Mineral Research and Exploration Institute,
ida-mountain-kazdagi-prospecting-for-gold-turkey,Provincial Forestry and Water Affairs Directorate,
ida-mountain-kazdagi-prospecting-for-gold-turkey,Provincial Environmental Directorate,
capao-xavier-mine-brazil,Fundacao Estadual de Meio Ambiente ,
capao-xavier-mine-brazil,Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentavel de Minas Gerais ,
capao-xavier-mine-brazil,Conselho de Política Ambiental de Minas Gerais ,
capao-xavier-mine-brazil,Ministerio Publico do Estado de Minas Gerais ,
capao-xavier-mine-brazil,Assembleia Legislativa do Estado de Minas Gerais ,
chicomuselo-contra-blackfire-chiapas,Gobernador de Chiapas,
chicomuselo-contra-blackfire-chiapas,Municipio de Chicomuselo,
chicomuselo-contra-blackfire-chiapas,Juez de Tuxtla Gutierrez,
katni-power-station-madhya-pradesh-india,Government of Madhya Pradesh,
katni-power-station-madhya-pradesh-india,Madhya Pradesh Pollution Control Board,
katni-power-station-madhya-pradesh-india,Madhya Pradesh State Janata Dal United (JDU): the party has advocated in favour of the farmers.,
curipamba-sur-bolivar-ecuador,Ministerio del Ambiente,
curipamba-sur-bolivar-ecuador,Ministerio de Recursos Naturales No Renovables,
curipamba-sur-bolivar-ecuador,Fiscalia de Echandia,
curipamba-sur-bolivar-ecuador,Gobernacion de Bolivar.,
curipamba-sur-bolivar-ecuador,Municipio de Las Naves,
damodar-valley-corporation-dvc-thermal-power-plant-at-raghunathpur-india,Government of West Bengal,
damodar-valley-corporation-dvc-thermal-power-plant-at-raghunathpur-india,West Bengal Pollution Control Board,
granadilla-port-in-tenerife-spain,Spanish government,
granadilla-port-in-tenerife-spain,Canarian government,
granadilla-port-in-tenerife-spain,Granadilla de Abona Town Council,
lignite-mining-nochten-ii-germany,Regional Planning Association Upper Lusatia-Lower Silesia,
lignite-mining-nochten-ii-germany,Saxon Ministry of the Interior,
sugar-cane-factory-la-troncal-ecuador,The Ministry of Industry,
sugar-cane-factory-la-troncal-ecuador,Commerce,
sugar-cane-factory-la-troncal-ecuador,Integration and Fish.,
sugar-cane-factory-la-troncal-ecuador,National Finance Corporation,
sugar-cane-factory-la-troncal-ecuador,Municipality of La Troncal.,
stara-zagora-landfill-site-bulgaria,Ministry of Environment and Water,
stara-zagora-landfill-site-bulgaria,Stara Zagora Municipality,
stara-zagora-landfill-site-bulgaria,REIW Stara Zagora,
privatisation-of-natural-gas-pacific-lng-bolivia,YPFB - Bolivia,
privatisation-of-natural-gas-pacific-lng-bolivia,COB - Bolivia,
privatisation-of-natural-gas-pacific-lng-bolivia,MAS - Bolivia,
proyecto-mande-norte-murindo-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
proyecto-mande-norte-murindo-colombia,Presidencia de La Republica,
proyecto-mande-norte-murindo-colombia,Ministerio del Interior,
proyecto-mande-norte-murindo-colombia,Defensoria del Pueblo,
proyecto-mande-norte-murindo-colombia,Corporacion Autonoma Regional de Antioquia ,
proyecto-mande-norte-murindo-colombia,Corte Constitucional de Colombia,
proyecto-mande-norte-murindo-colombia,Ministerio de Justicia,
proyecto-mande-norte-murindo-colombia,Ministerio de Defensa,
proyecto-mande-norte-murindo-colombia,Gobernacion de Antioquia y Choco,
proyecto-mande-norte-murindo-colombia,Parlamento Britanico,
karchana-power-plant-uttar-pradesh-india,Government of Uttar Pradesh,
karchana-power-plant-uttar-pradesh-india,Allahabad High Court,
coal-mining-pollution-santa-catarina-brazil,Departamento Nacional de Produção Mineral ,
coal-mining-pollution-santa-catarina-brazil,Instituto Brasileiro de Meio Ambiente e Recursos Naturais Renováveis ,
coal-mining-pollution-santa-catarina-brazil,Agência Nacional de Energia Elétrica ,
coal-mining-pollution-santa-catarina-brazil,Ministério Público Federal ,
unity-state-oil-pollution-south-sudan,Ministry of Environment,
unity-state-oil-pollution-south-sudan,Ministry of Finance and Economic Planning,
unity-state-oil-pollution-south-sudan,Ministry of Water Resources and Irrigation,
unity-state-oil-pollution-south-sudan,Ministry of Petroleum and Mining,
demarcation-of-indios-land-in-the-serra-do-padeiro-brazil,Ministerio Publico Federal - MPF,
demarcation-of-indios-land-in-the-serra-do-padeiro-brazil,Fundacao Nacional do Indio - FUNAI,
demarcation-of-indios-land-in-the-serra-do-padeiro-brazil,Policia Federal - PF,
demarcation-of-indios-land-in-the-serra-do-padeiro-brazil,Fundacao Nacional de Saude - FUNASA,
demarcation-of-indios-land-in-the-serra-do-padeiro-brazil,Ministerio da Justica - MJ,
agips-oil-spill-in-abacheke-community-nigeria,Nigeria Federal Government agencies,
agips-oil-spill-in-abacheke-community-nigeria,such as NESREA (National Environmental Standards and Regulation Agency) and NOSDRA ,
wullar-barrage-tulbul-project-in-kashmir-india,Government of India,
wullar-barrage-tulbul-project-in-kashmir-india,Government of Pakistan,
wullar-barrage-tulbul-project-in-kashmir-india,Ministry of Water Resources,
wullar-barrage-tulbul-project-in-kashmir-india,Ministry of Water and Power,
sarayacu-oil-extraction-in-block-23-ecuador,Ministerio de Minas y Petrleo,
sarayacu-oil-extraction-in-block-23-ecuador,Ecuador Government,
sarayacu-oil-extraction-in-block-23-ecuador,CIDH - USA,
malibya-irrigated-agricultural-scheme-in-segou-mali,Office du Niger ,
malibya-irrigated-agricultural-scheme-in-segou-mali,Muammar Gaddafi ,
malibya-irrigated-agricultural-scheme-in-segou-mali,President Amadou Toumani Toure ,
malibya-irrigated-agricultural-scheme-in-segou-mali,Malian Minister of Agriculture Tiemoko Sangare,
malibya-irrigated-agricultural-scheme-in-segou-mali,Dr. Aboubaker al Mansoury ,
nuclear-waste-disposal-bure-france,Ministry of Ecology,
nuclear-waste-disposal-bure-france,Sustainable Development and Energy.,
nuclear-waste-disposal-bure-france,Autorite de Surete Nucleaire.,
los-micos-beach-and-golf-resort-project-honduras,The government of Honduras;,
los-micos-beach-and-golf-resort-project-honduras,The government of Italy,
demeter-international-katondo-farm-project-bwabwata-national-park-in-mbukushu-district-namibia,Ministry of Environment and Tourism,
demeter-international-katondo-farm-project-bwabwata-national-park-in-mbukushu-district-namibia,Hambukushu Traditional Authority,
new-forests-in-uganda,Ugandan National Forestry Authority,
new-forests-in-uganda,Uganda Government,
new-forests-in-uganda,Ministry for Internal Affairs,
new-forests-in-uganda,Ministry for Water and Environment,
new-forests-in-uganda,the Ministry for Lands,
new-forests-in-uganda,and the Resident District Commissioner,
sona-panama,Gobierno Municipal de Son,
coal-mine-of-baradarha-thermal-power-station-chhattisgarh-india,Government of Chattisgarh,
weir-figueiredo-farmers-and-compensation-brazil,Instituto Nacional de Colonizacao e Reforma Agraria - INCRA,
weir-figueiredo-farmers-and-compensation-brazil,Ministerio Publico Federal - MPF,
weir-figueiredo-farmers-and-compensation-brazil,Advocacia Geral da Uniao - AGU,
weir-figueiredo-farmers-and-compensation-brazil,Defensoria Publica da Uniao - DPU,
weir-figueiredo-farmers-and-compensation-brazil,Controladoria Geral da Uniao - CGU,
coca-cola-jaipur-india,Municipality of Jaipur.,
sultan-marshes-wetland-turkey,The General Directorate of State Hydraulic Works ,
sultan-marshes-wetland-turkey,(Central Office,
sultan-marshes-wetland-turkey,Provincial Directorate of Kayseri,
sultan-marshes-wetland-turkey,Regional Directorate of Kayseri),
sultan-marshes-wetland-turkey,Provincial Directorate of Nature Conservation and National Parks - Kayseri,
sultan-marshes-wetland-turkey,Provincial Directorate of Agriculture - Kayseri,
mahuva-movement-against-proposed-nirma-cement-plant-india,Government of India,
mahuva-movement-against-proposed-nirma-cement-plant-india,Government of Gujarat,
mahuva-movement-against-proposed-nirma-cement-plant-india,National Green Tribunal,
mahuva-movement-against-proposed-nirma-cement-plant-india,Gujarat High Court,
mahuva-movement-against-proposed-nirma-cement-plant-india,Ministry of Environment and Forests (MoEF,
water-contamination-from-paper-mills-at-penobscot-reservation-usa,Main Department of Environmental Protection,
water-contamination-from-paper-mills-at-penobscot-reservation-usa,USEPA,
gmos-in-catalunya-spain,Catalan Regional government,
gmos-in-catalunya-spain,Departament dAgricultura,
gmos-in-catalunya-spain,Ramaderia,
gmos-in-catalunya-spain,Pesca,
gmos-in-catalunya-spain,Alimentació i Medi Natural,
gmos-in-catalunya-spain,Ministerio de Agricultura,
gmos-in-catalunya-spain,Alimentación y Medio Ambiente,
gmos-in-catalunya-spain,Consell Català de la Producció Agrària Ecològica,
huasco-petcoke-chile,Comisión Nacional del Medio Ambiente CONAMA,
dobrich-landfill-site-bulgaria,Ministry of Environment and Water,
dobrich-landfill-site-bulgaria,Dobrich Municipality,
dobrich-landfill-site-bulgaria,Dobrich Region,
dobrich-landfill-site-bulgaria,Regional Inspectorate of Environment and Water - Varna,
dobrich-landfill-site-bulgaria,Managing authority of Operational Programme Environment 2007-2013,
exploratory-fracking-in-arquetu-cantabria-spain,Spanish government,
exploratory-fracking-in-arquetu-cantabria-spain,Cantabrian regional governement,
noble-group-plans-palm-oil-plantations-in-papua-indonesia,The President,
noble-group-plans-palm-oil-plantations-in-papua-indonesia,unknown government actors with power to reject merging of Wilmar & Noble’s subsidiaries.,
quilombolas-land-demarcation-dourados-ms-brazil,Instituto Nacional de Colonizacao e Reforma Agraria - INCRA,
quilombolas-land-demarcation-dourados-ms-brazil,Ministerio Publico Federal - MPF,
quilombolas-land-demarcation-dourados-ms-brazil,Fundacao Cultural Palmares - FCP,
quilombolas-land-demarcation-dourados-ms-brazil,Fundacao Nacional de Saude - FUNASA,
quilombolas-land-demarcation-dourados-ms-brazil,Tribunal Regional Federal da 1ª Regiao - TRF1,
quilombolas-land-demarcation-dourados-ms-brazil,Instituto Historico e Geografico de Mato Grosso do Sul - IHGMS,
congo-agricultureagrisa-farmland-in-malolo-congo,Dr. Pieter Mulder,
congo-agricultureagrisa-farmland-in-malolo-congo,Deputy Minister of Agriculture in South Africa,
congo-agricultureagrisa-farmland-in-malolo-congo,Department of Trade and Industry (DTI) in South Africa,
congo-agricultureagrisa-farmland-in-malolo-congo,Rigobert Maboundou,
congo-agricultureagrisa-farmland-in-malolo-congo,Congo†™s Minister of Agriculture and Livestock,
alto-parana-en-misiones-argentina,Ministerio de Ambiente de Argentina,
alto-parana-en-misiones-argentina,Gobierno de la Provincia de Misiones,
alto-parana-en-misiones-argentina,Cámara de Diputados,
alto-parana-en-misiones-argentina,Cámara de Representantes de Misiones,
taean-national-park-oil-spill-south-korea,Ministry of Industry,
taean-national-park-oil-spill-south-korea,Ministry of the Environment,
tourism-and-indigenous-rights-in-hawaii-usa,Governor of Hawaii,
tourism-and-indigenous-rights-in-hawaii-usa,Office of Hawaiian Affairs ,
new-forests-company-and-plantation-uganda,Ugandan National Forestry Authority,
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,CONAMA - Chile,
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,Government of Chile,
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,Consejo de Defensa del Estado,
yasuni-national-park-itt-oil-extraction-ecuador,Ministry for Oil and Mining Ecuador,
yasuni-national-park-itt-oil-extraction-ecuador,President Rafael Correa of Ecuador,
pirquitas-amenaza-aguas-de-jujuy-argentina,Secretaria de Minas de la Nación,
pirquitas-amenaza-aguas-de-jujuy-argentina,Dirección Provincial de Minería y Recursos Energéticos,
pirquitas-amenaza-aguas-de-jujuy-argentina,Juzgado Administrativo de Minas de Jujuy,
pirquitas-amenaza-aguas-de-jujuy-argentina,Comisión Municipal de Minas de Pirquitas,
pirquitas-amenaza-aguas-de-jujuy-argentina,Ministro de Producción,
pirquitas-amenaza-aguas-de-jujuy-argentina,Ing. Walter Díaz Benetti,
pirquitas-amenaza-aguas-de-jujuy-argentina,En febrero de 2008 el Fiscal General de Tucumán se hizo eco de la denuncia de contaminación de los grupos indígenas afectados.,
pirquitas-amenaza-aguas-de-jujuy-argentina,Director de Minería de,
pirquitas-amenaza-aguas-de-jujuy-argentina,la Provincia de Jujuy,
pirquitas-amenaza-aguas-de-jujuy-argentina,Consejera de RSE para el Sector Extractivo del Gobierno de Canadá,
pirquitas-amenaza-aguas-de-jujuy-argentina,Jueza Administrativa,
pirquitas-amenaza-aguas-de-jujuy-argentina,de Minas de Jujuy,
uranium-mining-in-jadugoda-jharkhand-india,Government of India,
uranium-mining-in-jadugoda-jharkhand-india,Department of Atomic Energy,
uranium-mining-in-jadugoda-jharkhand-india,Atomic Energy Regulatory Board,
minas-de-carbon-en-isla-guafo-chile,Intendencia de Puerto Montt,
oil-spill-at-makaraba-village-nigeria,Nigerian National Petroleum Corporation,
rajasthan-atomic-power-station-raps-india,Government of India,
rajasthan-atomic-power-station-raps-india,Government of Rajasthan,
illegal-bunkering-causes-first-spill-on-agip-pipeline-in-oruma-community,Nigerian National Petroleum Corporation.,
illegal-bunkering-causes-first-spill-on-agip-pipeline-in-oruma-community,Nigerian Department of Petroleum Resources.,
chirano-gold-mines-compensation-struggle-ghana,Department of Lands and Natural Resource,
chirano-gold-mines-compensation-struggle-ghana,Land Valuation Division,
chirano-gold-mines-compensation-struggle-ghana,Department of Finance and Economic Planning,
