UID,updated_at,slug,name,locale,id,headline
nam-mang-3-hydropower-dam-unprecedented-dam-protests-in-a-repressed-lao-pdr,2022-04-25,nam-mang-3-hydropower-dam-unprecedented-dam-protests-in-a-repressed-lao-pdr,"Nam Mang 3 hydropower dam, Lao PDR",en,1865,The comparatively small Nam Mang 3 hydropower and irrigation dam caused the first villager-led protests against the rapidly growing hydropower sector in Lao PDR
mopa-international-airport-north-goa-india,2023-04-25,mopa-international-airport-north-goa-india,"Mopa International airport (North Goa), India",en,948,"A new international airport at Mopa in North Goa is going to be developed. Locals of Mopa are against the proposed project, claiming that they would lose their homes, plantations and their livelihood."
mendiola-massacre,2022-03-15,mendiola-massacre,"Mendiola massacre against farmers demanding genuine land reform, Manila, The Philippines",en,5797,"On Jan. 22, 1987, 10,000 farmers and peasants led by the  Kilusang Magbubukid ng Pilipinas (KMP) were gunned down in the city of Manila by police and the military when they asked for a genuine land reform."
rowghat-iron-ore-mines-chhattisgarh-india,2023-07-18,rowghat-iron-ore-mines-chhattisgarh-india,"Rowghat Iron ore mines, CG, India",en,2516,"Suppression of an environmental justice movement by adivasis through police brutality, and militarization in Chhattisgarh in order to maintain supply of iron ore to the Bhilai Steel Plant."
abestos-mine-in-bom-jesus-da-serra-and-eternit-factory-in-simoes-filho-brazil,2022-05-02,abestos-mine-in-bom-jesus-da-serra-and-eternit-factory-in-simoes-filho-brazil,"Asbestos Mine in Bom Jesus da Serra and Eternit Factory in Simoes Filho, Brazil",en,201,The mine Sao Felix do Amianto was opened between 1939 and 1967 in Bom Jesus da Serra and Poçoes in Bahia. The company Eternit  belonged to Stephen Schmidheiny.
biomass-power-plant-pecs-hungary,2022-05-02,biomass-power-plant-pecs-hungary,"Biomass power plant, Pécs, Hungary",en,536,
noor-solar-power-complex-ouarzazate,2023-07-18,noor-solar-power-complex-ouarzazate,"Noor solar power complex, Morocco",en,2680,"Ouarzazate hosts the world's newest and largest solar power plant. Yet, this case of land grabbing challenges us to remain critical of the claim that any move toward renewable energy, regardless of how it is carried out, is to be welcomed."
stone-forestal,2022-05-02,stone-forestal,"Environmental defenders against Gmelina Tree plantations, Costa Rica",en,3266,"In the early 1990s environmental defenders opposed Stone Container's plans for Melina tree plantations, defending one of the most biodiverse zones of the country. This conflict is related to the death of four young activists. "
elsipogtog-first-nation-v-fracking-nb-canada,2021-10-14,elsipogtog-first-nation-v-fracking-nb-canada,"Elsipogtog First Nation v. Fracking, NB, Canada",en,385,
bulacan-aerotropolis,2022-05-02,bulacan-aerotropolis,"Bulacan Aerotropolis threatens fishing livelihoods, Philippines",en,3681,Proposed construction of Bulacan Aerotropolis in Manila Bay threatens 700 families in the town on Taliptip with displacement and loss of their fishing livelihoods. Thousands more fisherfolk and salt-makers would be affected by land reclamation.
cambio-de-categoria-del-area-natural-protegida-y-deforestacion-en-el-nevado-de-toluca-mexico,2023-07-30,cambio-de-categoria-del-area-natural-protegida-y-deforestacion-en-el-nevado-de-toluca-mexico,"Área Natural Protegida y deforestación en el Nevado de Toluca, México",en,5495,"El Nevado de Toluca ha cambiado de categoría de Área Protegida pasando de Parque Nacional a Área de Protección de la Flora y la Fauna, lo que permite la tala comercial y la llegada de actores e intereses ajenos a las comunidades locales. "
represa-la-salvajina-colombia,2021-10-14,represa-la-salvajina-colombia,"Represa La Salvajina, Colombia",en,702,
illegal-falcon-trade-in-syria,2023-02-15,illegal-falcon-trade-in-syria,"Illegal falcon hunting crisis, Syria",en,6274,"Illegal falcon trade booms in Syria amid war, economic hardship and lack of law enforcement"
rights-of-nature-maori-resistance-results-in-te-urewera-former-national-park-gaining-legal-personality,2023-06-11,rights-of-nature-maori-resistance-results-in-te-urewera-former-national-park-gaining-legal-personality,"Māori resistance results in Te Urewera gaining legal personality, New Zealand",en,2820,"Decades of resistance led by Tūhoe Maori has resulted in their ancestral land, Te Urewera, being granted legal personality and Tūhoe reclamation of management rights."
paz-del-rio-boyaca-colombia,2022-05-02,paz-del-rio-boyaca-colombia,"Paz del Río, Boyacá, Colombia",en,713,
certej-gold-mining-romania,2023-06-11,certej-gold-mining-romania,"Certej gold mining, Romania",en,1457,"Eldorado Gold, a low cost Canadian gold mining company, intends to open Romania’s first cyanide based open-pit gold mine. The proposal is facing both strong national and international opposition."
large-scale-wind-farm-in-sami-reindeer-pastures,2022-05-02,large-scale-wind-farm-in-sami-reindeer-pastures,"Large-scale Wind Farm in Sami reindeer land, Sweden",en,2271,"More than 1,000 turbines (4,000 MW) are being constructed in Sami herding lands.  The UN and ONGs press the Swedish government and private financial institutions to respect Sami land and human rights."
ile-a-vache-haiti,2022-05-02,ile-a-vache-haiti,"Proyecto turístico Île à Vache, Haití",en,1326,"El desarrollo turístico en esta pequeña isla de Haiti implica el desalojo de sus pobladores o por lo menos su reubicación, y el fin de sus fuentes de subsistencia."
shells-faulty-equipments-pollutes-bunu-tai-community-nigeria,2022-06-01,shells-faulty-equipments-pollutes-bunu-tai-community-nigeria,"Shell spill and pollution in the Bunu-Tai community, Ogoni land, Nigeria",en,584,"Bunu-Tai community, their farmlands, and other small villages were polluted by Shell's spills who is not being held accountable"
street-protest-in-kuzbass,2021-10-31,street-protest-in-kuzbass,"Toxic undeground burning of coal tailings in and around Apanas, Kemerovo,  Russia",en,5238,"Residents successfully resisted plans to destroy the only road leading to their village for mining. However, they continue suffering from toxic fumes of smoldering abandoned coal tailings."
uranium-mining-in-kakadu-national-park-australia,2021-10-14,uranium-mining-in-kakadu-national-park-australia,"Uranium mining in Kakadu National Park, Australia",en,4027,"The injustice of uranium mining in Kakadu National Park is not the only one in Australia against aboriginal communities. By 2019, the Ranger uranium mine is facing enormous rehabilitation costs. "
terminale-galleggiante-per-la-rigassificazione-di-gnl-di-livorno,2021-10-14,terminale-galleggiante-per-la-rigassificazione-di-gnl-di-livorno,"Harris Superquarry, ÉcoSse, Royaume-Uni",es,4599,"En Avril 2004, La Société Lafarge en Abandonné Ses Proyectos Pour Une Très Grande Carrière de Pierre à Lingerbay à Harris, En Écosse, Après Une Social Bataille et Juridique de Douce Ans. Un Grand Triomphe pour Les Environnementalistes Tels Que des Amis de la Terre Escocia."
kintyre-uranium-mine-australia,2022-01-04,kintyre-uranium-mine-australia,"Kintyre Uranium Mine, Australia",en,5712,"Members of the Martu community embarked on a week-long march to protest against Kintyre uranium mine, walking 110 kms to the site. "
hidroelectrica-renace-embresa-de-florentino-perez-guatemala,2022-05-02,hidroelectrica-renace-embresa-de-florentino-perez-guatemala,"Hidroeléctricas Renace y Oxec , empresa de Florentino Pérez, Guatemala",en,2438,"Five hydroelectric plants in the Cahabón River, in Q'eqchi' territory, bringing violence, loss of water for the communities, loss of biodiversity and means of livelihood.  Three plants operative, two suspended."
gorongosa-and-carbon-market-mozambique,2022-05-02,gorongosa-and-carbon-market-mozambique,"Gorongosa and carbon market, Mozambique",en,145,
gold-mining-in-indawgyi-lake,2023-07-18,gold-mining-in-indawgyi-lake,"Gold mining in Indawgyi Lake, Myanmar",en,3338,"Despite being recognized by the UNESCO as an area of high conservation value, gold mining is happening in the surroundings of the Indawgyi Lake, contaminating the waters with mercury and cyanide and increasing the sedimentation in the lake. "
braslovce-highway-plan-slovenia,2021-10-14,braslovce-highway-plan-slovenia,"Braslovce Highway plan, Slovenia",en,400,
oil-spillage-ethiope-river-nigeria,2022-01-04,oil-spillage-ethiope-river-nigeria,"Oil Spillage Ethiope River, Nigeria",en,546,
construction-of-a-highway-over-a-radioactive-waste-disposal-site-in-a-souther-region-of-moscow,2021-10-14,construction-of-a-highway-over-a-radioactive-waste-disposal-site-in-a-souther-region-of-moscow,"Construction of a highway over a radioactive waste disposal site, Moscow, Russia",en,5240,A strong opposition by local and international activists against the construction of a highway over a radioactive waste disposal site in a southern region of Moscow.
elk-valley-coal-mines-selenium-pollution,2021-10-14,elk-valley-coal-mines-selenium-pollution,"Elk Valley Coal Mines Selenium Pollution in BC, Canada",en,5068,Teck Resources coal mines are producing hazardous levels of selenium and endangering local wildlife and livelihoods in the Elk Valley Region. 
prey-lang-forest-movement-against-deforestation-and-agro-industries-cambodia,2023-07-30,prey-lang-forest-movement-against-deforestation-and-agro-industries-cambodia,"Prey Lang forest movement against deforestation, mining and agro-industries, Cambodia",en,1768,
pobladores-de-canchis-se-oponen-a-construccion-de-hidroelectrica-sallca-pucara-peru,2022-04-25,pobladores-de-canchis-se-oponen-a-construccion-de-hidroelectrica-sallca-pucara-peru,"Hidroeléctrica Sallca Pucará, Perú",en,2113,Desvío del río afectará a 19.000 familias pertenecientes a comunidades campesinas que dependen de la agricultura. La empresa busca consenso en la comunidad creando divisiones y conflictos
yambol-landfill-site-bulgaria,2022-05-02,yambol-landfill-site-bulgaria,"Yambol Landfill Site, Bulgaria",en,327,
parque-eolico-jepirachi-colombia,2022-05-02,parque-eolico-jepirachi-colombia,"Parque eólico Jepirachi, Colombia",en,689,
mining-sacred-kushtau-hill-russia,2021-10-14,mining-sacred-kushtau-hill-russia,"Mining limestone at 'Sacred' Kushtau Hill, Russia",en,5189,Mining at 'Sacred' Kushtau hill in the Southern Ural was successfully stoped after collective action protests. The site is designated as a protected area.
imphal-airport-expansion-manipur-india,2022-05-02,imphal-airport-expansion-manipur-india,"Imphal Airport Expansion, Manipur, India",en,1523,"The state Government of Manipur planned to expand its airport, that will become the first international airport of the North East. The government notified to acquire land from land currently allocated to agriculture."
ramlet-el-bayda-lebanon,2023-04-25,ramlet-el-bayda-lebanon,"Ramlet el Bayda, Lebanon",en,2466,"The Ramlet el Bayda beach located on the seashore of Lebanon’s capital, Beirut, is threatened by the ongoing privatization of most of the capital’s publicly used spaces, started during the chaos of the Lebanese Civil War."
kalkar-a-bad-joke-germany,2021-10-14,kalkar-a-bad-joke-germany,"Kalkar's sodium-cooled fast breeder reactor prototype, Germany",en,2376,"The SNR-300, a prototype fast breeder reactor to be built at Kalkar, near the Rhine, was not put into operation because of strong protests. The site and some buildings were turned into Wunderland Kalkar, an amusement park."
navi-mumbai-airport,2023-07-30,navi-mumbai-airport,"Navi Mumbai Airport, Panvel, India",en,3652,"About 3,500 families residing in 10 villages  are being displaced to make way for Navi Mumbai Airport. Their long struggle for fair rehabilitation began in 2010 and pre-construction work began in 2017 with many villagers still living on the site."
sierra-de-la-ventana-argentina,2022-05-02,sierra-de-la-ventana-argentina,"Sierra de la Ventana, Argentina",en,745,
represa-rio-rancheria-la-guajira-colombia,2023-04-25,represa-rio-rancheria-la-guajira-colombia,"Represa El Cercado en el río Ranchería, La Guajira, Colombia",en,2129,"El río Ranchería ha sido represado para abastecer cultivos de arroz, palma y  minería, dejando sin agua a miles de indígenas que están muriendo de sed. El caso ahora a la CIDH, la comunidad Wayúu espera su pronunciamiento"
cerro-colorado-chile,2022-04-29,cerro-colorado-chile,"Mining company Cerro Colorado, Chile",en,756,"Currently (2020) several judicial processes are still open between the communities and the company BHP-Billiton, the largest private mining actor in Chile"
novi-han-nuclear-waste-storage-bulgaria,2021-10-14,novi-han-nuclear-waste-storage-bulgaria,"Novi Han nuclear waste storage, Bulgaria",en,338,
xiegou-coal-mine-lvliang-shanxi-china,2023-07-31,xiegou-coal-mine-lvliang-shanxi-china,"Xiegou coal mine, Lvliang, Shanxi, China",en,6336,Xiegou coal mine faces public interest litigation from Friends of Nature (FON). FON volunteer faced violence from the coal mine during site visit and investigation.
oil-spillage-in-nagaland-india,2021-10-14,oil-spillage-in-nagaland-india,"Oil Spillage in Nagaland, India",en,920,
planta-de-licuefaccion-de-gas-de-sempra-energy-en-ensenada-baja-california-mexico,2023-08-05,planta-de-licuefaccion-de-gas-de-sempra-energy-en-ensenada-baja-california-mexico,"Planta de licuefacción de gas de Sempra Energy en Ensenada, Baja California, México",en,5538,En Ensenada la población local se opone al proyecto de la empresa Sempra Energy de ampliación de su planta regasificadora para añadir la capacidad de licuefacción con el objetivo de exportar gas proveniente de Estados-Unidos hacia Asia. 
guqiao-coal-mine-anhui-china,2023-02-13,guqiao-coal-mine-anhui-china,"Coal mining led to land subsidence in Guqiao, Fengtai County, Anhui Province, China",en,6066,"Gubei and Guqiao coal mine, have led to significant land subsidence issues and resistance by local communities over the years due to land disputes, relocation issues and environmental pollution."
corib-gas-in-rossport-ireland,2023-07-18,corib-gas-in-rossport-ireland,"Corib Gas in Rossport, Ireland",en,66,
southwood-timber-corporations-logging-activities-on-ancestral-lands-misamis-oriental-philippines,2023-07-30,southwood-timber-corporations-logging-activities-on-ancestral-lands-misamis-oriental-philippines,"Southwood Timber Corporation’s logging activities on ancestral lands, Misamis Oriental, Philippines",en,1976,Against deforestation and rising calamities: Indigenous groups opposing logging concession on their ancestral lands face deadly repression.
india-basin-mixed-use-development-project-in-bayview-hunters-point,2021-10-14,india-basin-mixed-use-development-project-in-bayview-hunters-point,"Luxury residential units in Bayview-Hunters Point, California, USA",en,4958,Air Quality Standards Violations and Gentrification in San Francisco’s Bayview Hunters Point from India Basin Mix Use Development Project
citadel-capital-concord-irrigated-crops-in-unity-state-south-sudan,2022-05-02,citadel-capital-concord-irrigated-crops-in-unity-state-south-sudan,"Citadel Capital/Concord Irrigated Crops in Unity State, South Sudan",en,130,
melghat-tiger-reserve,2021-10-14,melghat-tiger-reserve,"Melghat Tiger Reserve, Maharastra, India",en,3990,Forced relocation of tribal communities from the inviolate Tiger Reserve area. 
loharinag-pala-hydel-power-project-india,2022-04-25,loharinag-pala-hydel-power-project-india,"Loharinag Pala hydel power project, India",en,916,
uam-unidad-lerma,2022-05-02,uam-unidad-lerma,"UAM Unidad Lerma, expropiation of ejido land, Mexico",en,2715,Complaints against expropiation in 2009 of 44 ha of communal land (ejido land) in Amomolulco to build a new university campus in a protected natural area.
forest-plantation-by-green-resources-in-bukaleba-uganda,2022-05-02,forest-plantation-by-green-resources-in-bukaleba-uganda,"Forest Plantation by Green Resources in Bukaleba, Uganda",en,2170,"“No places to pray to our gods”; displacement and eviction while ""carbon violence"" displays at forest plantations in Uganda"
illegal-dumping-sites-slovenia,2021-10-14,illegal-dumping-sites-slovenia,"Illegal dumping sites, Slovenia",en,390,
the-nujiang-dam-development-controversy,2022-04-25,the-nujiang-dam-development-controversy,"Controversy over the development of the Nujiang Dams, China",en,1632,A  government and private industry plan for building two reservoirs and thirteen dams along the middle and lower reaches of the Nujiang River was stopped by persistent civil society movements at the end of 2016.
diamond-alkali-superfund-site-dioxin-pollution-in-passaic-river,2023-04-25,diamond-alkali-superfund-site-dioxin-pollution-in-passaic-river,"Community activism around Diamond Alkali Superfund Site leads to strong EJ legislation, NJ, US",en,6222,Passaic River Pollution in Newark New Jersey; 40 years of contamination
xiantao-waste-incineration-project-hubei-china,2021-10-31,xiantao-waste-incineration-project-hubei-china,"Xiantao Waste-to-Energy Plant, Hubei, China",en,3083,"In 2016, Xiantao Government temporarily suspended a waste incineration project following mass protests over environmental and health concerns. The project recommenced in 2017 and was put in operation during 2018. "
land-grabbing-in-kajaszo-hungary,2022-05-02,land-grabbing-in-kajaszo-hungary,"Land-grabbing in Kajászó, Hungary",en,534,
rio-branco-jauaperi-extractive-reserve-brazil,2022-05-02,rio-branco-jauaperi-extractive-reserve-brazil,"Rio Branco-Jauaperi Extractive Reserve, Brazil",en,206,
tribal-opposition-against-cape-wind-farm,2021-10-14,tribal-opposition-against-cape-wind-farm,"Tribals and  wealthy residents against Cape Wind Farm, Massachusetts, USA",en,2525,"A wind farm in Nantucket Sound is delayed for years because of opposition by the wealthy and by the Wampanoag tribe in alliance with birders, boaters, fishermen and beachcombers, arguing that turbines would disturb biological and cultural heritage."
kirtland-air-force-base-jet-fuel-leak,2022-05-02,kirtland-air-force-base-jet-fuel-leak,"Kirtland Air Force Base jet fuel leak, USA",en,4033,"A decades-old jet fuel spill contaminated soil and groundwater beneath Kirtland Air Force Base, moving towards wells supplying drinking water to Albuquerque. The spill, estimated at 24 million gallons, was the largest underground toxic spill in US history"
forests-of-matebeleland-north-province-zimbabwe,2023-07-30,forests-of-matebeleland-north-province-zimbabwe,"Forests of Matebeleland North Province, Zimbabwe",en,287,
shrinking-of-swietokrzyski-national-park-in-the-interest-of-the-catholic-church-poland,2022-09-13,shrinking-of-swietokrzyski-national-park-in-the-interest-of-the-catholic-church-poland,"Shrinking of the Świętokrzyski National Park for new annexes of a monastery, Poland",en,5836,"Despite the almost three-year-long struggle of environmentalists, the Świętokrzyski National Park lost a small, but naturally valuable fragment. This is a dangerous legal precedent! From now on, other Polish protected areas are under threat!"
hotamis-marshes-turkey,2022-05-02,hotamis-marshes-turkey,"Hotamis Marshes, Turkey",en,1019,
carnegie-zircon-mining-the-gambia,2021-10-14,carnegie-zircon-mining-the-gambia,"Governmental corruption in sand mining for metals in Kartung, The Gambia",en,3199,"Illegal sand mining endagers villagers's lives in Kartung, Batukunku, Sanyang. The Gambia suffers governmental corruption. Companies such as Carnegie, Gamico, APAM, export to China and do not restore the damaged areas."
authier-lithium-project-by-sayona-mining-company-in-quebec-canada,2023-08-06,authier-lithium-project-by-sayona-mining-company-in-quebec-canada,"Sayona Mining’s Authier Lithium Project in Québec, Canada",en,5597,Various local organizations from the Regional County Municipality (MRC) of Abitibi in Quebec oppose the lithium mine project of Sayona Mining company for its possible socio-environmental impacts.
crude-oil-pipeline-pollutes-oho-communitys-farmlands-nigeria,2022-01-04,crude-oil-pipeline-pollutes-oho-communitys-farmlands-nigeria,"Crude Oil Pipeline pollutes Oho communitys farmlands, Nigeria",en,552,
erdeneburen-hydropower-plant-project-mongolia,2022-10-10,erdeneburen-hydropower-plant-project-mongolia,"Erdeneburen hydropower plant project, Mongolia",en,6124,A BRI-funded hydropower plan threatens the livelihoods and water sources of pastoralist people in name of energy independence from Russia and China and of the energy transition.
rapu-rapu-polymetallic-mine-philippines,2022-05-02,rapu-rapu-polymetallic-mine-philippines,"Rapu Rapu polymetallic mine, Philippines",en,1890,"Supposed to be a showcase mine after the Philippine Mining Act of 1995, the Rapu Rapu polymetallic mine, located on Rapu Rapu Island in Southeastern Luzon, has turned an island paradise into a wasteland."
smurfit-kappa-carton-de-colombia-en-sevilla,2022-05-02,smurfit-kappa-carton-de-colombia-en-sevilla,Smurfit-Kappa Carton de Colombia en Sevilla,en,707,
tamalout-dam-morocco,2021-10-14,tamalout-dam-morocco,"Tamalout Dam, Morocco",en,2688,"In 2009, Morocco developed a new water strategy aimed to support the water needs for its economic development plan until 2030. The dam is part of this plan but will eventually flood the surrounding villages"
east-st-louis-and-an-abundance-of-chemical-plants-and-waste-incinerators,2022-05-02,east-st-louis-and-an-abundance-of-chemical-plants-and-waste-incinerators,"East St. Louis Chemical Plants and Waste Incinerators, USA",en,1423,
the-sorgenfri-camp-case-roma-community-evicted-from-a-former-industrial-land-in-malmo-sweden,2023-07-18,the-sorgenfri-camp-case-roma-community-evicted-from-a-former-industrial-land-in-malmo-sweden,"The Sorgenfri Camp case: Roma community evicted from a former industrial land in Malmö, Sweden",en,5360,"Two hundred Roma were evicted from their settlement in Malmö (Sweden) for alleged health and safety reasons, as well as a possible redevelopment plan of the formerly industrialized area, which is still heavily contaminated. "
wastepickers-and-residents-of-sarzedo-struggle-against-incinerators-in-minas-gerais-brazil,2023-06-11,wastepickers-and-residents-of-sarzedo-struggle-against-incinerators-in-minas-gerais-brazil,"Wastepickers and residents of Sarzedo struggle against incinerators, Minas Gerais, Brazil",en,4719,"Wastepickers of Minas Gerais have achieved a ban on solid waste incineration. Still the struggle continues and is now directed against Ecovital’s hazardous waste incineration in Sarzedo, which has impaired the local community and provoked protests."
river-ethiope-polluted-by-massive-oil-spill-nigeria,2022-01-04,river-ethiope-polluted-by-massive-oil-spill-nigeria,"River Ethiope Polluted by massive oil spill, Nigeria",en,545,
la-contaminacion-de-la-bahia-de-chipriona-por-la-industria-ronera-mayabeque-cuba,2021-10-14,la-contaminacion-de-la-bahia-de-chipriona-por-la-industria-ronera-mayabeque-cuba,"Contaminación de la bahía de Chipriona por la industria ronera, Mayabeque, Cuba",en,4809,"Cuba Ron SA, la principal destiladora y productora de rones finos de Cuba ha contaminado por décadas la Bahía de Chipriona, en el municipio Santa Cruz del Norte"
kanhar,2022-04-25,kanhar,"Kanhar Dam, UP, India",en,1725,
crecimiento-urbano-amenaza-los-humedales-de-bahia-de-panama,2022-05-02,crecimiento-urbano-amenaza-los-humedales-de-bahia-de-panama,"Crecimiento urbano amenaza los Humedales de Bahía, Panamá",en,2037,"Activistas ambientales en la ciudad de Panamá piden la protección del Humedad Bahía de Panamá el cual está amenazado por la construcción de proyectos inmobiliarios, por desechos sólidos y líquidos de la zona urbana."
eco-golf-resort-project-in-soragune-forest,2022-05-02,eco-golf-resort-project-in-soragune-forest,"Eco Golf Resort Project in Soragune Forest, Sri Lanka",en,1881,Forest land grabbed for a golf resort and a hotel. EJOs and monks join hands and celebrate ordination of trees to save the forest and stop destructive touristic projects
husky-energy-pipeline-spill,2022-05-02,husky-energy-pipeline-spill,"Husky Energy pipeline spill in Saskatchewan, Canada",en,5052,"The 2016 Husky Energy pipeline oil spill leaked up to 250,000 litres of oil in the West of Saskatchewan. While Husky was charged on 3 counts and made to pay a fine, the management of the spill and subsequent cleanup has been heavily criticized."
nile-trading-and-development-kinyeti-mysterious-land-deals-in-mukaya-payam-central-equatoria-state-south-sudan,2023-07-18,nile-trading-and-development-kinyeti-mysterious-land-deals-in-mukaya-payam-central-equatoria-state-south-sudan,"Nile Trading and Development / Kinyeti Mysterious Land Deals in Mukaya Payam, Central Equatoria State, South Sudan",en,132,
gened-1-hydroelectric-power-plant-in-apayao-abulug-river,2022-01-04,gened-1-hydroelectric-power-plant-in-apayao-abulug-river,"GENED-1 Hydroelectric Power Plant in Apayao-Abulug River, Cordillera Region, The Philippines",en,5753,"After strong opposition from Isnag community to the Gened dam project, the National Commission on Indigenous People (NCIP) approved the Certificate of Precondition (CP) violating the people of Apayao’s right to Free, Prior, and Informed Consent."
exportation-to-china-of-bauxite-from-katougouma-and-dapilon-ports-societe-miniere-de-boke-guinea,2022-05-02,exportation-to-china-of-bauxite-from-katougouma-and-dapilon-ports-societe-miniere-de-boke-guinea,"Export of Bauxite from Katougouma and Dapilon harbours by Société Minière de Boké, Guinea",en,2970,"Transportation of bauxite in Boké has severe social and environmental impacts. Despite of locals' and employees' denunces, no sufficient measures were taken and violent tensions are mounting "
santa-catalina-buenos-aires-argentina,2023-07-18,santa-catalina-buenos-aires-argentina,"Reserva Natural Santa Catalina, Buenos Aires, Argentina",en,6341,"La Reserva Natural Santa Catalina se localiza en Lomas de Zamora, provincia de Buenos Aires. Posee una superficie de 700 hectáreas conteniendo los últimos humedales naturales remanentes de la ribera sur de la Cuenca Matanza-Riachuelo. "
app-on-sumatra-indonesia,2021-10-14,app-on-sumatra-indonesia,"APP on Sumatra, Indonesia",en,1096,
shiyes-landfill,2023-08-06,shiyes-landfill,"Shiyes Landfill in Arkhangelsk region, Russia",en,4269,"Authorities are building a landfill at Shiyes in Arkhangelsk region to permanently deposit waste from Moscow. Local citizens, excluded from decision making,  fear health risks and environmental degradation. "
ban-on-animal-drawn-carts-in-berazategui-argentina-a-waste-pickers-persecution,2021-10-14,ban-on-animal-drawn-carts-in-berazategui-argentina-a-waste-pickers-persecution,"Ban on animal-drawn carts in Berazategui, Argentina",en,4347,"On March 21st of 2019, the district of Berazategui passed an ordinance through which they would ban any animal-draught carts in the whole district. Mainly affecting waste pickers and putting their livelihoods at risk."
monywa-letpadaung-copper-mine-sangaing,2022-05-02,monywa-letpadaung-copper-mine-sangaing,"Monywa Letpadaung copper mine, Sagaing, Myanmar",en,3237,"Violent repression, incendiary phosphorus and the killing of a woman protester mark the development of this large copper mine. Affected people, activists and international organisations mobilize for an immediate halt of operations."
minera-aruntani-arasi-y-contaminacion-de-rios-en-puno,2021-10-14,minera-aruntani-arasi-y-contaminacion-de-rios-en-puno,"Minera Aruntani-Arasi y contaminación de ríos en Puno, Peru",en,4042,The mining company Aruntani  belongs to one of Peru's wealthiest families.  It pollutes rivers in the south of the country. The company expands its operations to other regions of Peru.
benetton-mapuche-conflict-argentina,2023-07-30,benetton-mapuche-conflict-argentina,"Mapuche communities resisting land grabbing by Benetton, Argentina",en,437,"Mapuches communities in Santa Rosa Leleque fighting for decades to regain their ancestral lands, under the Benetton's brothers property. "
lomada-de-leiva-argentina,2022-04-25,lomada-de-leiva-argentina,"Lomada de Leiva, Santa Cruz, Argentina",en,732,"Lomada de Leiva is a gold and silver mine in Perito Moreno, close to archeologically  important rock art.  The firm Patagonia Gold has started another new mining project nearby. "
quellaveco-peru,2023-08-06,quellaveco-peru,"Quellaveco copper mine, Peru",en,808,"Despite the public consultation rejecting the project, Anglo-American has finally received all permits and favors from governments and plans to start extraction in 2022."
rasi-salai-dam-thailand,2023-06-14,rasi-salai-dam-thailand,"Rasi Salai Dam, Thailand",en,185,
amarapura-urban-development-project-shankalay-kyun-island,2021-10-14,amarapura-urban-development-project-shankalay-kyun-island,"Amarapura Urban Development Project (Shankalay Kyun island), Myanmar",en,3476,"The Amarapura Urban Development Project is a development plan for the Shankalay Kyun island, where a Myanmar traditional village is located. The project will build hotels, shopping malls, and apartment buildings but will displace the original population."
amah-mutsun-oppose-proposed-sand-and-gravel-mine-huris-tak-juristac-california-usa,2021-10-14,amah-mutsun-oppose-proposed-sand-and-gravel-mine-huris-tak-juristac-california-usa,"Sand and gravel mine, Huris-tak (Juristac), California, USA",en,4935,Environmental groups have come out against the proposed mine because of the adverse impact it would likely have on local environment and culture related to the site. 
gaziemir-lead-factory-turkey,2021-10-14,gaziemir-lead-factory-turkey,"Gaziemir Lead Factory and nuclear storage, Turkey",en,2910,"The abandoned industrial site in Gaziemir, Izmir poses a radioactive threat to the environment. Scientists and activists warn about the danger, after the Housing Development Administration announced mass housing project on the site"
cassuruba-reserve-in-caravelas-bahia-brazil,2021-10-14,cassuruba-reserve-in-caravelas-bahia-brazil,"Cassuruba Reserve in Caravelas, Bahia, Brazil",en,205,
protest-against-plywood-units-india,2022-05-02,protest-against-plywood-units-india,"Protest against plywood units, India",en,910,
devastacion-mina-calica-de-vulcan-materials-company-en-playa-del-carmen,2021-10-14,devastacion-mina-calica-de-vulcan-materials-company-en-playa-del-carmen,"Mina Calica de Vulcan Materials Company en Playa del Carmen, México",en,5106,"Cerca de Playa del Carmen, una mina de la empresa Calica destruye desde hace 30 años zonas vírgenes  de selva para extraer caliza destinada a ser exportada hacia los Estados Unido de América. "
idku-local-residents-against-bp-project,2021-10-14,idku-local-residents-against-bp-project,"Idku local residents against BP project, Egypt",en,1914,"Graffiti, chants and social network; local protests and international environmental awareness have forced BP to to re-route its proposed pipeline and processing plant. "
bokaro-steel-plant-jharkhand-india,2022-05-02,bokaro-steel-plant-jharkhand-india,"Bokaro Steel Plant, Jharkhand, India",en,1319,
unlawful-removal-of-olive-trees-and-wind-energy-project-in-karaburun-turkey,2022-05-02,unlawful-removal-of-olive-trees-and-wind-energy-project-in-karaburun-turkey,"Unlawful removal of olive trees and wind energy project in Karaburun, Turkey",en,1034,"The construction of 120 MW wind energy and transformer station was being carried out in Karaburun Municipality; it entails the removal of 2,080 olive trees from a zone designated as a protected olive grove."
opposition-against-the-building-of-primorsk-universal-loading-complex,2022-05-02,opposition-against-the-building-of-primorsk-universal-loading-complex,"Opposition to Primorsk Transshiping Complex, Leningrad Oblast, Russia",en,5502,Opposition against the building of the first deep-water universal sea port in the Baltic sea 'Primorsk Universal Transshipment Complex'.
