name,slug,conflict_event
Compensation,coca-cola-jaipur-india,
Project cancelled,coca-cola-jaipur-india,
Withdrawal of company/investment,coca-cola-jaipur-india,
Corruption,sultan-marshes-wetland-turkey,
"Environmental improvements, rehabilitation/restoration of area",sultan-marshes-wetland-turkey,
Institutional changes,sultan-marshes-wetland-turkey,
Court decision (victory for environmental justice),mahuva-movement-against-proposed-nirma-cement-plant-india,
New Environmental Impact Assessment/Study,mahuva-movement-against-proposed-nirma-cement-plant-india,
Project temporarily suspended,mahuva-movement-against-proposed-nirma-cement-plant-india,
Court decision (undecided),aeropuerto-internacional-de-la-zona-sur-aizs,
Strengthening of participation,aeropuerto-internacional-de-la-zona-sur-aizs,
Under negotiation,aeropuerto-internacional-de-la-zona-sur-aizs,
Application of existing regulations,aeropuerto-internacional-de-la-zona-sur-aizs,
New Environmental Impact Assessment/Study,aeropuerto-internacional-de-la-zona-sur-aizs,
"Environmental improvements, rehabilitation/restoration of area",chernobyl-disaster,
Court decision (undecided),chernobyl-disaster,
Migration/displacement,chernobyl-disaster,
Project cancelled,chernobyl-disaster,
Criminalization of activists,caldag-nickel-mine-turkey,
Court decision (victory for environmental justice),caldag-nickel-mine-turkey,
Strengthening of participation,caldag-nickel-mine-turkey,
Withdrawal of company/investment,caldag-nickel-mine-turkey,
Criminalization of activists,chinese-companies-grab-indigenous-kuoy-land-cambodia,
Land demarcation,chinese-companies-grab-indigenous-kuoy-land-cambodia,
Court decision (undecided),chinese-companies-grab-indigenous-kuoy-land-cambodia,
Negotiated alternative solution,chinese-companies-grab-indigenous-kuoy-land-cambodia,
Application of existing regulations,chinese-companies-grab-indigenous-kuoy-land-cambodia,
"Environmental improvements, rehabilitation/restoration of area",water-contamination-from-paper-mills-at-penobscot-reservation-usa,
Technical solutions to improve resource supply/quality/distribution,water-contamination-from-paper-mills-at-penobscot-reservation-usa,
Application of existing regulations,water-contamination-from-paper-mills-at-penobscot-reservation-usa,
Institutional changes,gmos-in-catalunya-spain,
New legislation,gmos-in-catalunya-spain,
Compensation,phosphate-fertilizer-plant-pollution-in-liuchong-village-hubei-province,
Court decision (undecided),phosphate-fertilizer-plant-pollution-in-liuchong-village-hubei-province,
Repression,phosphate-fertilizer-plant-pollution-in-liuchong-village-hubei-province,
Other,phosphate-fertilizer-plant-pollution-in-liuchong-village-hubei-province,
Corruption,huasco-petcoke-chile,
Application of existing regulations,huasco-petcoke-chile,
New Environmental Impact Assessment/Study,huasco-petcoke-chile,
Court decision (failure for environmental justice),vishnugaad-peepalkoti-hydroelectric-project-uk-india,
Other,vishnugaad-peepalkoti-hydroelectric-project-uk-india,
Compensation,dobrich-landfill-site-bulgaria,
Negotiated alternative solution,dobrich-landfill-site-bulgaria,
Other,dobrich-landfill-site-bulgaria,
Technical solutions to improve resource supply/quality/distribution,mega-oil-project-dudinka-taymyr-russian-arctic,
Under negotiation,mega-oil-project-dudinka-taymyr-russian-arctic,
Under negotiation,a-sudden-mass-death-of-fish-in-the-lichu-river-in-minyak-lhagang-dartsedo-county-in-karze-prefecture,
Project temporarily suspended,a-sudden-mass-death-of-fish-in-the-lichu-river-in-minyak-lhagang-dartsedo-county-in-karze-prefecture,
Court decision (undecided),coal-usage-in-egypts-cement-factories,
Repression,coal-usage-in-egypts-cement-factories,
"Environmental improvements, rehabilitation/restoration of area",sabetta-port-arctic-russia,
Technical solutions to improve resource supply/quality/distribution,sabetta-port-arctic-russia,
Court decision (failure for environmental justice),exploratory-fracking-in-arquetu-cantabria-spain,
New legislation,exploratory-fracking-in-arquetu-cantabria-spain,
Project cancelled,exploratory-fracking-in-arquetu-cantabria-spain,
Criminalization of activists,central-hidroelectrica-rucalhue-chile,
Court decision (failure for environmental justice),central-hidroelectrica-rucalhue-chile,
Repression,central-hidroelectrica-rucalhue-chile,
Strengthening of participation,central-hidroelectrica-rucalhue-chile,
Violent targeting of activists,central-hidroelectrica-rucalhue-chile,
Fostering a culture of peace,central-hidroelectrica-rucalhue-chile,
Project temporarily suspended,central-hidroelectrica-rucalhue-chile,
Negotiated alternative solution,the-wadi-al-hudda-landfill-a-battle-for-environmental-justice-in-tartous,
Court decision (undecided),tratto-roma-latina-autostrada-a12,
Strengthening of participation,tratto-roma-latina-autostrada-a12,
"Environmental improvements, rehabilitation/restoration of area",sydney-tar-ponds-contamination-nova-scotia-canada,
Court decision (failure for environmental justice),sydney-tar-ponds-contamination-nova-scotia-canada,
Strengthening of participation,sydney-tar-ponds-contamination-nova-scotia-canada,
Application of existing regulations,sta-cruz-zambales-nickel-mining-impacts-sustainable-agriculture-and-fisheries,
Project temporarily suspended,sta-cruz-zambales-nickel-mining-impacts-sustainable-agriculture-and-fisheries,
Other,sta-cruz-zambales-nickel-mining-impacts-sustainable-agriculture-and-fisheries,
Criminalization of activists,sito-di-stoccaggio-di-ecoballe-di-taverna-del-re,
Court decision (failure for environmental justice),sito-di-stoccaggio-di-ecoballe-di-taverna-del-re,
Repression,sito-di-stoccaggio-di-ecoballe-di-taverna-del-re,
Strengthening of participation,sito-di-stoccaggio-di-ecoballe-di-taverna-del-re,
Migration/displacement,noble-group-plans-palm-oil-plantations-in-papua-indonesia,
Negotiated alternative solution,opposition-against-controversial-amazon-route-of-transatlantic-railway-brazil-peru,
Project temporarily suspended,opposition-against-controversial-amazon-route-of-transatlantic-railway-brazil-peru,
Court decision (victory for environmental justice),the-turow-coal-mine,
Court decision (undecided),the-turow-coal-mine,
Under negotiation,the-turow-coal-mine,
Application of existing regulations,the-turow-coal-mine,
Court decision (victory for environmental justice),silica-sand-mining,
Application of existing regulations,silica-sand-mining,
Project cancelled,silica-sand-mining,
Criminalization of activists,alpha-coal-powered-cement-factory-mandalay-myanmar,
Court decision (failure for environmental justice),alpha-coal-powered-cement-factory-mandalay-myanmar,
Repression,alpha-coal-powered-cement-factory-mandalay-myanmar,
Violent targeting of activists,alpha-coal-powered-cement-factory-mandalay-myanmar,
Project temporarily suspended,alpha-coal-powered-cement-factory-mandalay-myanmar,
Other,alpha-coal-powered-cement-factory-mandalay-myanmar,
Court decision (victory for environmental justice),quilombolas-land-demarcation-dourados-ms-brazil,
Court decision (failure for environmental justice),quilombolas-land-demarcation-dourados-ms-brazil,
Migration/displacement,quilombolas-land-demarcation-dourados-ms-brazil,
Application of existing regulations,quilombolas-land-demarcation-dourados-ms-brazil,
Deaths,reserva-ecologica-de-chaparri-contra-traficantes-de-tierra,
Court decision (undecided),reserva-ecologica-de-chaparri-contra-traficantes-de-tierra,
Violent targeting of activists,reserva-ecologica-de-chaparri-contra-traficantes-de-tierra,
Strengthening of participation,lower-season-ii-dam-will-displace-ethnic-minorities-in-stung-treng-cambodia,
Criminalization of activists,casas-geo-en-el-cerro-de-la-tortuga,
"Environmental improvements, rehabilitation/restoration of area",casas-geo-en-el-cerro-de-la-tortuga,
Land demarcation,casas-geo-en-el-cerro-de-la-tortuga,
Court decision (victory for environmental justice),casas-geo-en-el-cerro-de-la-tortuga,
Negotiated alternative solution,casas-geo-en-el-cerro-de-la-tortuga,
New legislation,casas-geo-en-el-cerro-de-la-tortuga,
Violent targeting of activists,casas-geo-en-el-cerro-de-la-tortuga,
Project cancelled,casas-geo-en-el-cerro-de-la-tortuga,
Migration/displacement,congo-agricultureagrisa-farmland-in-malolo-congo,
New legislation,congo-agricultureagrisa-farmland-in-malolo-congo,
Corruption,alto-parana-en-misiones-argentina,
Criminalization of activists,alto-parana-en-misiones-argentina,
Land demarcation,alto-parana-en-misiones-argentina,
Strengthening of participation,alto-parana-en-misiones-argentina,
Other,alto-parana-en-misiones-argentina,
Court decision (victory for environmental justice),druzhba-adria-oil-pipeline-croatia,
Negotiated alternative solution,druzhba-adria-oil-pipeline-croatia,
Project cancelled,druzhba-adria-oil-pipeline-croatia,
Project temporarily suspended,druzhba-adria-oil-pipeline-croatia,
Compensation,forced-eviction-for-expansion-of-douala-airport,
Migration/displacement,forced-eviction-for-expansion-of-douala-airport,
Violent targeting of activists,forced-eviction-for-expansion-of-douala-airport,
"Environmental improvements, rehabilitation/restoration of area",lgv-limoges-poitiers-high-speed-rail,
Strengthening of participation,lgv-limoges-poitiers-high-speed-rail,
Application of existing regulations,lgv-limoges-poitiers-high-speed-rail,
Compensation,taean-national-park-oil-spill-south-korea,
Court decision (undecided),taean-national-park-oil-spill-south-korea,
Court decision (victory for environmental justice),tuna-fattening-farms-in-sigacik-bay-turkey,
Strengthening of participation,tuna-fattening-farms-in-sigacik-bay-turkey,
New Environmental Impact Assessment/Study,tuna-fattening-farms-in-sigacik-bay-turkey,
Project cancelled,tuna-fattening-farms-in-sigacik-bay-turkey,
Migration/displacement,tourism-and-indigenous-rights-in-hawaii-usa,
New legislation,tourism-and-indigenous-rights-in-hawaii-usa,
Under negotiation,tourism-and-indigenous-rights-in-hawaii-usa,
Court decision (undecided),koskulana-mini-hydro-power-station,
Project temporarily suspended,koskulana-mini-hydro-power-station,
Institutional changes,anti-coal-movement-ghana,
Negotiated alternative solution,anti-coal-movement-ghana,
Strengthening of participation,anti-coal-movement-ghana,
Project cancelled,anti-coal-movement-ghana,
Compensation,dawei-sez-tanintharyi-region-myanmar,
Corruption,dawei-sez-tanintharyi-region-myanmar,
Institutional changes,dawei-sez-tanintharyi-region-myanmar,
Migration/displacement,dawei-sez-tanintharyi-region-myanmar,
Repression,dawei-sez-tanintharyi-region-myanmar,
Strengthening of participation,dawei-sez-tanintharyi-region-myanmar,
Under negotiation,dawei-sez-tanintharyi-region-myanmar,
Project temporarily suspended,dawei-sez-tanintharyi-region-myanmar,
Other,dawei-sez-tanintharyi-region-myanmar,
Strengthening of participation,hydroelectric-project-patuca-iii-piedras-amarillas-honduras,
Other,hydroelectric-project-patuca-iii-piedras-amarillas-honduras,
Strengthening of participation,big-sandy-lithium-project-usa,
Application of existing regulations,big-sandy-lithium-project-usa,
New legislation,legal-recognition-of-creole-seeds-won-in-brazil,
Compensation,cellulose-factory-celulosa-aurauco-sa-valdivia-chile,
Court decision (victory for environmental justice),cellulose-factory-celulosa-aurauco-sa-valdivia-chile,
Negotiated alternative solution,cellulose-factory-celulosa-aurauco-sa-valdivia-chile,
Technical solutions to improve resource supply/quality/distribution,cellulose-factory-celulosa-aurauco-sa-valdivia-chile,
New Environmental Impact Assessment/Study,cellulose-factory-celulosa-aurauco-sa-valdivia-chile,
"Environmental improvements, rehabilitation/restoration of area",contaminacion-biologica-con-cianotoxinas-en-lago-la-encantada-zacatecas-mexico,
"Environmental improvements, rehabilitation/restoration of area",malecon-tajamar-cancun-destruye-manglar-en-quintana-roo-mexico,
Court decision (victory for environmental justice),malecon-tajamar-cancun-destruye-manglar-en-quintana-roo-mexico,
Application of existing regulations,malecon-tajamar-cancun-destruye-manglar-en-quintana-roo-mexico,
Project cancelled,malecon-tajamar-cancun-destruye-manglar-en-quintana-roo-mexico,
Migration/displacement,yasuni-national-park-itt-oil-extraction-ecuador,
Strengthening of participation,yasuni-national-park-itt-oil-extraction-ecuador,
Fostering a culture of peace,yasuni-national-park-itt-oil-extraction-ecuador,
Deaths,nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,
Court decision (undecided),nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,
Migration/displacement,nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,
Repression,nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,
Violent targeting of activists,nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,
Other,nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,
Strengthening of participation,pirquitas-amenaza-aguas-de-jujuy-argentina,
Other,pirquitas-amenaza-aguas-de-jujuy-argentina,
Compensation,indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,
Corruption,indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,
Other,indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,
Corruption,desalination-plant-mamelles-beach-in-dakar-senegal,
Strengthening of participation,desalination-plant-mamelles-beach-in-dakar-senegal,
Compensation,uranium-mining-in-jadugoda-jharkhand-india,
"Environmental improvements, rehabilitation/restoration of area",uranium-mining-in-jadugoda-jharkhand-india,
Institutional changes,uranium-mining-in-jadugoda-jharkhand-india,
New legislation,uranium-mining-in-jadugoda-jharkhand-india,
Technical solutions to improve resource supply/quality/distribution,uranium-mining-in-jadugoda-jharkhand-india,
New Environmental Impact Assessment/Study,uranium-mining-in-jadugoda-jharkhand-india,
Land demarcation,natural-resource-exploitation-in-the-dead-sea-area,
Court decision (failure for environmental justice),natural-resource-exploitation-in-the-dead-sea-area,
Migration/displacement,natural-resource-exploitation-in-the-dead-sea-area,
Application of existing regulations,natural-resource-exploitation-in-the-dead-sea-area,
Corruption,illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,
Deaths,illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,
Institutional changes,illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,
Migration/displacement,illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,
New legislation,illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,
Under negotiation,illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,
Violent targeting of activists,illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,
Negotiated alternative solution,minas-de-carbon-en-isla-guafo-chile,
Strengthening of participation,minas-de-carbon-en-isla-guafo-chile,
Under negotiation,minas-de-carbon-en-isla-guafo-chile,
Migration/displacement,oil-spill-at-makaraba-village-nigeria,
Criminalization of activists,carpathian-forest-poland,
Repression,carpathian-forest-poland,
Violent targeting of activists,carpathian-forest-poland,
Institutional changes,pak-ze-aan-de-turnhoutsebaan-the-demand-for-a-less-car-centric-mobility-policy-in-antwerp,
Strengthening of participation,pak-ze-aan-de-turnhoutsebaan-the-demand-for-a-less-car-centric-mobility-policy-in-antwerp,
Application of existing regulations,san-jose-huevos-verdes-argentina,
Institutional changes,hpp-boskov-most-mavrovo-national-park-macedonia,
Application of existing regulations,hpp-boskov-most-mavrovo-national-park-macedonia,
New Environmental Impact Assessment/Study,hpp-boskov-most-mavrovo-national-park-macedonia,
Other,hpp-boskov-most-mavrovo-national-park-macedonia,
Corruption,redd-project-resguardo-indigena-unificado-selva-de-mataven-riu-sm,
Compensation,rajasthan-atomic-power-station-raps-india,
Strengthening of participation,rajasthan-atomic-power-station-raps-india,
New Environmental Impact Assessment/Study,rajasthan-atomic-power-station-raps-india,
Corruption,ampliacion-de-carretera-en-tepoztlan-mexico,
Court decision (failure for environmental justice),ampliacion-de-carretera-en-tepoztlan-mexico,
Repression,ampliacion-de-carretera-en-tepoztlan-mexico,
Criminalization of activists,unidad-habitacional-la-cienega,
Deaths,unidad-habitacional-la-cienega,
Land demarcation,unidad-habitacional-la-cienega,
Court decision (victory for environmental justice),unidad-habitacional-la-cienega,
Repression,unidad-habitacional-la-cienega,
Strengthening of participation,unidad-habitacional-la-cienega,
New Environmental Impact Assessment/Study,unidad-habitacional-la-cienega,
Project cancelled,unidad-habitacional-la-cienega,
Corruption,coal-fired-power-plant-cfpp-in-luna-la-union-philippines,
Strengthening of participation,coal-fired-power-plant-cfpp-in-luna-la-union-philippines,
Other,floriculture-on-lake-naivasha-kenya,
New legislation,wastepickers-fight-against-incinerator-in-the-city-of-maua-sao-paulo-brazil,
Application of existing regulations,wastepickers-fight-against-incinerator-in-the-city-of-maua-sao-paulo-brazil,
Court decision (undecided),incinerator-in-case-passerini-florence-italy,
Under negotiation,incinerator-in-case-passerini-florence-italy,
New Environmental Impact Assessment/Study,ube-nishiokinoyama-coal-fired-power-plant,
Project cancelled,ube-nishiokinoyama-coal-fired-power-plant,
Withdrawal of company/investment,ube-nishiokinoyama-coal-fired-power-plant,
Project temporarily suspended,ube-nishiokinoyama-coal-fired-power-plant,
Criminalization of activists,exploratory-fracking-at-leith-hill,
Court decision (undecided),exploratory-fracking-at-leith-hill,
Under negotiation,exploratory-fracking-at-leith-hill,
Compensation,solid-waste-management-plant-lamdeng-khunnou-in-imphal-manipur-india,
"Environmental improvements, rehabilitation/restoration of area",solid-waste-management-plant-lamdeng-khunnou-in-imphal-manipur-india,
Strengthening of participation,solid-waste-management-plant-lamdeng-khunnou-in-imphal-manipur-india,
New Environmental Impact Assessment/Study,solid-waste-management-plant-lamdeng-khunnou-in-imphal-manipur-india,
Deaths,pt-tor-ganda-conflict-sumatra,
Repression,pt-tor-ganda-conflict-sumatra,
Violent targeting of activists,pt-tor-ganda-conflict-sumatra,
Under negotiation,environmental-threats-industrial-salmon-new-mining-concessions-in-chiloe-chile,
Violent targeting of activists,jindals-melmoth-iron-ore-project-miop-south-africa,
Project temporarily suspended,jindals-melmoth-iron-ore-project-miop-south-africa,
Under negotiation,greenland-mineral-ltds-kuannersuit-kvanefjeld-rare-earth-uranium-project-greenland,
New Environmental Impact Assessment/Study,greenland-mineral-ltds-kuannersuit-kvanefjeld-rare-earth-uranium-project-greenland,
Strengthening of participation,air-pollution-in-pittsburgh-pa,
Under negotiation,air-pollution-in-pittsburgh-pa,
Project temporarily suspended,air-pollution-in-pittsburgh-pa,
Compensation,lawpita-dam-balu-chaung-river-karenni-state-myanmar,
Deaths,lawpita-dam-balu-chaung-river-karenni-state-myanmar,
Migration/displacement,lawpita-dam-balu-chaung-river-karenni-state-myanmar,
Repression,lawpita-dam-balu-chaung-river-karenni-state-myanmar,
Violent targeting of activists,lawpita-dam-balu-chaung-river-karenni-state-myanmar,
Other,lawpita-dam-balu-chaung-river-karenni-state-myanmar,
Other,illegal-bunkering-causes-first-spill-on-agip-pipeline-in-oruma-community,
Criminalization of activists,angostura-dam-chile,
Institutional changes,angostura-dam-chile,
Migration/displacement,angostura-dam-chile,
New legislation,angostura-dam-chile,
Technical solutions to improve resource supply/quality/distribution,angostura-dam-chile,
Violent targeting of activists,angostura-dam-chile,
Strengthening of participation,wake-up-and-smell-the-smog-mongolians-against-air-pollution-in-ulan-bator-mongolia,
Under negotiation,wake-up-and-smell-the-smog-mongolians-against-air-pollution-in-ulan-bator-mongolia,
"Environmental improvements, rehabilitation/restoration of area",metal-huasi-contaminacion-minera-en-abra-pampa-jujuy,
Application of existing regulations,metal-huasi-contaminacion-minera-en-abra-pampa-jujuy,
Project cancelled,referendum-against-gold-mining-trun-bulgaria,
Other,referendum-against-gold-mining-trun-bulgaria,
Repression,roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,
Corruption,manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,
Court decision (undecided),manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,
Repression,manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,
Strengthening of participation,manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,
Under negotiation,manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,
Violent targeting of activists,manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,
Compensation,chirano-gold-mines-compensation-struggle-ghana,
Repression,chirano-gold-mines-compensation-struggle-ghana,
Under negotiation,chirano-gold-mines-compensation-struggle-ghana,
Application of existing regulations,chirano-gold-mines-compensation-struggle-ghana,
Other,chirano-gold-mines-compensation-struggle-ghana,
Court decision (failure for environmental justice),coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,
Strengthening of participation,coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,
Under negotiation,coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,
New Environmental Impact Assessment/Study,coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,
Moratoria,coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,
Withdrawal of company/investment,coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,
Project temporarily suspended,coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,
Corruption,try-pheap-co-logging-operation-in-cambodia,
Migration/displacement,try-pheap-co-logging-operation-in-cambodia,
Repression,try-pheap-co-logging-operation-in-cambodia,
Violent targeting of activists,try-pheap-co-logging-operation-in-cambodia,
Institutional changes,lukang-anti-dupont-movement-changhua-county-taiwan,
Strengthening of participation,lukang-anti-dupont-movement-changhua-county-taiwan,
New Environmental Impact Assessment/Study,lukang-anti-dupont-movement-changhua-county-taiwan,
Project cancelled,lukang-anti-dupont-movement-changhua-county-taiwan,
Withdrawal of company/investment,lukang-anti-dupont-movement-changhua-county-taiwan,
Strengthening of participation,mandira-dam-rourkela-orissa-india,
Court decision (victory for environmental justice),mina-de-uranio-sierra-pintada,
Strengthening of participation,mina-de-uranio-sierra-pintada,
Application of existing regulations,mina-de-uranio-sierra-pintada,
Project temporarily suspended,mina-de-uranio-sierra-pintada,
Court decision (failure for environmental justice),okhla-waste-to-energy-plant-india,
Strengthening of participation,okhla-waste-to-energy-plant-india,
Compensation,fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
Corruption,fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
Criminalization of activists,fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
Deaths,fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
Court decision (undecided),fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
Migration/displacement,fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
Repression,fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
Under negotiation,fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
New Environmental Impact Assessment/Study,fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
Other,fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,
Compensation,chemical-hazard-conflict-over-the-metales-plant-at-otay-mesa-industrial-park-tijuana-mexico,
Court decision (victory for environmental justice),chemical-hazard-conflict-over-the-metales-plant-at-otay-mesa-industrial-park-tijuana-mexico,
Strengthening of participation,chemical-hazard-conflict-over-the-metales-plant-at-otay-mesa-industrial-park-tijuana-mexico,
Other,chemical-hazard-conflict-over-the-metales-plant-at-otay-mesa-industrial-park-tijuana-mexico,
Land demarcation,catatumbo-conflict-over-rights-to-land-colombia,
Other,catatumbo-conflict-over-rights-to-land-colombia,
Strengthening of participation,hanapepe-salt-ponds-threatened-by-growth-of-helicopter-operations,
Under negotiation,hanapepe-salt-ponds-threatened-by-growth-of-helicopter-operations,
Application of existing regulations,hanapepe-salt-ponds-threatened-by-growth-of-helicopter-operations,
Project temporarily suspended,hanapepe-salt-ponds-threatened-by-growth-of-helicopter-operations,
Deaths,baba-dam-project-los-rios-ecuador,
Strengthening of participation,baba-dam-project-los-rios-ecuador,
Strengthening of participation,gold-mining-in-county-tyrone-ireland,
Application of existing regulations,gold-mining-in-county-tyrone-ireland,
Under negotiation,sierra-de-aguarague,
Corruption,koshe-landfill,
Corruption,lonmin-south-africa,
Deaths,lonmin-south-africa,
Court decision (undecided),lonmin-south-africa,
Negotiated alternative solution,lonmin-south-africa,
New legislation,lonmin-south-africa,
Repression,lonmin-south-africa,
Strengthening of participation,lonmin-south-africa,
Violent targeting of activists,lonmin-south-africa,
Application of existing regulations,lonmin-south-africa,
Compensation,peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,
Corruption,peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,
Negotiated alternative solution,peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,
Strengthening of participation,peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,
Project cancelled,peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,
Withdrawal of company/investment,peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,
Court decision (victory for environmental justice),cuenca-inhabitants-against-an-industrial-polygon-ecuador,
Negotiated alternative solution,cuenca-inhabitants-against-an-industrial-polygon-ecuador,
Corruption,fisher-couple-murdered-in-nasugbu,
Criminalization of activists,fisher-couple-murdered-in-nasugbu,
Deaths,fisher-couple-murdered-in-nasugbu,
Court decision (undecided),fisher-couple-murdered-in-nasugbu,
Migration/displacement,fisher-couple-murdered-in-nasugbu,
Repression,fisher-couple-murdered-in-nasugbu,
Violent targeting of activists,fisher-couple-murdered-in-nasugbu,
Other,fisher-couple-murdered-in-nasugbu,
Corruption,open-air-waste-dumps-near-moscow-russia,
Criminalization of activists,open-air-waste-dumps-near-moscow-russia,
Repression,open-air-waste-dumps-near-moscow-russia,
Violent targeting of activists,open-air-waste-dumps-near-moscow-russia,
New Environmental Impact Assessment/Study,open-air-waste-dumps-near-moscow-russia,
Deaths,kinangop-wind-park,
Court decision (victory for environmental justice),kinangop-wind-park,
Withdrawal of company/investment,kinangop-wind-park,
Project temporarily suspended,thousands-protest-against-proposed-nuclear-reprocessing-plant-in-lianyungang-jiangsu-china,
Corruption,ventanas-industrial-complex-chile,
Criminalization of activists,ventanas-industrial-complex-chile,
Court decision (victory for environmental justice),ventanas-industrial-complex-chile,
Migration/displacement,ventanas-industrial-complex-chile,
Repression,ventanas-industrial-complex-chile,
Strengthening of participation,ventanas-industrial-complex-chile,
Violent targeting of activists,ventanas-industrial-complex-chile,
Application of existing regulations,ventanas-industrial-complex-chile,
Compensation,sterrebos-cut-down-for-car-factory-expansion-the-netherlands,
Criminalization of activists,sterrebos-cut-down-for-car-factory-expansion-the-netherlands,
Other,sterrebos-cut-down-for-car-factory-expansion-the-netherlands,
Under negotiation,seli-hydroelectricity-project,
Corruption,luangwa-community-forests-project-lcfp-redd,
Compensation,the-tours-bordeaux-lgv,
"Environmental improvements, rehabilitation/restoration of area",the-tours-bordeaux-lgv,
Other,xiluodu-dam,
Corruption,ocp-heavy-crude-oil-pipeline-ecuador,
Criminalization of activists,ocp-heavy-crude-oil-pipeline-ecuador,
Migration/displacement,ocp-heavy-crude-oil-pipeline-ecuador,
Repression,ocp-heavy-crude-oil-pipeline-ecuador,
New legislation,pesticide-exposure-in-tulare-county-usa,
Strengthening of participation,pesticide-exposure-in-tulare-county-usa,
Repression,proyecto-hidroelectrico-changuinola-ii-chan-140-chan-220,
Strengthening of participation,proyecto-hidroelectrico-changuinola-ii-chan-140-chan-220,
Under negotiation,proyecto-hidroelectrico-changuinola-ii-chan-140-chan-220,
Application of existing regulations,proyecto-hidroelectrico-changuinola-ii-chan-140-chan-220,
Compensation,1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,
"Environmental improvements, rehabilitation/restoration of area",1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,
Court decision (victory for environmental justice),1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,
Migration/displacement,1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,
