name,socio_economical_impact,slug
Land dispossession,,the-olive-quick-decline-syndrome-in-apulia
Other socio-economic impacts,,the-olive-quick-decline-syndrome-in-apulia
Increase in Corruption/Co-optation of different actors,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Militarization and increased police presence,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Violations of human rights,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Displacement,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Increase in violence and crime,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
"Lack of work security, labour absenteeism, firings, unemployment",,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Loss of livelihood,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Loss of traditional knowledge/practices/cultures,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
"Social problems (alcoholism, prostitution, etc..)",,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Specific impacts on women,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Land dispossession,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Loss of landscape/sense of place,,lucha-del-pueblo-zoque-contra-bloques-de-hidrocaburos-mexico
Displacement,,chinchero-airport
Loss of livelihood,,chinchero-airport
Loss of traditional knowledge/practices/cultures,,chinchero-airport
"Social problems (alcoholism, prostitution, etc..)",,chinchero-airport
Specific impacts on women,,chinchero-airport
Land dispossession,,chinchero-airport
Loss of landscape/sense of place,,chinchero-airport
Increase in Corruption/Co-optation of different actors,,chinchero-airport
Violations of human rights,,chinchero-airport
Other socio-economic impacts,,chinchero-airport
Violations of human rights,,oil-spill-of-east-china-sea-in-2018china
Increase in Corruption/Co-optation of different actors,,oil-spill-of-east-china-sea-in-2018china
Loss of landscape/sense of place,,oil-spill-of-east-china-sea-in-2018china
Other socio-economic impacts,,oil-spill-of-east-china-sea-in-2018china
Loss of livelihood,,oil-spill-of-east-china-sea-in-2018china
Increase in Corruption/Co-optation of different actors,,contamination-of-hutchinson-river-mt-vernon-ny-usa
Displacement,,contamination-of-hutchinson-river-mt-vernon-ny-usa
Violations of human rights,,contamination-of-hutchinson-river-mt-vernon-ny-usa
Loss of landscape/sense of place,,contamination-of-hutchinson-river-mt-vernon-ny-usa
Other socio-economic impacts,,contamination-of-hutchinson-river-mt-vernon-ny-usa
Displacement,,sabodala-gold-project-senegal
Loss of livelihood,,sabodala-gold-project-senegal
Militarization and increased police presence,,sabodala-gold-project-senegal
Specific impacts on women,,sabodala-gold-project-senegal
Land dispossession,,sabodala-gold-project-senegal
Loss of landscape/sense of place,,sabodala-gold-project-senegal
Increase in Corruption/Co-optation of different actors,,sabodala-gold-project-senegal
Increase in violence and crime,,sabodala-gold-project-senegal
Loss of traditional knowledge/practices/cultures,,sabodala-gold-project-senegal
"Social problems (alcoholism, prostitution, etc..)",,sabodala-gold-project-senegal
Violations of human rights,,sabodala-gold-project-senegal
Displacement,,grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada
Loss of livelihood,,grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada
Loss of traditional knowledge/practices/cultures,,grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada
"Social problems (alcoholism, prostitution, etc..)",,grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada
Specific impacts on women,,grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada
Violations of human rights,,grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada
Loss of landscape/sense of place,,grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada
Increase in Corruption/Co-optation of different actors,,canaverales-la-guajira-colombia
Displacement,,canaverales-la-guajira-colombia
Increase in violence and crime,,canaverales-la-guajira-colombia
"Lack of work security, labour absenteeism, firings, unemployment",,canaverales-la-guajira-colombia
Loss of livelihood,,canaverales-la-guajira-colombia
Loss of traditional knowledge/practices/cultures,,canaverales-la-guajira-colombia
Militarization and increased police presence,,canaverales-la-guajira-colombia
Land dispossession,,canaverales-la-guajira-colombia
Loss of landscape/sense of place,,canaverales-la-guajira-colombia
Loss of livelihood,,farmers-strike-for-food-sovereignty-in-bogota
Loss of traditional knowledge/practices/cultures,,farmers-strike-for-food-sovereignty-in-bogota
Increase in Corruption/Co-optation of different actors,,farmers-strike-for-food-sovereignty-in-bogota
Displacement,,farmers-strike-for-food-sovereignty-in-bogota
Increase in violence and crime,,farmers-strike-for-food-sovereignty-in-bogota
Militarization and increased police presence,,farmers-strike-for-food-sovereignty-in-bogota
Violations of human rights,,farmers-strike-for-food-sovereignty-in-bogota
Land dispossession,,farmers-strike-for-food-sovereignty-in-bogota
Loss of landscape/sense of place,,farmers-strike-for-food-sovereignty-in-bogota
"Lack of work security, labour absenteeism, firings, unemployment",,farmers-strike-for-food-sovereignty-in-bogota
Specific impacts on women,,farmers-strike-for-food-sovereignty-in-bogota
Violations of human rights,,belizean-population-against-offshore-drilling-blue-hole
Increase in Corruption/Co-optation of different actors,,belizean-population-against-offshore-drilling-blue-hole
Increase in violence and crime,,belizean-population-against-offshore-drilling-blue-hole
"Lack of work security, labour absenteeism, firings, unemployment",,belizean-population-against-offshore-drilling-blue-hole
Loss of livelihood,,belizean-population-against-offshore-drilling-blue-hole
Loss of traditional knowledge/practices/cultures,,belizean-population-against-offshore-drilling-blue-hole
Loss of landscape/sense of place,,belizean-population-against-offshore-drilling-blue-hole
Loss of livelihood,,farmers-struggle-against-solar-developers-connecticut-usa
Land dispossession,,farmers-struggle-against-solar-developers-connecticut-usa
"Lack of work security, labour absenteeism, firings, unemployment",,farmers-struggle-against-solar-developers-connecticut-usa
Other socio-economic impacts,,farmers-struggle-against-solar-developers-connecticut-usa
"Lack of work security, labour absenteeism, firings, unemployment",,fandora-gold-tofino-tranquil-onadsilth-eelsukis-tribal-park-vs-imperial-metals
"Social problems (alcoholism, prostitution, etc..)",,fandora-gold-tofino-tranquil-onadsilth-eelsukis-tribal-park-vs-imperial-metals
Specific impacts on women,,fandora-gold-tofino-tranquil-onadsilth-eelsukis-tribal-park-vs-imperial-metals
Land dispossession,,fandora-gold-tofino-tranquil-onadsilth-eelsukis-tribal-park-vs-imperial-metals
Loss of landscape/sense of place,,fandora-gold-tofino-tranquil-onadsilth-eelsukis-tribal-park-vs-imperial-metals
Other socio-economic impacts,,fandora-gold-tofino-tranquil-onadsilth-eelsukis-tribal-park-vs-imperial-metals
Displacement,,oil-extraction-forces-ogoni-to-consume-benzene-water-for-survival-nigeria
Loss of traditional knowledge/practices/cultures,,oil-extraction-forces-ogoni-to-consume-benzene-water-for-survival-nigeria
Specific impacts on women,,oil-extraction-forces-ogoni-to-consume-benzene-water-for-survival-nigeria
Violations of human rights,,oil-extraction-forces-ogoni-to-consume-benzene-water-for-survival-nigeria
Land dispossession,,oil-extraction-forces-ogoni-to-consume-benzene-water-for-survival-nigeria
Loss of landscape/sense of place,,oil-extraction-forces-ogoni-to-consume-benzene-water-for-survival-nigeria
Displacement,,botrosa-logging-company-in-el-pambilar-ecuador
Increase in violence and crime,,botrosa-logging-company-in-el-pambilar-ecuador
Loss of livelihood,,botrosa-logging-company-in-el-pambilar-ecuador
Violations of human rights,,botrosa-logging-company-in-el-pambilar-ecuador
Land dispossession,,botrosa-logging-company-in-el-pambilar-ecuador
Loss of landscape/sense of place,,botrosa-logging-company-in-el-pambilar-ecuador
Increase in Corruption/Co-optation of different actors,,formosa-toxic-waste-spill-and-marine-life-disaster-in-central-vietnam
"Lack of work security, labour absenteeism, firings, unemployment",,formosa-toxic-waste-spill-and-marine-life-disaster-in-central-vietnam
Loss of livelihood,,formosa-toxic-waste-spill-and-marine-life-disaster-in-central-vietnam
Militarization and increased police presence,,formosa-toxic-waste-spill-and-marine-life-disaster-in-central-vietnam
"Social problems (alcoholism, prostitution, etc..)",,formosa-toxic-waste-spill-and-marine-life-disaster-in-central-vietnam
Specific impacts on women,,formosa-toxic-waste-spill-and-marine-life-disaster-in-central-vietnam
Violations of human rights,,formosa-toxic-waste-spill-and-marine-life-disaster-in-central-vietnam
Increase in Corruption/Co-optation of different actors,,mauritanias-taoudeni-basin-exploration
Loss of livelihood,,mauritanias-taoudeni-basin-exploration
Increase in violence and crime,,mauritanias-taoudeni-basin-exploration
"Lack of work security, labour absenteeism, firings, unemployment",,mauritanias-taoudeni-basin-exploration
Loss of traditional knowledge/practices/cultures,,mauritanias-taoudeni-basin-exploration
Militarization and increased police presence,,mauritanias-taoudeni-basin-exploration
"Social problems (alcoholism, prostitution, etc..)",,mauritanias-taoudeni-basin-exploration
Violations of human rights,,mauritanias-taoudeni-basin-exploration
Other socio-economic impacts,,mauritanias-taoudeni-basin-exploration
"Lack of work security, labour absenteeism, firings, unemployment",,vista-coal-mine-expansion-exempted-from-federal-environmental-assessment-alberta-canada
Loss of livelihood,,vista-coal-mine-expansion-exempted-from-federal-environmental-assessment-alberta-canada
Loss of traditional knowledge/practices/cultures,,vista-coal-mine-expansion-exempted-from-federal-environmental-assessment-alberta-canada
Violations of human rights,,vista-coal-mine-expansion-exempted-from-federal-environmental-assessment-alberta-canada
Loss of landscape/sense of place,,vista-coal-mine-expansion-exempted-from-federal-environmental-assessment-alberta-canada
Increase in Corruption/Co-optation of different actors,,vista-coal-mine-expansion-exempted-from-federal-environmental-assessment-alberta-canada
Displacement,,nam-ngiep-i-hydropower-dam
Loss of livelihood,,nam-ngiep-i-hydropower-dam
Land dispossession,,nam-ngiep-i-hydropower-dam
Loss of landscape/sense of place,,nam-ngiep-i-hydropower-dam
Displacement,,resource-extraction-in-boucra-western-sahara-updated-by-julie-snorek-7-nov-2016
Militarization and increased police presence,,resource-extraction-in-boucra-western-sahara-updated-by-julie-snorek-7-nov-2016
Violations of human rights,,resource-extraction-in-boucra-western-sahara-updated-by-julie-snorek-7-nov-2016
Land dispossession,,resource-extraction-in-boucra-western-sahara-updated-by-julie-snorek-7-nov-2016
Loss of landscape/sense of place,,resource-extraction-in-boucra-western-sahara-updated-by-julie-snorek-7-nov-2016
Increase in violence and crime,,resource-extraction-in-boucra-western-sahara-updated-by-julie-snorek-7-nov-2016
Loss of traditional knowledge/practices/cultures,,achuar-contra-oxy
Loss of livelihood,,achuar-contra-oxy
Violations of human rights,,achuar-contra-oxy
Increase in Corruption/Co-optation of different actors,,pachon-argentina-chile
Other socio-economic impacts,,pachon-argentina-chile
"Lack of work security, labour absenteeism, firings, unemployment",,rheebu-nuu
Increase in Corruption/Co-optation of different actors,,hollie
Displacement,,hollie
"Lack of work security, labour absenteeism, firings, unemployment",,hollie
Loss of livelihood,,hollie
"Social problems (alcoholism, prostitution, etc..)",,hollie
Violations of human rights,,hollie
Land dispossession,,hollie
Loss of landscape/sense of place,,hollie
Other socio-economic impacts,,hollie
Loss of livelihood,,nickel-mining-in-manicani-island
Loss of traditional knowledge/practices/cultures,,nickel-mining-in-manicani-island
Violations of human rights,,west-roxbury-lateral-pipeline-and-metering-and-regulating-station
Loss of traditional knowledge/practices/cultures,,inupiat-people-resist-offshore-oil-drilling-and-gas-development-plans-in-point-hope-alaska-usa
"Social problems (alcoholism, prostitution, etc..)",,inupiat-people-resist-offshore-oil-drilling-and-gas-development-plans-in-point-hope-alaska-usa
Displacement,,inupiat-people-resist-offshore-oil-drilling-and-gas-development-plans-in-point-hope-alaska-usa
Land dispossession,,inupiat-people-resist-offshore-oil-drilling-and-gas-development-plans-in-point-hope-alaska-usa
Loss of landscape/sense of place,,inupiat-people-resist-offshore-oil-drilling-and-gas-development-plans-in-point-hope-alaska-usa
Increase in Corruption/Co-optation of different actors,,inupiat-people-resist-offshore-oil-drilling-and-gas-development-plans-in-point-hope-alaska-usa
Loss of livelihood,,inupiat-people-resist-offshore-oil-drilling-and-gas-development-plans-in-point-hope-alaska-usa
Militarization and increased police presence,,inupiat-people-resist-offshore-oil-drilling-and-gas-development-plans-in-point-hope-alaska-usa
Violations of human rights,,inupiat-people-resist-offshore-oil-drilling-and-gas-development-plans-in-point-hope-alaska-usa
Displacement,,ida-mountain-kazdagi-prospecting-for-gold-turkey
"Lack of work security, labour absenteeism, firings, unemployment",,ida-mountain-kazdagi-prospecting-for-gold-turkey
Loss of livelihood,,ida-mountain-kazdagi-prospecting-for-gold-turkey
Land dispossession,,ida-mountain-kazdagi-prospecting-for-gold-turkey
Loss of traditional knowledge/practices/cultures,,ida-mountain-kazdagi-prospecting-for-gold-turkey
Increase in Corruption/Co-optation of different actors,,ida-mountain-kazdagi-prospecting-for-gold-turkey
Militarization and increased police presence,,ida-mountain-kazdagi-prospecting-for-gold-turkey
Specific impacts on women,,ida-mountain-kazdagi-prospecting-for-gold-turkey
Loss of landscape/sense of place,,ida-mountain-kazdagi-prospecting-for-gold-turkey
Violations of human rights,,ida-mountain-kazdagi-prospecting-for-gold-turkey
Other socio-economic impacts,,ida-mountain-kazdagi-prospecting-for-gold-turkey
Increase in Corruption/Co-optation of different actors,,capao-xavier-mine-brazil
"Lack of work security, labour absenteeism, firings, unemployment",,capao-xavier-mine-brazil
Militarization and increased police presence,,zinc-and-lead-extraction-novaya-zemlya-russia
Increase in Corruption/Co-optation of different actors,,zinc-and-lead-extraction-novaya-zemlya-russia
Displacement,,zinc-and-lead-extraction-novaya-zemlya-russia
Increase in Corruption/Co-optation of different actors,,algonquins-of-barriere-lake-logging-conflict-quebec-canada
Increase in violence and crime,,algonquins-of-barriere-lake-logging-conflict-quebec-canada
Loss of livelihood,,algonquins-of-barriere-lake-logging-conflict-quebec-canada
Loss of traditional knowledge/practices/cultures,,algonquins-of-barriere-lake-logging-conflict-quebec-canada
"Social problems (alcoholism, prostitution, etc..)",,algonquins-of-barriere-lake-logging-conflict-quebec-canada
Specific impacts on women,,algonquins-of-barriere-lake-logging-conflict-quebec-canada
Violations of human rights,,algonquins-of-barriere-lake-logging-conflict-quebec-canada
Land dispossession,,algonquins-of-barriere-lake-logging-conflict-quebec-canada
Loss of landscape/sense of place,,algonquins-of-barriere-lake-logging-conflict-quebec-canada
Increase in Corruption/Co-optation of different actors,,zarnowiec-nuclear-power-plant-pomerania-poland
Displacement,,zarnowiec-nuclear-power-plant-pomerania-poland
Increase in violence and crime,,zarnowiec-nuclear-power-plant-pomerania-poland
Violations of human rights,,zarnowiec-nuclear-power-plant-pomerania-poland
"Lack of work security, labour absenteeism, firings, unemployment",,zarnowiec-nuclear-power-plant-pomerania-poland
Loss of livelihood,,zarnowiec-nuclear-power-plant-pomerania-poland
Loss of traditional knowledge/practices/cultures,,zarnowiec-nuclear-power-plant-pomerania-poland
Increase in Corruption/Co-optation of different actors,,thermal-power-plant-ugljevik-3
Displacement,,thermal-power-plant-ugljevik-3
Loss of livelihood,,thermal-power-plant-ugljevik-3
Land dispossession,,thermal-power-plant-ugljevik-3
Loss of landscape/sense of place,,thermal-power-plant-ugljevik-3
Increase in Corruption/Co-optation of different actors,,chicomuselo-contra-blackfire-chiapas
Displacement,,chicomuselo-contra-blackfire-chiapas
Increase in violence and crime,,chicomuselo-contra-blackfire-chiapas
"Lack of work security, labour absenteeism, firings, unemployment",,chicomuselo-contra-blackfire-chiapas
Loss of livelihood,,chicomuselo-contra-blackfire-chiapas
Loss of traditional knowledge/practices/cultures,,chicomuselo-contra-blackfire-chiapas
Militarization and increased police presence,,chicomuselo-contra-blackfire-chiapas
Specific impacts on women,,chicomuselo-contra-blackfire-chiapas
Violations of human rights,,chicomuselo-contra-blackfire-chiapas
Land dispossession,,chicomuselo-contra-blackfire-chiapas
Loss of landscape/sense of place,,chicomuselo-contra-blackfire-chiapas
Displacement,,katni-power-station-madhya-pradesh-india
Loss of livelihood,,katni-power-station-madhya-pradesh-india
Loss of traditional knowledge/practices/cultures,,katni-power-station-madhya-pradesh-india
Specific impacts on women,,katni-power-station-madhya-pradesh-india
Violations of human rights,,katni-power-station-madhya-pradesh-india
Land dispossession,,katni-power-station-madhya-pradesh-india
Loss of landscape/sense of place,,katni-power-station-madhya-pradesh-india
Increase in Corruption/Co-optation of different actors,,curipamba-sur-bolivar-ecuador
Displacement,,curipamba-sur-bolivar-ecuador
"Lack of work security, labour absenteeism, firings, unemployment",,curipamba-sur-bolivar-ecuador
Loss of livelihood,,curipamba-sur-bolivar-ecuador
Militarization and increased police presence,,curipamba-sur-bolivar-ecuador
Violations of human rights,,curipamba-sur-bolivar-ecuador
Land dispossession,,curipamba-sur-bolivar-ecuador
Loss of landscape/sense of place,,curipamba-sur-bolivar-ecuador
"Lack of work security, labour absenteeism, firings, unemployment",,explotacion-de-oro-aluvial-en-el-rio-madre-de-dios
Violations of human rights,,explotacion-de-oro-aluvial-en-el-rio-madre-de-dios
Violations of human rights,,nuclear-waste-in-gastre-chubut-argentina
Loss of landscape/sense of place,,nuclear-waste-in-gastre-chubut-argentina
Displacement,,damodar-valley-corporation-dvc-thermal-power-plant-at-raghunathpur-india
Loss of livelihood,,damodar-valley-corporation-dvc-thermal-power-plant-at-raghunathpur-india
Loss of traditional knowledge/practices/cultures,,damodar-valley-corporation-dvc-thermal-power-plant-at-raghunathpur-india
Specific impacts on women,,damodar-valley-corporation-dvc-thermal-power-plant-at-raghunathpur-india
Violations of human rights,,damodar-valley-corporation-dvc-thermal-power-plant-at-raghunathpur-india
Land dispossession,,damodar-valley-corporation-dvc-thermal-power-plant-at-raghunathpur-india
Displacement,,shivdaspura-aero-city
Loss of livelihood,,shivdaspura-aero-city
Loss of traditional knowledge/practices/cultures,,shivdaspura-aero-city
Militarization and increased police presence,,shivdaspura-aero-city
"Social problems (alcoholism, prostitution, etc..)",,shivdaspura-aero-city
Violations of human rights,,shivdaspura-aero-city
Land dispossession,,shivdaspura-aero-city
Loss of livelihood,,pt-das-conflict-sumatra
Land dispossession,,pt-das-conflict-sumatra
Increase in Corruption/Co-optation of different actors,,granadilla-port-in-tenerife-spain
Loss of livelihood,,granadilla-port-in-tenerife-spain
Loss of landscape/sense of place,,granadilla-port-in-tenerife-spain
Displacement,,lombok-airport
Loss of livelihood,,lombok-airport
Militarization and increased police presence,,lombok-airport
Violations of human rights,,lombok-airport
Land dispossession,,lombok-airport
Loss of landscape/sense of place,,lombok-airport
Loss of traditional knowledge/practices/cultures,,lombok-airport
Specific impacts on women,,lombok-airport
Displacement,,yanba-dam-japan
Loss of livelihood,,yanba-dam-japan
Loss of traditional knowledge/practices/cultures,,yanba-dam-japan
Increase in Corruption/Co-optation of different actors,,ilva-of-taranto
Loss of traditional knowledge/practices/cultures,,ilva-of-taranto
Loss of landscape/sense of place,,ilva-of-taranto
Other socio-economic impacts,,ilva-of-taranto
Loss of livelihood,,shutangshan-village-chemical-factory-pollution-in-hunan-province
Violations of human rights,,shutangshan-village-chemical-factory-pollution-in-hunan-province
Loss of landscape/sense of place,,shutangshan-village-chemical-factory-pollution-in-hunan-province
Displacement,,lignite-mining-nochten-ii-germany
Loss of livelihood,,lignite-mining-nochten-ii-germany
Loss of traditional knowledge/practices/cultures,,lignite-mining-nochten-ii-germany
Land dispossession,,lignite-mining-nochten-ii-germany
Loss of landscape/sense of place,,lignite-mining-nochten-ii-germany
Displacement,,katigan-peatland-conservation-excluding-traditional-owners-indonesia
Loss of livelihood,,katigan-peatland-conservation-excluding-traditional-owners-indonesia
Loss of traditional knowledge/practices/cultures,,katigan-peatland-conservation-excluding-traditional-owners-indonesia
Land dispossession,,katigan-peatland-conservation-excluding-traditional-owners-indonesia
Increase in Corruption/Co-optation of different actors,,katigan-peatland-conservation-excluding-traditional-owners-indonesia
Increase in Corruption/Co-optation of different actors,,el-proyecto-del-puerto-de-aguas-profundas-en-la-peninsula-de-araya
Violations of human rights,,el-proyecto-del-puerto-de-aguas-profundas-en-la-peninsula-de-araya
Displacement,,el-proyecto-del-puerto-de-aguas-profundas-en-la-peninsula-de-araya
Increase in violence and crime,,el-proyecto-del-puerto-de-aguas-profundas-en-la-peninsula-de-araya
"Lack of work security, labour absenteeism, firings, unemployment",,el-proyecto-del-puerto-de-aguas-profundas-en-la-peninsula-de-araya
Loss of livelihood,,el-proyecto-del-puerto-de-aguas-profundas-en-la-peninsula-de-araya
Loss of traditional knowledge/practices/cultures,,el-proyecto-del-puerto-de-aguas-profundas-en-la-peninsula-de-araya
"Social problems (alcoholism, prostitution, etc..)",,el-proyecto-del-puerto-de-aguas-profundas-en-la-peninsula-de-araya
Loss of landscape/sense of place,,el-proyecto-del-puerto-de-aguas-profundas-en-la-peninsula-de-araya
Displacement,,minera-noche-buena-melchor-ocampo-zacatecas-mexico
Loss of livelihood,,minera-noche-buena-melchor-ocampo-zacatecas-mexico
Increase in Corruption/Co-optation of different actors,,minera-noche-buena-melchor-ocampo-zacatecas-mexico
"Lack of work security, labour absenteeism, firings, unemployment",,minera-noche-buena-melchor-ocampo-zacatecas-mexico
Increase in violence and crime,,minera-noche-buena-melchor-ocampo-zacatecas-mexico
Increase in Corruption/Co-optation of different actors,,lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional
Displacement,,lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional
Increase in violence and crime,,lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional
Loss of livelihood,,lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional
Loss of traditional knowledge/practices/cultures,,lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional
Militarization and increased police presence,,lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional
Specific impacts on women,,lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional
Violations of human rights,,lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional
Land dispossession,,lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional
Displacement,,dong-nai-dams-6-and-6a-cancelled-due-to-environmental-concerns-vietnam
Loss of livelihood,,dong-nai-dams-6-and-6a-cancelled-due-to-environmental-concerns-vietnam
Loss of traditional knowledge/practices/cultures,,dong-nai-dams-6-and-6a-cancelled-due-to-environmental-concerns-vietnam
Land dispossession,,dong-nai-dams-6-and-6a-cancelled-due-to-environmental-concerns-vietnam
Loss of landscape/sense of place,,dong-nai-dams-6-and-6a-cancelled-due-to-environmental-concerns-vietnam
Other socio-economic impacts,,dong-nai-dams-6-and-6a-cancelled-due-to-environmental-concerns-vietnam
Increase in Corruption/Co-optation of different actors,,illegal-timber-trade-in-oleshky-forest-ukraine
Increase in violence and crime,,illegal-timber-trade-in-oleshky-forest-ukraine
Militarization and increased police presence,,illegal-timber-trade-in-oleshky-forest-ukraine
Violations of human rights,,illegal-timber-trade-in-oleshky-forest-ukraine
Increase in Corruption/Co-optation of different actors,,el-complejo-petroquimico-el-tablazo-y-las-luchas-de-la-comunidad-de-el-hornito-contra-pdvsa
Displacement,,el-complejo-petroquimico-el-tablazo-y-las-luchas-de-la-comunidad-de-el-hornito-contra-pdvsa
"Lack of work security, labour absenteeism, firings, unemployment",,el-complejo-petroquimico-el-tablazo-y-las-luchas-de-la-comunidad-de-el-hornito-contra-pdvsa
Loss of livelihood,,el-complejo-petroquimico-el-tablazo-y-las-luchas-de-la-comunidad-de-el-hornito-contra-pdvsa
Loss of traditional knowledge/practices/cultures,,el-complejo-petroquimico-el-tablazo-y-las-luchas-de-la-comunidad-de-el-hornito-contra-pdvsa
Violations of human rights,,el-complejo-petroquimico-el-tablazo-y-las-luchas-de-la-comunidad-de-el-hornito-contra-pdvsa
Land dispossession,,el-complejo-petroquimico-el-tablazo-y-las-luchas-de-la-comunidad-de-el-hornito-contra-pdvsa
Loss of livelihood,,proyecto-minero-santa-ana-cancelado-por-rechazo-de-la-comunidad
Loss of traditional knowledge/practices/cultures,,proyecto-minero-santa-ana-cancelado-por-rechazo-de-la-comunidad
Land dispossession,,proyecto-minero-santa-ana-cancelado-por-rechazo-de-la-comunidad
Loss of landscape/sense of place,,proyecto-minero-santa-ana-cancelado-por-rechazo-de-la-comunidad
Increase in Corruption/Co-optation of different actors,,extraccion-de-jade-en-guatemala
Increase in violence and crime,,extraccion-de-jade-en-guatemala
Loss of livelihood,,extraccion-de-jade-en-guatemala
Loss of traditional knowledge/practices/cultures,,extraccion-de-jade-en-guatemala
Militarization and increased police presence,,extraccion-de-jade-en-guatemala
Violations of human rights,,extraccion-de-jade-en-guatemala
Displacement,,extraccion-de-jade-en-guatemala
Land dispossession,,extraccion-de-jade-en-guatemala
Loss of landscape/sense of place,,extraccion-de-jade-en-guatemala
Loss of landscape/sense of place,,tanjung-kasam-coal-fired-power-plant-indonesia
Loss of livelihood,,totalenergies-oil-exploration-in-republic-of-congo
Loss of traditional knowledge/practices/cultures,,totalenergies-oil-exploration-in-republic-of-congo
Increase in Corruption/Co-optation of different actors,,totalenergies-oil-exploration-in-republic-of-congo
Increase in violence and crime,,totalenergies-oil-exploration-in-republic-of-congo
Militarization and increased police presence,,totalenergies-oil-exploration-in-republic-of-congo
Violations of human rights,,totalenergies-oil-exploration-in-republic-of-congo
Land dispossession,,totalenergies-oil-exploration-in-republic-of-congo
Loss of landscape/sense of place,,totalenergies-oil-exploration-in-republic-of-congo
Increase in Corruption/Co-optation of different actors,,glencore-in-zambia
Displacement,,glencore-in-zambia
"Lack of work security, labour absenteeism, firings, unemployment",,glencore-in-zambia
Loss of livelihood,,glencore-in-zambia
Land dispossession,,glencore-in-zambia
Increase in Corruption/Co-optation of different actors,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Displacement,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Increase in violence and crime,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Loss of livelihood,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Loss of traditional knowledge/practices/cultures,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Militarization and increased police presence,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Violations of human rights,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Land dispossession,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Loss of landscape/sense of place,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Specific impacts on women,,indigenas-yukpa-de-los-rios-yaza-y-tukuko-luchan-por-frenar-la-expansion-de-carbozulia-en-la-sierra-de-perija
Increase in Corruption/Co-optation of different actors,,insuficiencia-renal
"Lack of work security, labour absenteeism, firings, unemployment",,insuficiencia-renal
Loss of livelihood,,insuficiencia-renal
Violations of human rights,,insuficiencia-renal
Militarization and increased police presence,,insuficiencia-renal
Loss of livelihood,,stara-zagora-landfill-site-bulgaria
Violations of human rights,,stara-zagora-landfill-site-bulgaria
Land dispossession,,stara-zagora-landfill-site-bulgaria
Loss of landscape/sense of place,,stara-zagora-landfill-site-bulgaria
Loss of livelihood,,green-resources-as-niassa-project
Loss of traditional knowledge/practices/cultures,,green-resources-as-niassa-project
Specific impacts on women,,green-resources-as-niassa-project
Violations of human rights,,green-resources-as-niassa-project
Land dispossession,,green-resources-as-niassa-project
