UID,name,slug,relations
the-nujiang-dam-development-controversy,"Tiger Leaping Gorge dam, Yunnan, China",tiger-leaping-gorge-dam,
carnegie-zircon-mining-the-gambia,"GACH black sand mining in Sanyang, The Gambia",gach-black-sand-mining-in-sanyang-the-gambia,
authier-lithium-project-by-sayona-mining-company-in-quebec-canada,"North American Lithium mining project, La Corne, Abitibi, Québec, Canada ",north-american-lithium-mining-project-quebec,
authier-lithium-project-by-sayona-mining-company-in-quebec-canada,"Tansim open pit lithium mine project, Canada",tansim,
smurfit-kappa-carton-de-colombia-en-sevilla,"Smurfit-Kappa, Colombia",smurfit-kappa-colombia,
river-ethiope-polluted-by-massive-oil-spill-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
eco-golf-resort-project-in-soragune-forest,"Rubber plantations in Weliya Forest, Sri Lanka",rubber-plantation,
benetton-mapuche-conflict-argentina,"Lof en Resistencia Cushamen vs. Benetton and state repression, Chubut, Argentina",lof-en-resistencia-cushamen-vs-benetton-y-la-represion-del-estado-nacional,
lomada-de-leiva-argentina,"Manantial Espejo, gold and silver mining, Santa Cruz, Argentina",manantial-espejo-gold-and-silver-mining-santa-cruz-argentina,
quellaveco-peru,"Sakatti Mine, Finland",sakatti-mine,
amarapura-urban-development-project-shankalay-kyun-island,"Ayeyarwady Integrated River Basin Management Project (AIRBMP), Myanmar",myanmar-ayeyarwady-integrated-river-basin-management-project-airbmp,
bokaro-steel-plant-jharkhand-india,"Mejia Thermal Power Station (MTPS), India",mejia-thermal-power-station-mtps-india,
bokaro-steel-plant-jharkhand-india,"Electrosteel plant in Siyaljori, Jharkhand, India",electrosteel-plant-in-siyaljori-jharkhand-india,
unlawful-removal-of-olive-trees-and-wind-energy-project-in-karaburun-turkey,"Mersinli Wind Farm, Turkey",mersinli-wind-farm-turkey,
lafarge-cement-trbovlje-slovenia,Complaints against Holcim-Lafarge quarries and cement factories in France and Switzerland,holcim-lafarge-quarry-switzerland,
palm-oil-plantation-in-south-west-cameroon,"Plantation de Haut Penja, Cameroon ",plantation-de-haut-penja,
abuse-of-kalahari-bushmen-by-world-wildlife-fund-eco-guards-botswana,Gas Exploration Threatens Indigenous San Peoples and Endangered Wildlife in Botswana and Namibia,gas-exploration-threatens-kalahari-bushmen-and-endangered-wildlife-in-botswana,
sindh-engro-coal-mining-company,"Shortage of Water in Gwadar, the port at the end of corridor China/ Pakistan",shortage-of-water-in-gawadar,
defensa-del-manglar-guerrero-mexico,"Malecón Tajamar-Cancún destruye Manglar en Quintana Roo, Mexico ",malecon-tajamar-cancun-destruye-manglar-en-quintana-roo-mexico,
el-pacto-ribereno-un-conflicto-por-la-explotacion-petrolera-en-tabasco-mexico,"Ixtoc gigantic marine oil spill, Campeche, Mexico",ixtoc-gigantic-oil-spill-campeche-mexico,
greenpeace-in-new-zealand,"Chevron's Gorgon gas extraction meet with labour unions' opposition, Australia",chevron-operations-meet-with-protests-australia,
proyecto-hidroelectrico-corpus-christi,"Proyecto Hidroeléctrico binacional Garabí-Panambí, Brazil-Argentina",garabi-panambi-dam-brazil-argentina,
shell-ignites-new-gas-flare-at-gbarantoru,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
bayovar-vale-miski-mayo-peru,Controversial Amazon route of Transcontinental Railway Brazil-Peru,opposition-against-controversial-amazon-route-of-transatlantic-railway-brazil-peru,
deep-sea-mining-project-solwara-1-in-the-bismarck-sea-papua-new-guinea,Opposition in Vancouver (Canada) to Deep-Sea Mining in Nauru,deep-sea-mining-rejection-in-vancouver,
panamerican-silver-mine-in-la-colorada-zacatecas-mexico,"Mina Dolores, Chihuahua México",mina-dolores-mexico,
venezuela-refinery-explosion-venezuela,"Los impactos socioambientales del Complejo Refinador Paraguaná, Venezuela ",los-impactos-socioambientales-del-complejo-refinador-paraguana,
venezuela-refinery-explosion-venezuela,"Complejo Petroquímico El Tablazo y las luchas de El Hornito contra PDVSA, Venezuela",el-complejo-petroquimico-el-tablazo-y-las-luchas-de-la-comunidad-de-el-hornito-contra-pdvsa,
oil-spill-in-kalaba-community-nigeria,"Multiple oil spills by Agip/ENI's Ogboinbiri-Tebidaba pipeline in Niger Delta, Nigeria",agip-refuse-to-stop-spill-in-okpotuwar-and-ondewari-communities-nigeria,
pujada-nickel-mine-on-ancestral-lands-oriental-davao-philippines,"Andap Valley Complex coal mining, Surigao del Sur, Philippines",militarization-of-lumad-lands-for-coal-mining,
rio-tunjuelo-bogota-colombia,"Humedal Tibanica  Bogotá, Colombia",deterioro-humedal-tibanica-bogota-colombia,
rio-tunjuelo-bogota-colombia,"Humedal la Isla, Bogotá, Colombia",conflicto-socioambiental-humedal-la-isla-bogota-colombia,
la-contaminacion-y-la-lucha-de-los-pescadores-artesanales-amenazadas-en-puchuncavi-chile,"Ventanas Industrial Complex, Chile",ventanas-industrial-complex-chile,
la-contaminacion-y-la-lucha-de-los-pescadores-artesanales-amenazadas-en-puchuncavi-chile,"Proyecto inmobiliario 'Maratué', Valparaíso, Chile",proyecto-inmobiliario-maratue,
subernarekha-multipurpose-project-chandil-dam-jharkhand-india,"Subernarekha multipurpose Project (Icha Dam), Jharkhand, India ",subernarekha-multipurpose-project-icha-dam-jharkhand-india,
subernarekha-multipurpose-project-chandil-dam-jharkhand-india,"Dimna reservoir, Jamshedpur, Jharkhand, India",dimna-reservoir-jamshedpur-jharkhand-india,
aznalcollar-tailings-dam-failure-spain,"Mina Cobre Las Cruces, Sevilla, Spain",minera-las-cruces-sevilla-spain,
aznalcollar-tailings-dam-failure-spain,"La Compañía Rio Tinto y la matanza de 1888, Andalucía, España",rio-tinto-la-matanza-de-1888,
water-crisis-and-privatization-in-mexico-city,"Proyecto inmobiliario Bosque Diamante en Jilotzingo, México",proyecto-inmobiliario-bosque-diamante-en-jilotzingo-estado-de-mexico,
water-crisis-and-privatization-in-mexico-city,"Ecocidio del río Tula por el Túnel Emisor Oriente (TEO), México",rio-tula-y-el-tunel-emisor-oriente-teo,
water-crisis-and-privatization-in-mexico-city,"Contaminación del río Tula en Hidalgo, México",contaminacion-del-rio-tula,
water-crisis-and-privatization-in-mexico-city,"Crisis del agua en la Zona Metropolitana de Aguascalientes, México",crisis-del-agua-en-la-zona-metropolitana-de-aguascalientes-mexico,
quezon-coal-fired-power-plant-philippines,"Coal fired power plants, Batangas, Philippines",coal-fired-power-plant-batangas-philippines,
quezon-coal-fired-power-plant-philippines,"Coal-Fired Power Plant in Luna, La Union, Luzon, Philippines",coal-fired-power-plant-cfpp-in-luna-la-union-philippines,
pt-south-pacific-viscose-spv-viscose-plant-indonesia,"Jiujiang Jinyuan Chemical Fiber Co. Ltd. Viscose Plant, China ",jiujiang-jinyuan-chemical-fiber-co-ltd-viscose-plant-china,
protest-in-loba-village-birbhum-west-bengal-against-coal-mining,"Dicontent over land acquisition in Deocha-Pachhami Dewangani Harinsingha in West Bengal, largest coal block in India",bengal-birbhum-coalfields-limited,
stop-gdansk-lng-terminal-poland,"Brunsbüttel LNG Terminal, Germany",ende-gelande-against-brunsbuttel-lng-double-cost-for-german-energy-independence-germany,
tanker-oil-spill-in-the-bohai-bay-near-tianjin-china,"ERIKA Shipwreck and Oil Spill , Britanny, France",erika-shipwreck-and-oil-spill-britanny-france,
envira-amazonia-redd-projects-in-acre-brazil,"Russas and Valparaíso REDD+ projects in Acre, Brazil",russas-valparaiso-redd-projects-acre-brazil,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,"Lead acid batteries recycling factory in Mombasa, Kenya",lead-smelting-factory-mombassa-kenya,
pollution-of-begejac-channel-kula-serbia,"Vital AD polluting Vrbas, Serbia",vital-ad-polluting-vrbas-serbia,
pollution-of-begejac-channel-kula-serbia,"Pollution of Veliki Backi kanal, Serbia",pollution-of-the-channel-veliki-backi-kanal-serbia,
montagne-dor-guyane-france,"Lefa Gold mine, cyanide lakes poisoning villagers' water and animals, by Nordgold, Guinea ",lefa-gold-mine,
akosombo-hydroelectric-project-ghana,"Kandadji Dam and displacement, Niger",kandadji-dam-on-the-niger-river,
akosombo-hydroelectric-project-ghana,"Bui Dam in the Black Volta River, Ghana",bui-dam-ghana,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,"City of Buenos Aires installs ‘anti-poor’ waste containers against wastepickers’ rights, Argentina",the-city-of-buenos-aires-installs-anti-poor-waste-containers-and-repress-wastepickers-demonstration-and-rights,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,"Langtang  incinerator stopped in Luoding, Guangdong, China",luoding-incinerator-guangzhou-china,
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,"Center Parcs in the Chambaran forest, Roybon, Isère, France",center-parcs-de-roybon,
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,Bruyère Wind Farm Conflict,bruyere-wind-farm-conflict,
salar-del-hombre-muerto-litio-argentina,"Lithium in the Salinas Grandes Basin and Laguna de Guayatayoc, Argentina",mineria-de-litio-en-salinas-grandes-argentina,
salar-del-hombre-muerto-litio-argentina,"Lithium exploration in San Luis, Argentina",exploracion-de-litio-en-san-luis-argentina,
hassi-rmel-gas-field,"Hassi Messaoud oil field, Algeria",hassi-messaoud-oil-field,
hassi-rmel-gas-field,"Midcat gas pipeline in Catalunya, Spain",midcat-gas-pipeline,
hassi-rmel-gas-field,"Gas grabs, Algeria",gas-grabs-algeria,
nuclear-colonialism-in-marshall-islands,"Nuclear colonialism and French nuclear tests, Polynesia",french-nuclear-tests-in-polynesia,
nuclear-colonialism-in-marshall-islands,"Elderly activist nun's civic actions exposing nuclear threats at Oak Ridge, Tennessee, USA",elderly-antinuclear-activist-nun-breaks-into-a-government-complex-to-expose-nuclear-crimes-in-tennessee-usa,
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,"The collapse of Xe-Pian Xe-Namnoy hydropower project, Lao PDR",xe-pian-xe-namnoy-hydroelectric-power-project-laos,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,"PDVSA y escasez de agua en la Faja Petrolífera del Orinoco, Venezuela",pdvsa-y-escasez-de-agua-en-san-diego-de-cabrutica,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,"Reserva Forestal Imataca, Región Guayana de Venezuela",reserva-forestal-imataca-region-guayana-de-venezuela,
triangulo-del-feldespato-y-mineria-a-cielo-abierto-en-avila-spain,"Apropiación de las aguas del Rio Corneja y del Alberche para su comercialización, Ávila, Spain",instalacion-de-una-embotelladora-de-agua-mineral-en-el-valle-del-corneja,
tipnis,"Lliquimuni,  Bolivia",lliquimuni,
exploracion-petrolera-en-el-rio-humadea-meta-pozo-exploratorio-lorito-1,"Extracción de petróleo en La Macarena, Meta, Colombia",la-macarena-meta-colombia,
acueducto-ii-agravante-del-conflicto-hidrico-en-queretaro,"Contaminación del río Tula en Hidalgo, México",contaminacion-del-rio-tula,
bourj-hammoud-garbage-mountain,"Naameh Landfill, Lebanon",naameh-landfill-lebanon,
bourj-hammoud-garbage-mountain,"Costa Brava Landfill, Lebanon",costa-brava-landfill-lebanon,
bourj-hammoud-garbage-mountain,"Beirut incinerators expansion plans and wastepickers struggle, Lebanon",as-the-plans-for-incinerators-in-beirut-lebanon-expand-wastepickers-recycle-to-survive,
bourj-hammoud-garbage-mountain,"Open Dumping, Lebanon",open-dumping-lebanon,
bourj-hammoud-garbage-mountain,"As Beirut’s trash crisis drags on, children recycle to survive",as-beiruts-trash-crisis-drags-on-children-recycle-to-survive,
san-roque-multipurpose-project,"Open pit mining in Ucab, La Cordillera, The Philippines",open-pit-mining-in-ucab-la-cordillera-the-philippines3,
puerto-brisa-sa-colombia,"Cañaverales, La Guajira, Colombia",canaverales-la-guajira-colombia,
puerto-brisa-sa-colombia,"Puerto las Américas de grupo Daabon en Bahía de Taganga, Colombia ",puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia,
anti-mining-protests-and-controversies-around-the-law-with-the-long-name,"Oyu Tolgoi very large copper and gold mine, Rio Tinto, Mongolia",oyu-tolgoi-copper-and-gold-mine-rio-tinto-mongolia,
anti-mining-protests-and-controversies-around-the-law-with-the-long-name,"Onggi River movement, Mongolia",ongi-river-movement-mongolia,
shwe-gas-field-and-pipeline,"Kyaukphyu Port, Rakhine State, Myanmar",kyaukphyu-port,
shwe-gas-field-and-pipeline,"Kyaukpyu Special Economic Zone, Myanmar",kyaukpyu-special-economic-zone,
plogoff-britanny-france,"Golfech Nuclear Power Plant, in the Garonne river. France",golfech-nuclear-power-plant-france,
plogoff-britanny-france,"Chooz Nuclear Power Plant, Meuse River, Ardennes, France",chooz-nuclear-power-plant-meuse-river-france,
plogoff-britanny-france,"Nuclear power plant in Le Carnet, France ",energy-ecological-economics-nuclear-power-plant-in-le-carnet,
plogoff-britanny-france,"Erdeven Nuclear Power Plant, France",erdeven-nuclear-power-plant,
plutonium-production-near-native-american-reservations-usa,"Elderly activist nun's civic actions exposing nuclear threats at Oak Ridge, Tennessee, USA",elderly-antinuclear-activist-nun-breaks-into-a-government-complex-to-expose-nuclear-crimes-in-tennessee-usa,
cancellation-of-alndfill-in-fujimae-tidal-flat-and-garbage-reduction-effort-by-citizen,"Isahaya Bay, fill in of the tidal flats, Japan ",isahaya-bay-nagasaki-prefecture-construction-of-the-dyke-japan,
land-conflict-from-tourism-development-in-east-nusa-tenggara,"Manganese mining in Manggarai, East Nusa Tenggara, Indonesia",manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,
cotui-contra-pueblo-viejo-barrick-gold-dominican-republic,"Minería de oro en San Juan de la Maguana, República Dominicana",san-juan-de-la-maguana-dominican-republic,
illegal-logging-and-the-death-of-environmentalist-chut-wutty,"Deforestation in the sacred forest of Massaha, Gabon",deforestation-in-the-sacred-forest-of-massaha-gabon,
san-andres-copan-honduras,"Compañía minera Victoria, explotación de depósitos de hierro en la Comunidad Nueva Esperanza, Honduras",compania-minera-victoria-explotacion-de-depositos-de-hierro-en-la-comunidad-nueva-esperanza,
transport-corridor-vc-lot-3-bosnia-and-herzegovina,"Massive sediment extraction from the River Drava, Croatia",massive-sediment-extraction-from-the-river-drava-croatia,
cananea-mine-mexico,"Toxic spill from mining company belonging to Grupo México, Sonora, Mexico",toxic-spill-from-mining-company-belonging-to-grupo-mexico-sonora-mexico,
cananea-mine-mexico,"Minera San Martín de Grupo México, Sombrerete, Zacatecas, Mexico",minera-san-martin-de-grupo-mexico-en-sombrerete-zacatecas-mexico,
privatizacion-de-las-playas-y-la-criminalizacion-de-activistas-en-oaxaca-mexico,"Desarrollo turístico Bahías de Huatulco y despojo de tierras comunales en Oaxaca, México",desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,
tarbela-dam-pakistan,"Bhakra Nangal Project, India",bhakra-nangal-project-india,
tarbela-dam-pakistan,"Diamer Bhasha Dam, Pakistan",diamer-bhasha-dam-pakistan,
tarbela-dam-pakistan,"Salal hydro power project, Jammu & Kashmir, India",salal-hydro-power-project-jammu-kashmir-india,
liquefied-natural-gas-project-papua-new-guinea,"Komo Airfield, Papua New Guinea",komo-airport,
pueblos-indigenas-arawaks-del-sur-afectados-por-mineria-ilegal-en-la-cuenca-del-rio-atabapo,"Las luchas contra el mega-proyecto del Arco Minero del Orinoco, Venezuela",las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,
forest-logging-lithuania,"Excessive logging in Carpathian Forest, Poland",carpathian-forest-poland,
pueblos-originarios-de-la-cuenca-de-mexico-en-contra-del-aeropuerto-internacional-de-santa-lucia,"Ecocidio del río Tula por el Túnel Emisor Oriente (TEO), México",rio-tula-y-el-tunel-emisor-oriente-teo,
pueblos-originarios-de-la-cuenca-de-mexico-en-contra-del-aeropuerto-internacional-de-santa-lucia,"Tratamiento de Residuos Sólidos Urbanos y emergencia ambiental en Atitalaquia, México",chuy-y-atitalaquia-una-emergencia-socio-ambiental,
pueblos-originarios-de-la-cuenca-de-mexico-en-contra-del-aeropuerto-internacional-de-santa-lucia,"Planta Tratadora de Aguas Residuales (PTAR) Atotonilco, Hidalgo, México.",planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,
lignite-mining-garzweiler-i-germany,"Lignite mining and the Ende Gelände movement, Germany",linginte-mining-and-the-ende-gelande-movement,
city-council-evicted-and-demolished-the-house-of-a-roma-ethnicity-family-in-canada-real-galiana-madrid,"Plantas de incineración y vertederos de Valdemingómez y Pinto en Madrid, España",valdemingomez-incineration-plant-madrid,
tambogrande-peru,"Meridian Gold Mine in Esquel, Argentina",esquel-meridian-gold-mine-argentina,
marange-diamond-mines-pollute-rivers-zimbabwe,"Bikita Minerals Lithium mine impacts local communities and brings corruption in the Masvingo Province, Zimbabwe ",bikita-minerals-lithium-mine-masvingo-province-zimbabwe-impacts-local-communities-and-brings-corruption,
marange-diamond-mines-pollute-rivers-zimbabwe,"Bikita Minerals Lithium mine in the Masvingo Province, Zimbabwe",bikita,
eni-companys-food-plus-biodiesel-palm-oil-project-in-niari-congo,"TotalEnergies' Bateke plantation: a “cover up” for damaging oil production, Republique of the Congo",bateke-carbon-sink,
eviction-and-relocation-of-thousand-of-families-for-the-construction-of-an-oil-refinery,"Petrochemical industrial park in Hoima, Uganda",petrochemical-industrial-park-in-hoima,
hurricane-sandy-and-low-income-residents-usa,"East Side Coastal Resiliency Project in the Lower East Side, New York, USA",east-side-coastal-resiliency-project-in-the-lower-east-side-new-york-usa,
the-pipeline-eastern-siberia-pacific-ocean,"Indigenous peoples and EJO efforts to protect Baikal Lake from many development projects, Russia",indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
the-pipeline-eastern-siberia-pacific-ocean,"Oil pipeline around Lake Baikal and through Tunkinsky National Park, Buryatia, Russia",oil-pipeline-around-lake-baikal-and-through-tunkinsky-national-park-buratia-russia,
the-pipeline-eastern-siberia-pacific-ocean,"Buryatia (Tunka National Park) vs Yukos oil, Russian Federation",buryatia-vs-yukos-oil-russian-federation,
incinerator-in-son-reus-mallorca-spain,"Waste incineration facility in Cercs, Barcelona, Spain",waste-incineration-facility-in-cercs-barcelona-spain,
exploracion-petrolera-en-el-alto-ariari-meta,"Extracción de petróleo en La Macarena, Meta, Colombia",la-macarena-meta-colombia,
loma-de-la-lata-neuquen-argentina,"Fracking among fruit trees in Allen, Río Negro, Argentina",allen-y-la-extraccion-de-gas-por-fractura-hidraulica,
loma-de-la-lata-neuquen-argentina,"Fracking de petróleo en Mendoza, Argentina",fracking-for-oil-in-mendoza-argentina,
loma-de-la-lata-neuquen-argentina,"Arenas síliceas para Fracking, Diamante, provincia de Entre Ríos, Argentina",arenas-siliceas-para-fracking-diamante-provincia-de-entre-rios-argentina,
hydraulic-fracturing-fracking-in-the-karoo-south-africa,"Fracking exploration in Matatiele, South Africa ",fracking-exploration-in-matatiele-south-africa,
hydraulic-fracturing-fracking-in-the-karoo-south-africa,"Oil and Gas Exploration in the Kavango region threatens San People and Endangered Wildlife, Botswana-Namibia",kavango-oil-botswana-namibia,
paramo-rabanal-colombia,"Paz del Río, Boyacá, Colombia",paz-del-rio-boyaca-colombia,
antilles-poisoned-by-kepone-in-the-banana-industry-martinique-and-guadeloupe,"Kepone Chemical disaster in Hopewell, Virginia, USA ",kepone-chemical-disaster-in-virginia-usa,
antilles-poisoned-by-kepone-in-the-banana-industry-martinique-and-guadeloupe,"Plantation de Haut Penja, Cameroon ",plantation-de-haut-penja,
lorena-santa-cruz-costa-rica,"Conflict over water distribution among local dwellers and Real State investors in Marbella, Guanacaste, Costa Rica",marbella-costa-rica,
ashaninka-people-against-dams-peru,"Megarepresas sobre el Marañon, Chadin 2 y Rio Grande 1 y 2, Perú",megarepresas-sobre-el-maranon-chadin-2-y-rio-grande-1-y-2,
ashaninka-people-against-dams-peru,"Represa Inambari, Peru",represa-inambari,
ashaninka-people-against-dams-peru,"Killing of Asháninka leader Estela Casanto Mauricio in Junín, Peru",killing-of-ashaninka-leader-estela-casanto-mauricio-in-junin-peru,
el-mirador-reserva-de-la-biosfera-maya," Desplazamientos forzados desde los Parques Nacionales Laguna del Tigre y Sierra del Lacandón, Guatemala",desplazamientos-forzados-en-areas-protegidas-comunidades-en-la-reserva-de-la-biosfera-maya-parques-nacionales-laguna-del-tigre-y-sierra-del-lacandon-guatemala,
the-death-of-gladys-del-estal-tudela-spain,"Lemoiz, Basque Country, Spain",lemoiz-basque-country-spain,
creys-malville-france,"Kalpakkam's fast breeder reactor, India",kalpakkams-fast-breeder-reactor-india,
creys-malville-france,"Kalkar's sodium-cooled fast breeder reactor prototype, Germany",kalkar-a-bad-joke-germany,
creys-malville-france,"The failed fast breeder reactor, Monju, Japan",the-fast-breeder-reacton-monju-japan,
creys-malville-france,Ageing  Bugey NPP threatens Geneva from France,ageing-bugey-npp-threatens-geneva-france,
creys-malville-france,"Erdeven Nuclear Power Plant, France",erdeven-nuclear-power-plant,
the-olive-quick-decline-syndrome-in-apulia,"Almond Leaf Scorch in Alicante, Spain",almond-leaf-scorch-in-alicante,
oil-spill-of-east-china-sea-in-2018china,"ERIKA Shipwreck and Oil Spill , Britanny, France",erika-shipwreck-and-oil-spill-britanny-france,
oil-spill-of-east-china-sea-in-2018china,"Oil leak is threatening nature and local people's health, Mauritius",oil-leak-in-mauritus-islands-is-threatenind-nature-and-local-peoples-health,
oil-spill-of-east-china-sea-in-2018china,"The “black tide” of the Torrey Canyon oil spill, UK",torrey-canyon-oil-spill-uk,
oil-spill-of-east-china-sea-in-2018china,"Amoco Cadiz oil spill in 1978 in Britanny, France. ",amoco-cadiz-oil-spill-in-1978-britanny-france,
oil-spill-of-east-china-sea-in-2018china,"The Sea Empress oil spill, Pembrokeshire, Wales, UK",sea-empress-oil-spill-uk,
oil-spill-of-east-china-sea-in-2018china,"The agony of the Atlantic Empress, a large sinking oil tanker in flames. Trinidad Tobago. ",atlantic-empress-oil-tanker-accident-1979,
grassy-narrows-and-whitedog-first-nations-mercury-poisoning-ont-canada,"Grassy Narrows logging conflict, Ont., Canada",grassy-narrows-logging-conflict-ont-canada,
oil-extraction-forces-ogoni-to-consume-benzene-water-for-survival-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
formosa-toxic-waste-spill-and-marine-life-disaster-in-central-vietnam,"Vung Ang 2 Thermal Power Plant, Ha Tinh province, Vietnam",vung-ang-2-thermal-power-plant-ha-tinh-province-vietnam,
citadel-capital-sabina-and-al-nahda-for-integrated-solutions-irrigated-crops-in-white-nile-state-sudan,"Citadel Capital/Concord Irrigated Crops in Unity State, South Sudan",citadel-capital-concord-irrigated-crops-in-unity-state-south-sudan,
achuar-contra-oxy,"Achuar y Shuar en contra de exploración petrolera de lote 64, Perú",indigenas-en-contra-de-exploracion-petrolera-de-lote-64-peru,
achuar-contra-oxy,"Derrames del oleoducto de Petroperú en la Amazonia, Perú",derrames-del-oleoducto-de-petroperu-en-la-amazonia-peru,
hollie,"PFOA Contamination in Bennington, Vermont, USA",pfoa-contamination-in-bennington-vermont,
hollie,"PFAS pollution by Chemours/Dupont, Dordrecht, The Netherlands",pfas-pollution-by-chemours-dupont-the-netherlands,
hollie,"PFAS (PFOS) pollution by 3M, Belgium",pfas-pollution-by-3m-belgium,
west-roxbury-lateral-pipeline-and-metering-and-regulating-station,"Enbridge natural gas compressor in North Weymouth, MA, USA ",north-weymouth-natural-gas-compressor,
ida-mountain-kazdagi-prospecting-for-gold-turkey," Alamos gold mining company in the “Sonora cluster”, Mexico",losalamos-mining-sonora-mexico,
ida-mountain-kazdagi-prospecting-for-gold-turkey,"Alamos gold mining company in Miacatlan/Xochicalco, Morelos, Mexico",alamosgold-morelos-mexico,
capao-xavier-mine-brazil,"Installation of the pipeline of the company Ferrous Resources do Brasil S.A. in the municipality of Viçosa, Minas Gerais, Brazil",installation-of-the-ferrous-resources-pipeline-in-the-municipality-of-vicosa-minas-gerais-brazil,
thermal-power-plant-ugljevik-3," Thermal Power Plant Tuzla, Bosnia and Herzegovina",thermal-power-plant-tuzla-bosnia-and-herzegovina,
nuclear-waste-in-gastre-chubut-argentina,"Planta nuclear en Sierra Grande, Río Negro, Argentina",central-nuclear-china-en-rio-negro,
granadilla-port-in-tenerife-spain,"Hotel La Tejita Beach Club Resort in Tenerife, Spain",hotel-in-la-tejita,
lignite-mining-nochten-ii-germany,"Lignite mining and the Ende Gelände movement, Germany",linginte-mining-and-the-ende-gelande-movement,
totalenergies-oil-exploration-in-republic-of-congo,"TotalEnergies' Bateke plantation: a “cover up” for damaging oil production, Republique of the Congo",bateke-carbon-sink,
glencore-in-zambia,"Kangaluwi Copper Mine in the Lower Zambezi National Park, Zambia",proposed-kangaluwi-copper-mine-in-the-lower-zambezi,
insuficiencia-renal,"Agrochemical pesticides and kidney related diseases, Sri Lanka",agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka,
protests-at-eskoms-megawatt-park-johannesburg-south-africa,"Thabametsi coal-fired power plant stopped, Limpopo province, South Africa",thabametsi-coal-fired-power-plant,
glencore-xstrata-tampakan-copper-gold-project-south-cotabato,"Coal mining in Barangay Ned, Lake Sebu, South Cotabato, Philippines",coal-mining-in-barangay-ned-south-cotabato-philippines,
three-gorges-dam-on-the-yangtze-river-in-hubei-china,"Xiangjiaba Hydropower Plant in Yunnan and Sichuan, southwest China",xiangjiaba-dam-in-yunnan-and-sichuan-southwest-china,
kalpakkams-fast-breeder-reactor-india,"The failed fast breeder reactor, Monju, Japan",the-fast-breeder-reacton-monju-japan,
explotacion-petrolera-en-casanare-colombia,"Niscota oil block in Boyacá and Casanare, Colombia",niscota-oil-block-and-military-violence-in-boyaca-and-casanare-colombia,
asian-highway-infrastructure-project-karen-state-myanmar,"Dawei Special Economic Zone (SEZ) and Deep Sea port, Tanintharyi, Myanmar",dawei-sez-tanintharyi-region-myanmar,
hidroelectrica-puebla-1-puebla-mexico,"Bodega Aurrerá-Walmart en Cuetzalan, Puebla, México",walmart-cuetzalan,
hidroelectrica-puebla-1-puebla-mexico,"Hidroelectricas de Atzala-Coyolapa, Puebla, Mexico",hidroelectricas-de-atzala-coyolapa-puebla-mexico,
hidroelectrica-puebla-1-puebla-mexico,"Hidroelectrica Gaya en el rio Apulco, Puebla, Mexico",gaya-hidroelectrica-rioapulco-puebla,
zimapan-waste-disposal-hidalgo-mexico,"Ejido Noria de la Sabina, vs Sociedad Ecológica Mexicana del Norte, S.A. de C.V.",ejido-noria-de-la-sabina-vs-sociedad-ecologica-mexicana-del-norte-sa-de-cv,
zimapan-waste-disposal-hidalgo-mexico,La Fundación  Apaxtle y Prosalud Apaxco-Atotonilco contra planta Ecoltec de Holcim. Mexico.,fundacion-para-el-desarrollo-integral-apaxtle-ac-y-prosalud-apaxco-atotonilco-contra-planta-ecoltec-de-cementera-holcim-2009-apaxco-edomex-y-atotonilco-de-tula-hidalgo,
zimapan-waste-disposal-hidalgo-mexico,"Guadalcazar, hazardous waste dumping by USA firm Metalclad. Mexico. ",guadalcazar-hazardous-waste-metalclad,
greenpeace-revealed-shenhuas-water-intensive-coal-chemical-projects-in-ordos-inner-mongolia,"Haerwusu coal mine, Inner Mongolia, China",haerwusu-coal-mine-inner-mongolia-china,
nuclear-waste-disposal-bure-france,"Asse II, Germany",asse-ii,
nuclear-waste-disposal-bure-france,"The disappearance of salmons, otters and beavers in La Meuse",the-disappearance-of-salmons-otters-and-beavers-in-la-meuse,
nuclear-waste-disposal-bure-france,"Chooz Nuclear Power Plant, Meuse River, Ardennes, France",chooz-nuclear-power-plant-meuse-river-france,
nuclear-waste-disposal-bure-france,"Center of the reprocessing of nuclear waste, La Hague, France",la-hague-center-of-the-reprocessing-of-nuclear-waste-france,
