UID,name,environmental_impact
gamella-indigenous-groups-against-ranchers-maranhao-brazil,Soil contamination,
tanker-oil-spill-in-the-bohai-bay-near-tianjin-china,"Biodiversity loss (wildlife, agro-diversity)",
tanker-oil-spill-in-the-bohai-bay-near-tianjin-china,Oil spills,
tanker-oil-spill-in-the-bohai-bay-near-tianjin-china,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
tanker-oil-spill-in-the-bohai-bay-near-tianjin-china,Large-scale disturbance of hydro and geological systems,
tanker-oil-spill-in-the-bohai-bay-near-tianjin-china,Food insecurity (crop damage),
tanker-oil-spill-in-the-bohai-bay-near-tianjin-china,Waste overflow,
lead-mining-and-processing-primorye-russian-far-east,Air pollution,
lead-mining-and-processing-primorye-russian-far-east,Food insecurity (crop damage),
lead-mining-and-processing-primorye-russian-far-east,Noise pollution,
lead-mining-and-processing-primorye-russian-far-east,Soil contamination,
lead-mining-and-processing-primorye-russian-far-east,Waste overflow,
lead-mining-and-processing-primorye-russian-far-east,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
lead-mining-and-processing-primorye-russian-far-east,Groundwater pollution or depletion,
harbor-station-5-power-plant,Air pollution,
harbor-station-5-power-plant,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
harbor-station-5-power-plant,Noise pollution,
harbor-station-5-power-plant,Groundwater pollution or depletion,
rare-earth-mining-of-chalcoyulinguangxichina,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
rare-earth-mining-of-chalcoyulinguangxichina,Noise pollution,
rare-earth-mining-of-chalcoyulinguangxichina,Waste overflow,
rare-earth-mining-of-chalcoyulinguangxichina,"Biodiversity loss (wildlife, agro-diversity)",
rare-earth-mining-of-chalcoyulinguangxichina,Loss of landscape/aesthetic degradation,
rare-earth-mining-of-chalcoyulinguangxichina,Groundwater pollution or depletion,
chevron-texaco-ecuador,Air pollution,
chevron-texaco-ecuador,"Biodiversity loss (wildlife, agro-diversity)",
chevron-texaco-ecuador,Loss of landscape/aesthetic degradation,
chevron-texaco-ecuador,Soil contamination,
chevron-texaco-ecuador,Waste overflow,
chevron-texaco-ecuador,Oil spills,
chevron-texaco-ecuador,Deforestation and loss of vegetation cover,
chevron-texaco-ecuador,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
chevron-texaco-ecuador,Global warming,
chevron-texaco-ecuador,Groundwater pollution or depletion,
envira-amazonia-redd-projects-in-acre-brazil,"Biodiversity loss (wildlife, agro-diversity)",
envira-amazonia-redd-projects-in-acre-brazil,Food insecurity (crop damage),
envira-amazonia-redd-projects-in-acre-brazil,Loss of landscape/aesthetic degradation,
envira-amazonia-redd-projects-in-acre-brazil,Other Environmental impacts,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,"Biodiversity loss (wildlife, agro-diversity)",
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Food insecurity (crop damage),
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Noise pollution,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Soil contamination,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Soil erosion,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Large-scale disturbance of hydro and geological systems,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Reduced ecological / hydrological connectivity,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Global warming,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Air pollution,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Loss of landscape/aesthetic degradation,
linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,Deforestation and loss of vegetation cover,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,Air pollution,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,Groundwater pollution or depletion,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,Waste overflow,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,Noise pollution,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,Soil contamination,
excessive-blood-lead-of-children-caused-by-a-battery-company-in-anhui-china,Food insecurity (crop damage),
blm-versus-wild-horses,"Biodiversity loss (wildlife, agro-diversity)",
blm-versus-wild-horses,Groundwater pollution or depletion,
blm-versus-wild-horses,Global warming,
blm-versus-wild-horses,Waste overflow,
blm-versus-wild-horses,Loss of landscape/aesthetic degradation,
pollution-of-begejac-channel-kula-serbia,Air pollution,
pollution-of-begejac-channel-kula-serbia,Loss of landscape/aesthetic degradation,
pollution-of-begejac-channel-kula-serbia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
pollution-of-begejac-channel-kula-serbia,Reduced ecological / hydrological connectivity,
pollution-of-begejac-channel-kula-serbia,"Biodiversity loss (wildlife, agro-diversity)",
pollution-of-begejac-channel-kula-serbia,"Floods (river, coastal, mudflow)",
pollution-of-begejac-channel-kula-serbia,Soil contamination,
pollution-of-begejac-channel-kula-serbia,Soil erosion,
pollution-of-begejac-channel-kula-serbia,Groundwater pollution or depletion,
economic-zone-grabs-farmlands-bangladesh,"Biodiversity loss (wildlife, agro-diversity)",
economic-zone-grabs-farmlands-bangladesh,Food insecurity (crop damage),
economic-zone-grabs-farmlands-bangladesh,Loss of landscape/aesthetic degradation,
economic-zone-grabs-farmlands-bangladesh,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
economic-zone-grabs-farmlands-bangladesh,Large-scale disturbance of hydro and geological systems,
economic-zone-grabs-farmlands-bangladesh,Reduced ecological / hydrological connectivity,
economic-zone-grabs-farmlands-bangladesh,Other Environmental impacts,
economic-zone-grabs-farmlands-bangladesh,Deforestation and loss of vegetation cover,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Air pollution,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,"Biodiversity loss (wildlife, agro-diversity)",
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Food insecurity (crop damage),
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Loss of landscape/aesthetic degradation,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Noise pollution,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Soil contamination,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Soil erosion,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Waste overflow,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Deforestation and loss of vegetation cover,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Groundwater pollution or depletion,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Mine tailing spills,
shenzhou-mining-claver-mineral-development-corporation-nickel-mining-in-claver-philippines,Reduced ecological / hydrological connectivity,
yala-swamp-large-scale-farming-kenya,"Biodiversity loss (wildlife, agro-diversity)",
yala-swamp-large-scale-farming-kenya,"Floods (river, coastal, mudflow)",
yala-swamp-large-scale-farming-kenya,Loss of landscape/aesthetic degradation,
yala-swamp-large-scale-farming-kenya,Soil contamination,
yala-swamp-large-scale-farming-kenya,Deforestation and loss of vegetation cover,
yala-swamp-large-scale-farming-kenya,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
yala-swamp-large-scale-farming-kenya,Reduced ecological / hydrological connectivity,
montagne-dor-guyane-france,"Biodiversity loss (wildlife, agro-diversity)",
montagne-dor-guyane-france,Loss of landscape/aesthetic degradation,
montagne-dor-guyane-france,Deforestation and loss of vegetation cover,
montagne-dor-guyane-france,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
montagne-dor-guyane-france,Groundwater pollution or depletion,
montagne-dor-guyane-france,Soil contamination,
montagne-dor-guyane-france,Waste overflow,
montagne-dor-guyane-france,Large-scale disturbance of hydro and geological systems,
montagne-dor-guyane-france,Mine tailing spills,
chalillo-dam-belize,"Biodiversity loss (wildlife, agro-diversity)",
chalillo-dam-belize,"Floods (river, coastal, mudflow)",
chalillo-dam-belize,Food insecurity (crop damage),
chalillo-dam-belize,Loss of landscape/aesthetic degradation,
chalillo-dam-belize,Deforestation and loss of vegetation cover,
chalillo-dam-belize,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
chalillo-dam-belize,Groundwater pollution or depletion,
chalillo-dam-belize,Large-scale disturbance of hydro and geological systems,
miryang-electricity-transmission-lines-south-korea,Loss of landscape/aesthetic degradation,
lead-poisoning-by-zeliang-battery-factory-in-qingyuan-guangdong-china,Air pollution,
lead-poisoning-by-zeliang-battery-factory-in-qingyuan-guangdong-china,Soil contamination,
lead-poisoning-by-zeliang-battery-factory-in-qingyuan-guangdong-china,Waste overflow,
lead-poisoning-by-zeliang-battery-factory-in-qingyuan-guangdong-china,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
lead-poisoning-by-zeliang-battery-factory-in-qingyuan-guangdong-china,Groundwater pollution or depletion,
cerro-de-pasco-peru,Air pollution,
cerro-de-pasco-peru,Loss of landscape/aesthetic degradation,
cerro-de-pasco-peru,Noise pollution,
cerro-de-pasco-peru,Soil contamination,
cerro-de-pasco-peru,Waste overflow,
cerro-de-pasco-peru,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
cerro-de-pasco-peru,Groundwater pollution or depletion,
cerro-de-pasco-peru,Large-scale disturbance of hydro and geological systems,
cerro-de-pasco-peru,Mine tailing spills,
vidin-air-pollution-bulgaria,Air pollution,
vidin-air-pollution-bulgaria,"Biodiversity loss (wildlife, agro-diversity)",
vidin-air-pollution-bulgaria,Global warming,
vidin-air-pollution-bulgaria,Noise pollution,
vidin-air-pollution-bulgaria,Soil contamination,
vidin-air-pollution-bulgaria,Soil erosion,
vidin-air-pollution-bulgaria,Waste overflow,
vidin-air-pollution-bulgaria,Deforestation and loss of vegetation cover,
vidin-air-pollution-bulgaria,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
destruction-of-the-sweetgum-forests-turkey,"Biodiversity loss (wildlife, agro-diversity)",
destruction-of-the-sweetgum-forests-turkey,Desertification/Drought,
destruction-of-the-sweetgum-forests-turkey,Fires,
destruction-of-the-sweetgum-forests-turkey,"Floods (river, coastal, mudflow)",
destruction-of-the-sweetgum-forests-turkey,Food insecurity (crop damage),
destruction-of-the-sweetgum-forests-turkey,Genetic contamination,
destruction-of-the-sweetgum-forests-turkey,Global warming,
destruction-of-the-sweetgum-forests-turkey,Loss of landscape/aesthetic degradation,
destruction-of-the-sweetgum-forests-turkey,Soil contamination,
destruction-of-the-sweetgum-forests-turkey,Soil erosion,
destruction-of-the-sweetgum-forests-turkey,Deforestation and loss of vegetation cover,
destruction-of-the-sweetgum-forests-turkey,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
destruction-of-the-sweetgum-forests-turkey,Groundwater pollution or depletion,
destruction-of-the-sweetgum-forests-turkey,Large-scale disturbance of hydro and geological systems,
destruction-of-the-sweetgum-forests-turkey,Reduced ecological / hydrological connectivity,
anti-gmo-mouvement-portugal,Food insecurity (crop damage),
anti-gmo-mouvement-portugal,Air pollution,
anti-gmo-mouvement-portugal,Genetic contamination,
anti-gmo-mouvement-portugal,Global warming,
anti-gmo-mouvement-portugal,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
anti-gmo-mouvement-portugal,Groundwater pollution or depletion,
anti-gmo-mouvement-portugal,"Biodiversity loss (wildlife, agro-diversity)",
anti-gmo-mouvement-portugal,Loss of landscape/aesthetic degradation,
anti-gmo-mouvement-portugal,Soil erosion,
akosombo-hydroelectric-project-ghana,"Biodiversity loss (wildlife, agro-diversity)",
akosombo-hydroelectric-project-ghana,"Floods (river, coastal, mudflow)",
akosombo-hydroelectric-project-ghana,Food insecurity (crop damage),
akosombo-hydroelectric-project-ghana,Global warming,
akosombo-hydroelectric-project-ghana,Loss of landscape/aesthetic degradation,
akosombo-hydroelectric-project-ghana,Deforestation and loss of vegetation cover,
akosombo-hydroelectric-project-ghana,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
akosombo-hydroelectric-project-ghana,Groundwater pollution or depletion,
akosombo-hydroelectric-project-ghana,Large-scale disturbance of hydro and geological systems,
akosombo-hydroelectric-project-ghana,Reduced ecological / hydrological connectivity,
akosombo-hydroelectric-project-ghana,Other Environmental impacts,
the-unauthorized-condominium-complexes-case,Air pollution,
the-unauthorized-condominium-complexes-case,Noise pollution,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,Air pollution,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,"Biodiversity loss (wildlife, agro-diversity)",
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,Fires,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,Global warming,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,Noise pollution,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,Soil contamination,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,Waste overflow,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,Groundwater pollution or depletion,
ceamse-y-el-conflicto-por-la-gestion-de-los-residuos-en-buenos-aires-argentina,Loss of landscape/aesthetic degradation,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,Air pollution,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,"Biodiversity loss (wildlife, agro-diversity)",
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,Soil contamination,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,Groundwater pollution or depletion,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,Noise pollution,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,Desertification/Drought,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,Loss of landscape/aesthetic degradation,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,Soil erosion,
co-incineration-in-cimpor-and-secil-cement-kilns-portugal,Deforestation and loss of vegetation cover,
anti-privatization-struggle-due-to-the-osorno-water-crisis,Oil spills,
anti-privatization-struggle-due-to-the-osorno-water-crisis,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
anti-privatization-struggle-due-to-the-osorno-water-crisis,Groundwater pollution or depletion,
anti-privatization-struggle-due-to-the-osorno-water-crisis,Reduced ecological / hydrological connectivity,
anti-privatization-struggle-due-to-the-osorno-water-crisis,"Biodiversity loss (wildlife, agro-diversity)",
anti-privatization-struggle-due-to-the-osorno-water-crisis,Food insecurity (crop damage),
anti-privatization-struggle-due-to-the-osorno-water-crisis,Loss of landscape/aesthetic degradation,
anti-privatization-struggle-due-to-the-osorno-water-crisis,Soil contamination,
anti-privatization-struggle-due-to-the-osorno-water-crisis,Soil erosion,
anti-privatization-struggle-due-to-the-osorno-water-crisis,Large-scale disturbance of hydro and geological systems,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,Air pollution,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,"Biodiversity loss (wildlife, agro-diversity)",
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,Fires,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,Loss of landscape/aesthetic degradation,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,Noise pollution,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,Soil contamination,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,Waste overflow,
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
violent-protests-against-development-of-waste-incineration-plant-in-hangzhou-china,Groundwater pollution or depletion,
industrial-wind-energy-project-by-valeco-in-peret-bel-air-and-davignac-puy-peret,"Biodiversity loss (wildlife, agro-diversity)",
industrial-wind-energy-project-by-valeco-in-peret-bel-air-and-davignac-puy-peret,Loss of landscape/aesthetic degradation,
industrial-wind-energy-project-by-valeco-in-peret-bel-air-and-davignac-puy-peret,Noise pollution,
industrial-wind-energy-project-by-valeco-in-peret-bel-air-and-davignac-puy-peret,Soil contamination,
industrial-wind-energy-project-by-valeco-in-peret-bel-air-and-davignac-puy-peret,Deforestation and loss of vegetation cover,
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,Air pollution,
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,"Biodiversity loss (wildlife, agro-diversity)",
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,Loss of landscape/aesthetic degradation,
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,Soil contamination,
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,Deforestation and loss of vegetation cover,
zad-at-notre-dame-des-landes-aeroport-du-grand-ouest-france,Groundwater pollution or depletion,
gold-minining-rdc,Soil contamination,
gold-minining-rdc,Soil erosion,
gold-minining-rdc,Large-scale disturbance of hydro and geological systems,
gold-minining-rdc,Mine tailing spills,
gold-minining-rdc,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
gold-minining-rdc,Groundwater pollution or depletion,
gold-minining-rdc,Other Environmental impacts,
salar-del-hombre-muerto-litio-argentina,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
salar-del-hombre-muerto-litio-argentina,Groundwater pollution or depletion,
salar-del-hombre-muerto-litio-argentina,Food insecurity (crop damage),
salar-del-hombre-muerto-litio-argentina,Soil contamination,
salar-del-hombre-muerto-litio-argentina,Waste overflow,
salar-del-hombre-muerto-litio-argentina,Large-scale disturbance of hydro and geological systems,
salar-del-hombre-muerto-litio-argentina,"Biodiversity loss (wildlife, agro-diversity)",
salar-del-hombre-muerto-litio-argentina,Reduced ecological / hydrological connectivity,
salar-del-hombre-muerto-litio-argentina,Other Environmental impacts,
salar-del-hombre-muerto-litio-argentina,Loss of landscape/aesthetic degradation,
salar-del-hombre-muerto-litio-argentina,Air pollution,
salar-del-hombre-muerto-litio-argentina,Soil erosion,
salar-del-hombre-muerto-litio-argentina,Deforestation and loss of vegetation cover,
salar-del-hombre-muerto-litio-argentina,Desertification/Drought,
salar-del-hombre-muerto-litio-argentina,Global warming,
salar-del-hombre-muerto-litio-argentina,Noise pollution,
salar-del-hombre-muerto-litio-argentina,Mine tailing spills,
aggressive-seed-laws-in-ghana,"Biodiversity loss (wildlife, agro-diversity)",
aggressive-seed-laws-in-ghana,Food insecurity (crop damage),
aggressive-seed-laws-in-ghana,Loss of landscape/aesthetic degradation,
hassi-rmel-gas-field,Groundwater pollution or depletion,
midroc-gold-mine-plc-ethiopia,Air pollution,
midroc-gold-mine-plc-ethiopia,Food insecurity (crop damage),
midroc-gold-mine-plc-ethiopia,Loss of landscape/aesthetic degradation,
midroc-gold-mine-plc-ethiopia,Soil contamination,
midroc-gold-mine-plc-ethiopia,Soil erosion,
midroc-gold-mine-plc-ethiopia,Deforestation and loss of vegetation cover,
midroc-gold-mine-plc-ethiopia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
midroc-gold-mine-plc-ethiopia,Groundwater pollution or depletion,
midroc-gold-mine-plc-ethiopia,Other Environmental impacts,
midroc-gold-mine-plc-ethiopia,Mine tailing spills,
basuro-de-navarro-cali-colombia,Air pollution,
basuro-de-navarro-cali-colombia,"Biodiversity loss (wildlife, agro-diversity)",
basuro-de-navarro-cali-colombia,Desertification/Drought,
basuro-de-navarro-cali-colombia,Fires,
basuro-de-navarro-cali-colombia,"Floods (river, coastal, mudflow)",
basuro-de-navarro-cali-colombia,Genetic contamination,
basuro-de-navarro-cali-colombia,Global warming,
basuro-de-navarro-cali-colombia,Loss of landscape/aesthetic degradation,
basuro-de-navarro-cali-colombia,Noise pollution,
basuro-de-navarro-cali-colombia,Soil contamination,
basuro-de-navarro-cali-colombia,Soil erosion,
basuro-de-navarro-cali-colombia,Waste overflow,
basuro-de-navarro-cali-colombia,Deforestation and loss of vegetation cover,
basuro-de-navarro-cali-colombia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
basuro-de-navarro-cali-colombia,Groundwater pollution or depletion,
basuro-de-navarro-cali-colombia,Large-scale disturbance of hydro and geological systems,
basuro-de-navarro-cali-colombia,Reduced ecological / hydrological connectivity,
nuclear-colonialism-in-marshall-islands,Air pollution,
nuclear-colonialism-in-marshall-islands,"Biodiversity loss (wildlife, agro-diversity)",
nuclear-colonialism-in-marshall-islands,Food insecurity (crop damage),
nuclear-colonialism-in-marshall-islands,Soil contamination,
nuclear-colonialism-in-marshall-islands,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
nuclear-colonialism-in-marshall-islands,Groundwater pollution or depletion,
nuclear-colonialism-in-marshall-islands,Other Environmental impacts,
amritsar-delhi-industrial-corridor,"Biodiversity loss (wildlife, agro-diversity)",
amritsar-delhi-industrial-corridor,"Floods (river, coastal, mudflow)",
amritsar-delhi-industrial-corridor,Food insecurity (crop damage),
amritsar-delhi-industrial-corridor,Loss of landscape/aesthetic degradation,
amritsar-delhi-industrial-corridor,Soil erosion,
amritsar-delhi-industrial-corridor,Waste overflow,
amritsar-delhi-industrial-corridor,Deforestation and loss of vegetation cover,
amritsar-delhi-industrial-corridor,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
amritsar-delhi-industrial-corridor,Groundwater pollution or depletion,
amritsar-delhi-industrial-corridor,Reduced ecological / hydrological connectivity,
amritsar-delhi-industrial-corridor,Air pollution,
amritsar-delhi-industrial-corridor,Global warming,
amritsar-delhi-industrial-corridor,Noise pollution,
amritsar-delhi-industrial-corridor,Soil contamination,
amritsar-delhi-industrial-corridor,Large-scale disturbance of hydro and geological systems,
octopus-traps-endanger-whales-in-false-bay-south-africa,"Biodiversity loss (wildlife, agro-diversity)",
waste-pickers-protest-for-access-to-msunduzi-new-england-road-landfill-and-construction-of-a-materials-recovery-facility,Soil contamination,
waste-pickers-protest-for-access-to-msunduzi-new-england-road-landfill-and-construction-of-a-materials-recovery-facility,Waste overflow,
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,"Biodiversity loss (wildlife, agro-diversity)",
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,Food insecurity (crop damage),
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,Loss of landscape/aesthetic degradation,
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,Large-scale disturbance of hydro and geological systems,
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,Reduced ecological / hydrological connectivity,
nam-ngum-2-dam-displaced-over-6000-ethnic-minorities-in-vientiane-lao-pdr,Groundwater pollution or depletion,
oil-vessel-explosion-nigeria,Air pollution,
oil-vessel-explosion-nigeria,"Biodiversity loss (wildlife, agro-diversity)",
oil-vessel-explosion-nigeria,Fires,
oil-vessel-explosion-nigeria,Food insecurity (crop damage),
oil-vessel-explosion-nigeria,Global warming,
oil-vessel-explosion-nigeria,Loss of landscape/aesthetic degradation,
oil-vessel-explosion-nigeria,Noise pollution,
oil-vessel-explosion-nigeria,Soil contamination,
oil-vessel-explosion-nigeria,Waste overflow,
oil-vessel-explosion-nigeria,Oil spills,
oil-vessel-explosion-nigeria,Groundwater pollution or depletion,
proyecto-de-tierras-raras-en-ciudad-real,Mine tailing spills,
proyecto-de-tierras-raras-en-ciudad-real,Air pollution,
proyecto-de-tierras-raras-en-ciudad-real,Noise pollution,
proyecto-de-tierras-raras-en-ciudad-real,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
proyecto-de-tierras-raras-en-ciudad-real,Reduced ecological / hydrological connectivity,
proyecto-de-tierras-raras-en-ciudad-real,"Biodiversity loss (wildlife, agro-diversity)",
proyecto-de-tierras-raras-en-ciudad-real,Loss of landscape/aesthetic degradation,
proyecto-de-tierras-raras-en-ciudad-real,Soil contamination,
proyecto-de-tierras-raras-en-ciudad-real,Soil erosion,
proyecto-de-tierras-raras-en-ciudad-real,Waste overflow,
proyecto-de-tierras-raras-en-ciudad-real,Deforestation and loss of vegetation cover,
proyecto-de-tierras-raras-en-ciudad-real,Groundwater pollution or depletion,
proyecto-de-tierras-raras-en-ciudad-real,Other Environmental impacts,
proyecto-de-tierras-raras-en-ciudad-real,Global warming,
water-conflict-nestle-waters-in-vittel,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
water-conflict-nestle-waters-in-vittel,Loss of landscape/aesthetic degradation,
water-conflict-nestle-waters-in-vittel,Soil erosion,
water-conflict-nestle-waters-in-vittel,Desertification/Drought,
water-conflict-nestle-waters-in-vittel,Soil contamination,
water-conflict-nestle-waters-in-vittel,Reduced ecological / hydrological connectivity,
water-conflict-nestle-waters-in-vittel,Groundwater pollution or depletion,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,"Biodiversity loss (wildlife, agro-diversity)",
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,Loss of landscape/aesthetic degradation,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,Deforestation and loss of vegetation cover,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,Food insecurity (crop damage),
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,Global warming,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,Soil contamination,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,Large-scale disturbance of hydro and geological systems,
las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,Mine tailing spills,
