UID,slug,name,id,description,category.slug,category.name,category.color,category.id,category.description,type2
shwe-taung-cement-factory-mandalay-myanmar,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
shwe-taung-cement-factory-mandalay-myanmar,building-materials-extraction-quarries-sand-gravel,"Building materials extraction (quarries, sand, gravel)",7.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
shwe-taung-cement-factory-mandalay-myanmar,manufacturing-activities,Manufacturing activities,47.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
iron-mining-in-the-penokee-hills,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
sarez-lake-issue-still-unsolved-problem-in-the-central-asia-region,other,Other,53.0,,other,Other,#111,11.0,,
sarez-lake-issue-still-unsolved-problem-in-the-central-asia-region,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
sarez-lake-issue-still-unsolved-problem-in-the-central-asia-region,interbasin-water-transfers-transboundary-water-conflicts,Interbasin water transfers/transboundary water conflicts,35.0,,water-management,Water Management,#00bdff,6.0,,
kaolin-mining-by-mibal-company-braga-portugal,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
lignite-mining-jaenschwalde-nord-kerkwitz-grabko-atterwasch-germany,coal-extraction-and-processing,Coal extraction and processing,26.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
panchet-dam-and-the-damodar-valley-project-jharkhand-india,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
panchet-dam-and-the-damodar-valley-project-jharkhand-india,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
panchet-dam-and-the-damodar-valley-project-jharkhand-india,interbasin-water-transfers-transboundary-water-conflicts,Interbasin water transfers/transboundary water conflicts,35.0,,water-management,Water Management,#00bdff,6.0,,
proyecto-minero-cerro-del-gallo-guanajuato-mexico,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
proyecto-minero-cerro-del-gallo-guanajuato-mexico,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
proyecto-minero-cerro-del-gallo-guanajuato-mexico,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
proyecto-minero-cerro-del-gallo-guanajuato-mexico,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
proyecto-minero-cerro-del-gallo-guanajuato-mexico,other,Other,53.0,,other,Other,#111,11.0,,
coal-power-plant-sostanj-tes-6-slovenia,coal-extraction-and-processing,Coal extraction and processing,26.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
coal-power-plant-sostanj-tes-6-slovenia,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
permission-granted-to-release-one-million-tonnes-of-wastewater-into-the-sea-from-fukushima-nuclear-power-plant,nuclear-power-plants,Nuclear power plants,2.0,,nuclear,Nuclear,#ff0,1.0,,
permission-granted-to-release-one-million-tonnes-of-wastewater-into-the-sea-from-fukushima-nuclear-power-plant,nuclear-waste-storage,Nuclear waste storage,3.0,,nuclear,Nuclear,#ff0,1.0,,
permission-granted-to-release-one-million-tonnes-of-wastewater-into-the-sea-from-fukushima-nuclear-power-plant,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
kavango-oil-botswana-namibia,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
kavango-oil-botswana-namibia,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
kavango-oil-botswana-namibia,shale-gas-fracking,Shale gas fracking,23.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
mont-saint-michel,windmills,Windmills,29.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
parque-solar-nueva-xcala-tlaxcala-mexico,mega-project-solar-plants,Mega-project solar plants,30.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
parque-solar-nueva-xcala-tlaxcala-mexico,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
fertiliser-plant-blast-in-toulouse-france,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
pig-industry-in-lis-river-portugal,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
sao-manoel-hydroelectric-dam-mato-grosso-para-brazil,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
sao-manoel-hydroelectric-dam-mato-grosso-para-brazil,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
sao-manoel-hydroelectric-dam-mato-grosso-para-brazil,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
sao-manoel-hydroelectric-dam-mato-grosso-para-brazil,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
sao-manoel-hydroelectric-dam-mato-grosso-para-brazil,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
statoil-ignores-native-entitlement-opinion-on-deep-sea-oil-drilling,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
statoil-ignores-native-entitlement-opinion-on-deep-sea-oil-drilling,other,Other,53.0,,other,Other,#111,11.0,,
thai-waste-pickers-livelihoods-threatened-by-continued-waste-imports,waste-privatisation-conflicts-waste-picker-access-to-waste,Waste privatisation conflicts / waste-picker access to waste,9.0,,waste-management,Waste Management,#77721c,3.0,,
thai-waste-pickers-livelihoods-threatened-by-continued-waste-imports,e-waste-and-other-waste-import-zones,E-waste and other waste import zones,19.0,,waste-management,Waste Management,#77721c,3.0,,
conflict-of-the-horto,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
conflict-of-the-horto,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
peasant-communities-against-soy-expansion-in-northeastern-tocantins-brazil,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
peasant-communities-against-soy-expansion-in-northeastern-tocantins-brazil,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
peasant-communities-against-soy-expansion-in-northeastern-tocantins-brazil,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
peasant-communities-against-soy-expansion-in-northeastern-tocantins-brazil,agro-toxics,Agro-toxics,16.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
peasant-communities-against-soy-expansion-in-northeastern-tocantins-brazil,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
polish-farmers-protest-poland,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
polish-farmers-protest-poland,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
polish-farmers-protest-poland,gmos,GMOs,17.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
land-grabbing-for-agro-business-by-senegindia-sarl-community-of-diokoul-senegal,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
kumtor-gold-mine-krygyzstan,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
kumtor-gold-mine-krygyzstan,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
kumtor-gold-mine-krygyzstan,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
kumtor-gold-mine-krygyzstan,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
ooi-nuclear-plants-fukui-prefecture-japan,nuclear-power-plants,Nuclear power plants,2.0,,nuclear,Nuclear,#ff0,1.0,,
represa-inambari,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
green-snow-in-pervoluralsk,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
green-snow-in-pervoluralsk,manufacturing-activities,Manufacturing activities,47.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
green-snow-in-pervoluralsk,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
green-snow-in-pervoluralsk,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
wastepickers-mobilization-against-the-carbonization-of-solid-waste-rondonia-brazil,incinerators,Incinerators,10.0,,waste-management,Waste Management,#77721c,3.0,,
wastepickers-mobilization-against-the-carbonization-of-solid-waste-rondonia-brazil,waste-privatisation-conflicts-waste-picker-access-to-waste,Waste privatisation conflicts / waste-picker access to waste,9.0,,waste-management,Waste Management,#77721c,3.0,,
wastepickers-mobilization-against-the-carbonization-of-solid-waste-rondonia-brazil,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
empresa-minera-kumurama-y-el-ingenio-andacaba,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
udupi-power-corporation-karnataka-india,other-industries,Other industries,50.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
buon-kuop-hydroelectric-project-vietnam,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
buon-kuop-hydroelectric-project-vietnam,redd-cdm,REDD/CDM,28.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
buon-kuop-hydroelectric-project-vietnam,interbasin-water-transfers-transboundary-water-conflicts,Interbasin water transfers/transboundary water conflicts,35.0,,water-management,Water Management,#00bdff,6.0,,
the-illegal-logging-of-the-maydanki-lake-forest-by-the-turkish-backed-forces-in-afrin-syria,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
enel-coal-power-plant-in-la-spezia,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
conservation-of-natural-sal-forest-and-settle-the-rights-of-indigenous-garo-and-kouch-community-bangladesh,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
belinga-iron-ore-mine-and-belinga-dam-gabon,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
belinga-iron-ore-mine-and-belinga-dam-gabon,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
belinga-iron-ore-mine-and-belinga-dam-gabon,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
belinga-iron-ore-mine-and-belinga-dam-gabon,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
wastepickers-face-better-conditions-due-to-international-cooperation-efforts-in-north-eastern-jordan,waste-privatisation-conflicts-waste-picker-access-to-waste,Waste privatisation conflicts / waste-picker access to waste,9.0,,waste-management,Waste Management,#77721c,3.0,,
omai-gold-mine-tailings-dam-guyana,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
clyde-river,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
suzano-biomass-plantations-brazil,coal-extraction-and-processing,Coal extraction and processing,26.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
suzano-biomass-plantations-brazil,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
comunidad-de-catacaos-vs-sodalicio,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
save-akamas,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
save-akamas,tourism-facilities-ski-resorts-hotels-marinas,"Tourism facilities (ski resorts, hotels, marinas)",42.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
save-akamas,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
save-akamas,military-installations,Military installations,51.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
testet-dam-france,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
testet-dam-france,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
testet-dam-france,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
banana-plantations-and-logging-in-mount-apo-natural-park-near-magpet-cotabato-mindanao,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
hartford-trash-to-energy-incinerator-usa,incinerators,Incinerators,10.0,,waste-management,Waste Management,#77721c,3.0,,
deforestacion-en-la-reserva-bosawas,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestacion-en-la-reserva-bosawas,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestacion-en-la-reserva-bosawas,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestacion-en-la-reserva-bosawas,logging-and-non-timber-extraction,Logging and non timber extraction,14.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
roma-communities-see-their-access-to-water-shut-down-during-heatwave-in-gulacs-and-in-nyiregyhaza-hungary,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
ageing-bugey-npp-threatens-geneva-france,nuclear-power-plants,Nuclear power plants,2.0,,nuclear,Nuclear,#ff0,1.0,,
kilwa-mine,other,Other,53.0,,other,Other,#111,11.0,,
kilwa-mine,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
dbcp-and-male-infertility-in-lathrop-california,agro-toxics,Agro-toxics,16.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
dbcp-and-male-infertility-in-lathrop-california,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
stop,ports-and-airport-projects,Ports and airport projects,39.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
stop,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
kanyika-niobium-project-malawi,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
illegal-waste-dump-in-the-middle-of-a-roma-community-local-roma-activists-advocate-for-environmental-justice-slovakia,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
valle-de-elqui-teck-pan-pacific,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
valle-de-elqui-teck-pan-pacific,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
valle-de-elqui-teck-pan-pacific,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
belgrade-waterfront-project-serbia,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
belgrade-waterfront-project-serbia,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
belgrade-waterfront-project-serbia,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
baram-dam-blockade-malaysia,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
baram-dam-blockade-malaysia,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
akita-coal-fired-power-project,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
mayor-proyecto-de-explotacion-de-niobio-en-el-mundo-en-el-municipio-de-araxa-mg,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
mayor-proyecto-de-explotacion-de-niobio-en-el-mundo-en-el-municipio-de-araxa-mg,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
mayor-proyecto-de-explotacion-de-niobio-en-el-mundo-en-el-municipio-de-araxa-mg,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
mayor-proyecto-de-explotacion-de-niobio-en-el-mundo-en-el-municipio-de-araxa-mg,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
shrimp-farming-in-muisne-ecuador,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
shrimp-farming-in-muisne-ecuador,aquaculture-and-fisheries,Aquaculture and fisheries,20.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
shrimp-farming-in-muisne-ecuador,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
shrimp-farming-in-muisne-ecuador,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
shrimp-farming-in-muisne-ecuador,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestacion-en-selva-peruana-por-cultivo-de-palma-de-aceite-peru,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
strateco-resources-uranium-mine-the-matoush-project,uranium-extraction,Uranium extraction,1.0,,nuclear,Nuclear,#ff0,1.0,,
baleia-wind-power-complex-in-ceara-brasil,windmills,Windmills,29.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
baleia-wind-power-complex-in-ceara-brasil,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
baleia-wind-power-complex-in-ceara-brasil,aquaculture-and-fisheries,Aquaculture and fisheries,20.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
baleia-wind-power-complex-in-ceara-brasil,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
hidroaysen-hydroelectric-project-chile,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
